登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E28410,1,10,neutral,形容詞,中立の、中性の,"not supporting either side in an argument, or having no strong chemical charge",The researcher tried to keep a neutral tone when describing both competing theories.,研究者は、対立する二つの理論を説明する際に中立的な調子を保とうとした。,政治的な「中立」のほか、化学では neutral solution（中性溶液）のように「中性の」の意味でも使う。
E28411,1,10,noble,形容詞,高貴な、気高い,"having high moral qualities, or belonging to a family of high social rank",Ancient chronicles describe the noble families who controlled trade along the river valley.,古代の年代記は、その川の谷沿いの交易を支配した高貴な一族について記している。,「貴族の」と「気高い」の両方の意味がある。化学では noble gas（希ガス）という決まった言い方をする。
E28412,1,10,not least,熟語,とりわけ、特に,"especially, used to show that something is an important example","Several factors slowed the expedition, not least the sudden change in local weather.",いくつかの要因が探検隊の歩みを遅らせたが、とりわけ現地の天候の急変が大きかった。,挙げたものの中で特に重要な例を付け加えるときに使う。not least because ... の形も多い。
E28413,1,10,of course,熟語,もちろん、当然ながら,used to say that something is expected or already known,"Of course, no single experiment can prove that a scientific theory is entirely correct.",もちろん、一つの実験だけで科学理論が完全に正しいと証明できるわけではない。,講義では「言うまでもなく」と前置きして議論を進めるときに使う。返答では「どうぞ」の意味にもなる。
E28414,1,10,over the course of,熟語,～の間に、～を通じて,during a particular period of time,The glacier retreated more than two kilometers over the course of a single century.,その氷河は、わずか一世紀の間に二キロメートル以上後退した。,後ろに期間を表す名詞を置く。during や throughout に近く、変化を述べる文で頻出する。
E28415,1,10,relate,動詞,関連づける、関係がある,to show or find a connection between two or more things,The lecture explained how rainfall patterns relate to the growth rings found in trees.,講義は、降水パターンが樹木に見られる年輪とどう関係するかを説明した。,relate A to B や be related to の形が基本。「語る」の意味もあり relate a story とも言う。
E28416,1,10,robot,名詞,ロボット,"a machine that can do work automatically, often controlled by a computer",Engineers designed a small robot able to collect rock samples on the ocean floor.,技術者たちは、海底で岩石試料を採取できる小型ロボットを設計した。,robotics（ロボット工学）や robotic arm のような派生語・複合語で学術的な文章に出る。
E28417,1,10,sacred,形容詞,神聖な,connected with a god or religion and treated with great respect,Archaeologists believe the stone circle was a sacred site used for seasonal ceremonies.,考古学者たちは、その環状列石が季節の儀式に使われた神聖な場所だったと考えている。,holy とほぼ同義だが、sacred は考古学や文化人類学の文章で site や text と結びつきやすい。
E28418,1,10,securities,名詞,有価証券,financial documents such as stocks and bonds that show ownership or debt,The economics text explains how governments sell securities to fund large public projects.,その経済学の教科書は、政府が大規模な公共事業の資金を得るためにどう有価証券を売るかを説明している。,この意味では常に複数形で使う。単数の security は「安全、警備」で意味が異なる。
E28419,1,10,suspension,名詞,停止、懸濁液,"a pause in an activity, or a mixture in which solid particles float in liquid",The suspension of fieldwork allowed the team to analyze the samples already collected.,野外調査の一時停止によって、チームはすでに集めた試料を分析することができた。,動詞は suspend。化学では「懸濁液」、工学では車の「懸架装置」を指す。
