登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E09701,1,3,tactic,名詞,戦術、方策,a planned action used to achieve a particular aim,Lowering the price was a smart tactic to attract buyers.,値下げは買い手を引き付ける賢い戦術だった。,strategy（全体の戦略）より小さく短期的な手を指す。多くは複数形 tactics。
E09702,1,3,upward,形容詞,上向きの、上昇の,moving or pointing toward a higher place or level,Sales have shown an upward trend since spring.,売上は春から上向きの傾向を示している。,副詞は upward / upwards。反対は downward。
E09703,1,3,predator,名詞,捕食動物、略奪者,an animal that hunts and eats other animals,The wolf is the main predator in this forest.,オオカミはこの森の主な捕食動物だ。,prey（獲物）と対で覚える。形容詞は predatory。
E09704,1,3,abnormal,形容詞,異常な、正常でない,different from what is usual or expected in a bad way,The doctor found an abnormal result in the blood test.,医師は血液検査で異常な結果を見つけた。,normal に否定の ab- が付いた語。医学や検査の話でよく出る。
E09705,1,3,apex,名詞,頂点、絶頂,the highest point or the most successful stage,She reached the apex of her career at forty.,彼女は40歳でキャリアの頂点に達した。,apex predator（生態系の頂点捕食者）という言い方も有名。
E09706,1,3,apocalypse,名詞,世界の終わり、大破局,a situation in which the world is destroyed,The film shows life after a nuclear apocalypse.,その映画は核による世界の終わりの後の生活を描く。,形容詞 apocalyptic は「終末的な」。もとは聖書の黙示録。
E09707,1,3,bingo,名詞,ビンゴ、当たり,a game of numbers; a shout used when you are right,My grandmother plays bingo at the community center.,祖母は公民館でビンゴをする。,間投詞で「やった、当たり」と叫ぶときにも使う。
E09708,1,3,consolidation,名詞,統合、強化,the act of joining things together to make them stronger,The consolidation of the two offices saved a lot of money.,二つの事務所の統合で多くの費用が節約できた。,動詞は consolidate。企業合併や地位の固めにも使う。
E09709,1,3,continuation,名詞,継続、続き,the act of keeping something going without stopping,The continuation of the project depends on new funding.,その計画の継続は新しい資金しだいだ。,動詞 continue の名詞形。続編の意味でも使われる。
E09710,1,3,cosmetic,形容詞,化粧の、表面的な,relating to beauty; changing only the surface,The repair was cosmetic and did not fix the real problem.,その修理は表面的で、本当の問題は直らなかった。,名詞 cosmetics は「化粧品」。「見せかけだけ」という批判にも使う。
E09711,1,3,cubic,形容詞,立方の、三乗の,"measured by multiplying length, width, and height",The tank holds ten cubic meters of water.,そのタンクは10立方メートルの水が入る。,cube（立方体）の形容詞。体積の単位に必ず付く語。
E09712,1,3,detector,名詞,探知機、検出器,a device that finds something you cannot easily see,Every room has a smoke detector on the ceiling.,どの部屋も天井に煙探知機がある。,動詞 detect に -or が付いた語。metal detector もよく使う。
E09713,1,3,diplomacy,名詞,外交、駆け引きのうまさ,the work of managing relations between countries,The crisis was solved through quiet diplomacy.,その危機は静かな外交によって解決された。,人は diplomat、形容詞は diplomatic。「気配りの上手さ」の意味もある。
E09714,1,3,directive,名詞,指令、指示,an official instruction that must be followed,The company issued a directive on remote work.,会社は在宅勤務に関する指令を出した。,order より公式で書面のイメージ。EU の「指令」もこの語。
E09715,1,3,disruption,名詞,混乱、中断,a situation in which something cannot continue normally,Heavy snow caused disruption to train services.,大雪が列車の運行に混乱を引き起こした。,動詞は disrupt。IT 業界では「業界を変える革新」の意味でも使う。
E09716,1,3,downward,形容詞,下向きの、下降の,moving or pointing toward a lower place or level,The company is worried about the downward trend in profits.,会社は利益の下降傾向を心配している。,upward の反対。副詞は downward / downwards。
E09717,1,3,energetic,形容詞,精力的な、元気な,having or showing a lot of energy and activity,She is an energetic leader who inspires her team.,彼女はチームを奮い立たせる精力的な指導者だ。,名詞は energy。人にも活動にも使え、lively と近い。
E09718,1,3,greatness,名詞,偉大さ、優秀さ,the quality of being very important or very good,History books praise the greatness of that scientist.,歴史書はその科学者の偉大さをたたえている。,great に名詞語尾 -ness。人物評や国の話で使うやや大げさな語。
E09719,1,3,hazardous,形容詞,危険な、有害な,likely to cause harm or damage to people,The factory must store hazardous chemicals safely.,工場は有害な化学物質を安全に保管しなければならない。,名詞は hazard。dangerous より公式で、廃棄物や物質に使う。
E09720,1,3,hopeless,形容詞,望みのない、絶望的な,having no chance of success or improvement,"The situation looked hopeless, but they kept trying.",状況は絶望的に見えたが、彼らは挑み続けた。,hope に -less。口語で「まるで下手だ」の意味にもなる。
E09721,1,3,induction,名詞,導入研修、就任、誘導,the process of introducing someone to a new job or group,All new staff attend a one-day induction program.,新しい職員は全員1日の導入研修に参加する。,動詞は induce / induct。理科では「誘導」、論理学では「帰納」。
