登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E19633,1,7,pupa,名詞,さなぎ,the stage of an insect between larva and adult,The pupa hangs from the branch for two weeks.,さなぎは二週間ほど枝からぶら下がる。,生物学の語で複数形は pupae。幼虫は larva、成虫は adult と言う。
E19634,1,7,riotous,形容詞,騒々しい、無法な,"wild and noisy, often out of control",The crowd gave the band a riotous welcome.,観客はバンドを熱狂的に迎えた。,riot（暴動）の形容詞。riotous laughter のように陽気な騒ぎにも使う。
E19635,1,7,scowl,動詞,顔をしかめる、にらむ,to make an angry face at someone,He scowled at the noisy children on the bus.,彼はバスの中で騒ぐ子どもたちをにらんだ。,scowl at ... の形が基本。frown より怒りの度合いが強い。
E19636,1,7,separable,形容詞,分離できる,able to be divided or taken apart,The two issues are not easily separable.,その二つの問題は簡単には切り離せない。,separate の形容詞形。文法では separable phrasal verb（分離可能な句動詞）。
E19637,1,7,run counter to,熟語,～に反する、逆行する,to be the opposite of something,These findings run counter to earlier research.,これらの発見は以前の研究に反している。,counter は「逆に」。go against より客観的で、報告書や論文で好まれる。
E19638,1,7,get one's hands dirty,慣用句,自ら泥をかぶる、汚れ仕事をする,to do the hard practical work yourself,A good manager is willing to get her hands dirty.,よい管理職は進んで自ら汚れ仕事をする。,不正に手を染める意味にもなるが、通常は「率先して現場に入る」。
E19639,1,7,have a lot on one's plate,慣用句,やることが山積みだ,to have a lot of work or problems to deal with,I cannot help this week; I have a lot on my plate.,今週は手伝えません、やることが山積みで。,plate（皿）に料理を盛りすぎた様子から。too much on one's plate とも。
E19640,1,7,step up to the plate,慣用句,責任を引き受ける、名乗り出る,to take responsibility and act when needed,Someone must step up to the plate and lead the team.,誰かが責任を引き受けてチームを率いねばならない。,野球で打席に立つことから。ビジネスの場でよく使う米国発の表現。
E19641,1,7,tip one's hand,慣用句,手の内を明かす,to show your plans or intentions too soon,The negotiator was careful not to tip his hand.,交渉役は手の内を明かさぬよう気をつけた。,トランプで手札を傾けて見せてしまうことから。show one's hand とも言う。
E19642,1,7,tip over,句動詞,ひっくり返る、倒す,"to fall over, or to make something fall over",The vase tipped over when the cat jumped up.,猫が飛び乗ったとき花瓶がひっくり返った。,自動詞と他動詞の両方で使える。tip the glass over の語順も可。
E19643,1,7,tip the balance,慣用句,形勢を決める、決め手になる,to be the small thing that decides a result,Her experience tipped the balance in her favor.,彼女の経験が決め手となって有利に働いた。,tip the scales とも言う。わずかな差で天秤が傾く様子から。
E19644,1,7,in depth,熟語,詳細に、掘り下げて,in a careful and detailed way,The report examines the causes in depth.,その報告書は原因を詳細に検討している。,形容詞にするときは in-depth analysis のようにハイフンを入れる。
E19645,1,7,out of print,熟語,絶版になって,no longer being printed or sold as a book,That dictionary has been out of print for years.,その辞書は何年も前から絶版だ。,本や楽譜について使う。逆は in print（版が続いている）。
E19646,1,7,out of sight,熟語,見えない所に、視界の外に,in a place where something cannot be seen,He kept the gift out of sight until her birthday.,彼は誕生日まで贈り物を見えない所にしまっておいた。,"out of sight, out of mind（去る者は日々に疎し）ということわざが有名。"
E19647,1,7,behind closed doors,慣用句,非公開で、密室で,"in private, without the public watching",The deal was negotiated behind closed doors.,その取引は密室で交渉された。,報道でよく使う。透明性の欠如をほのめかす否定的な響きがある。
E19648,1,7,the calm before the storm,慣用句,嵐の前の静けさ,a quiet period just before serious trouble,The empty office felt like the calm before the storm.,誰もいない事務所は嵐の前の静けさのようだった。,日本語とほぼ同じ発想の表現。lull before the storm とも言う。
E19649,1,7,burn through,句動詞,使い果たす、急速に消費する,to use up money or supplies very quickly,The startup burned through its funding in a year.,その新興企業は一年で資金を使い果たした。,cash や savings と共に使う。文字どおり「焼いて穴を開ける」意味もある。
E19650,1,7,hang one's hat on,慣用句,～を頼りにする、拠り所にする,to rely on something as proof or support,You cannot hang your hat on a single survey.,たった一つの調査を拠り所にはできない。,帽子を掛ける釘に例えた表現。否定文で使われることが多い。
E19651,1,7,throw one's hat in the ring,慣用句,立候補する、名乗りを上げる,to announce that you will compete for a position,The mayor threw her hat in the ring last week.,市長は先週、立候補を表明した。,ボクシングで挑戦の意思を示した習慣から。選挙報道の定番表現。
E19652,1,7,at the drop of a hat,慣用句,即座に、すぐさま,immediately and without hesitation,She would fly to Paris at the drop of a hat.,彼女なら即座にパリへ飛んで行くだろう。,帽子を落とす合図で競走が始まったことから。喜んで応じる場面で使う。
E19653,1,7,have one's cake and eat it too,慣用句,両方いいとこ取りをする,to want two good things that cannot both happen,He wants freedom and security; he cannot have his cake and eat it too.,彼は自由も安定も望むが、両方は手に入らない。,「食べたらケーキは残らない」という理屈。多くは否定文で使う。
E19654,1,7,a raw deal,慣用句,不当な扱い、ひどい仕打ち,unfair treatment compared with others,Part-time staff got a raw deal in the new contract.,新契約でパート職員は不当な扱いを受けた。,raw は「生の」から「手加減のない」。get や give と組んで使う。
E19655,1,7,lose steam,慣用句,勢いを失う、失速する,to become less strong or less active,The campaign lost steam after the first month.,その運動は最初の一か月を過ぎて勢いを失った。,蒸気機関の比喩。反対は pick up steam（勢いづく）。
E19656,1,7,save one's breath,慣用句,言うだけ無駄だからやめる,to stop talking because it will change nothing,Save your breath; he has already decided.,言っても無駄だ、彼はもう決めている。,命令文で使うのが普通。相手を説得しても無意味だと伝える表現。
E19657,1,7,steam ahead,句動詞,どんどん進む、勢いよく前進する,to continue making fast progress,The project steamed ahead despite the delays.,遅れにもかかわらず計画はどんどん進んだ。,蒸気船が全速で進む姿から。full steam ahead は「全速力で」。
E19658,1,7,under one's breath,熟語,小声で、ぶつぶつと,in a quiet voice so others cannot hear,He muttered a complaint under his breath.,彼は小声で不満をつぶやいた。,mutter や say と共に使う。不満や悪態をこぼす場面が典型。
E19659,1,7,the smoking gun,慣用句,動かぬ証拠,clear proof that someone is guilty,The emails were the smoking gun in the trial.,そのメールが裁判での動かぬ証拠となった。,発砲直後の煙が出た銃から。政治や司法の報道で頻出。
E19660,1,7,a breath of fresh air,慣用句,新風、清新な存在,someone or something new and welcome,The young director was a breath of fresh air.,その若い監督は清新な存在だった。,文字どおり「新鮮な空気」の意味もある。人にも物にも使える褒め言葉。
E19661,1,7,a blind spot,慣用句,盲点、死角,an area or subject you fail to notice,Costs were a blind spot in their planning.,費用は彼らの計画の盲点だった。,運転の「死角」が元の意味。偏見で見えていない点も指す。
E19662,1,7,a tall order,慣用句,難しい注文、無理な要求,a task that is very difficult to do,Finishing by Friday is a tall order.,金曜までに終えるのは難しい注文だ。,tall は「大げさな」の意。丁寧に難しさを伝えるときに便利。
E19663,1,7,keep one's nose clean,慣用句,面倒を起こさない、身をきれいに保つ,to stay out of trouble and behave well,He kept his nose clean after leaving prison.,彼は出所後、面倒を起こさずにいた。,違法や問題行為を避ける意。命令や助言の形でよく使う。
E19664,1,7,lock away,句動詞,しまい込む、収監する,to put something in a safe place or put someone in prison,She locked the documents away in a cabinet.,彼女は書類を戸棚にしまい込んだ。,人が目的語だと「刑務所に入れる」。感情を押し殺す意味にもなる。
E19665,1,7,swear in,句動詞,宣誓させて就任させる,to make someone take an official oath,The new judges were sworn in this morning.,新任の判事たちは今朝、宣誓就任した。,受け身で使うことが多い法律用語。名詞は swearing-in ceremony。
E19666,1,7,swear off,句動詞,きっぱりやめる、断つ,to promise to stop using or doing something,He swore off sugar after the health check.,健康診断のあと彼は砂糖をきっぱり断った。,give up より強い決意を示す。後には名詞か動名詞が来る。
E19667,1,7,tie one's hands,慣用句,身動きを封じる、制約する,to prevent someone from acting freely,The budget rules tie the mayor's hands.,予算規則が市長の身動きを封じている。,受け身の my hands are tied（どうにもできない）の形が特に多い。
E19668,1,7,turn up one's nose at,慣用句,鼻であしらう、見下して断る,to refuse something because you think it is not good enough,She turned up her nose at the cheap seats.,彼女は安い席を鼻であしらった。,見下す気持ちが核。look down on より仕草の描写が強い。
