登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E28710,1,10,breach,名詞,違反、破れ目,"an act of breaking a rule, law, or agreement",The lecturer described the treaty breach as a turning point in early modern diplomatic history.,講師はその条約違反を近世外交史の転換点として説明した。,breach of contract のように of と結び付き、動詞では「破る」の意味にもなる。
E28711,1,10,combine,動詞,組み合わせる、結合する,to join two or more things so they work as one,Geologists combine field data and satellite images to map the movement of continental plates.,地質学者は野外データと衛星画像を組み合わせて大陸プレートの動きを地図化する。,combine A with B や combine A and B の形が一般的で、名詞形は combination。
E28712,1,10,come to light,熟語,明るみに出る、判明する,to become known to people after being hidden,New evidence about the ancient settlement came to light during last summer's excavation season.,その古代集落に関する新たな証拠が昨夏の発掘調査期間中に明るみに出た。,受動的に「知られるようになる」意味で、bring ... to light（明らかにする）と対で覚えるとよい。
E28713,1,10,consciousness,名詞,意識、自覚,the state of being awake and aware of things around you,The seminar examined how philosophers and neuroscientists define consciousness in measurable experimental terms.,そのゼミでは哲学者と神経科学者が意識をどう測定可能な実験的用語で定義するかを検討した。,lose や regain consciousness（意識を失う・取り戻す）が定番で、形容詞は conscious。
E28714,1,10,corresponding,形容詞,対応する、相当する,matching or related to something else,Each fossil layer has a corresponding date range determined by radiometric analysis of nearby rock.,それぞれの化石層には近くの岩石の放射年代分析で決められた対応する年代範囲がある。,correspond to ... の分詞形で、図表の説明で「対応する数値」を示すときによく使う。
E28715,1,10,damages,名詞,損害賠償金,money paid to someone because of harm or loss caused to them,The court awarded damages to the landowners whose fields the factory had polluted.,裁判所は工場が汚染した農地の所有者たちに損害賠償金の支払いを認めた。,複数形 damages は法律用語の「賠償金」で、単数 damage の「損害」とは区別する。
E28716,1,10,demanding,形容詞,きつい、要求の多い,"needing a lot of effort, skill, or attention",Graduate research in molecular biology is demanding because experiments often run late into the night.,分子生物学の大学院研究は実験が夜遅くまで続くことが多いのできつい。,a demanding course のように使い、人について言えば「要求の厳しい」の意味になる。
E28717,1,10,eagle,名詞,ワシ,a large bird of prey with very good eyesight,The ecology lecture explained how each eagle defends a hunting territory of several square kilometers.,生態学の講義では、ワシがそれぞれ数平方キロの狩り場を守る仕組みが説明された。,猛禽類 bird of prey の代表例で、環境保護の話題では bald eagle が例に挙げられやすい。
E28718,1,10,flexible,形容詞,柔軟な、融通の利く,able to change easily or to bend without breaking,A flexible research design lets scientists adjust their methods when early results seem inconsistent.,柔軟な研究計画は、初期の結果が一貫しないときに科学者が方法を調整することを可能にする。,物理的な「曲げやすい」と、予定や考え方の「融通が利く」の両方に使い、名詞は flexibility。
E28719,1,10,homework,名詞,宿題、下調べ,work that students are given to do outside class,The professor assigns homework every week so students can practice solving statistical problems.,教授は学生が統計の問題を解く練習ができるよう毎週宿題を出す。,不可算名詞なので a homework や homeworks とは言わず、量は a lot of homework で表す。
E28720,1,10,in light of,熟語,～を考慮して,considering a particular fact or situation,"In light of the new fossil evidence, the textbook's account of bird evolution was revised.",新たな化石の証拠を考慮して、教科書の鳥類進化の記述は改訂された。,considering や given とほぼ同義で、論文やレポートの導入部で理由を示すときに使う。
E28721,1,10,in short,熟語,要するに、手短に言えば,used to introduce a brief summary of what you have said,"In short, the data suggest that soil erosion accelerated after the forest was cleared.",要するに、そのデータは森林伐採後に土壌浸食が加速したことを示唆している。,講義の結論部でよく現れる標識表現で、to sum up や briefly と言い換えられる。
E28722,1,10,in the short run,熟語,短期的には,during the period soon after something happens,"In the short run, volcanic ash cools the atmosphere, though the effect fades within a few years.",短期的には火山灰が大気を冷やすが、その効果は数年以内に薄れる。,対義は in the long run で、経済学や環境学の講義で対比的に使われる。
E28723,1,10,mandatory,形容詞,義務的な、必修の,required by a rule or a law,Laboratory safety training is mandatory for every student enrolled in the chemistry program.,実験室の安全講習は化学課程に在籍するすべての学生に義務付けられている。,compulsory や required と同義で、反対は optional や voluntary。
E28724,1,10,mechanics,名詞,力学、仕組み,the branch of physics dealing with motion and forces,Classical mechanics explains planetary orbits accurately until speeds approach a significant fraction of light.,古典力学は速度が光速のかなりの割合に近づくまで惑星の軌道を正確に説明する。,学問名としては単数扱いで、the mechanics of ... は「～の仕組み」を表す。
E28725,1,10,observation,名詞,観察、観測、所見,the act of watching something carefully to learn about it,Careful observation of tidal pools revealed how small organisms survive daily changes in salinity.,潮だまりの丹念な観察により、小さな生物が日々の塩分変化をどう生き延びるかが明らかになった。,天文では「観測」、レポートでは「所見」の意味になり、動詞は observe。
E28726,1,10,owe,動詞,借りがある、～のおかげである,"to need to pay money to someone, or to have something because of someone",Modern genetics owes much to Mendel's patient experiments with garden pea plants.,現代の遺伝学はメンデルの根気強いエンドウ豆の実験に多くを負っている。,owe A to B の形で「AはBのおかげ」を表し、owing to は「～のために」という前置詞句。
E28727,1,10,phenomenon,名詞,現象,something that happens or exists and can be observed,El Nino is a climate phenomenon that alters rainfall patterns across the entire Pacific region.,エルニーニョは太平洋地域全体の降雨パターンを変える気候現象である。,複数形は phenomena で、TOEFL のリーディングでは自然現象の説明に頻出する。
E28728,1,10,precise,形容詞,正確な、精密な,exact and accurate in every detail,Radiocarbon dating gives a precise estimate of age for samples younger than fifty thousand years.,放射性炭素年代測定は五万年より新しい試料について正確な年代推定を与える。,accurate と近いが細部まで細かい点を強調し、副詞 precisely は「まさに」の意味でも使う。
E28729,1,10,profession,名詞,専門職、職業,a job that needs special education and training,Medicine remains a profession that requires years of study before independent practice is permitted.,医学は独立した診療が許されるまでに何年もの学習を必要とする専門職であり続けている。,job や occupation より専門性が高い職を指し、形容詞 professional と合わせて覚える。
E28730,1,10,prospect,名詞,見込み、可能性,the possibility that something will happen in the future,The prospect of finding liquid water on Mars drives much current planetary research.,火星で液体の水を見つける見込みが現在の惑星研究の多くを推し進めている。,複数形 prospects は「将来性」を意味し、prospective は「見込みのある」という形容詞。
E28731,1,10,protective,形容詞,保護的な、守る,giving protection from damage or danger,A protective layer of ozone absorbs most ultraviolet radiation before it reaches the surface.,オゾンの保護層は紫外線の大半が地表に届く前に吸収する。,be protective of ... で「～を守ろうとする」となり、名詞は protection、動詞は protect。
E28732,1,10,publisher,名詞,出版社、発行人,a company or person that prepares and sells books or journals,The publisher required two independent reviews before accepting the manuscript for the academic series.,その出版社は学術シリーズへの原稿受理の前に二件の独立した査読を求めた。,publish に -er が付いた語で、学術文献の引用では出版社名が必須の情報となる。
E28733,1,10,retreat,動詞,後退する、退く,to move back or away from a difficult position,Alpine glaciers retreat several meters each summer as average regional temperatures continue to rise.,高山の氷河は地域の平均気温が上がり続けるにつれ毎年夏に数メートル後退する。,氷河や軍隊の「後退」に使い、名詞では「隠れ家、静養所」の意味にもなる。
E28734,1,10,separation,名詞,分離、区別,the act of keeping or moving things apart,The separation of powers among three branches of government limits any single institution's authority.,三つの政府部門の間の権力分立はいかなる単一の機関の権限も制限する。,化学では「分離」、政治学では separation of powers（三権分立）として頻出する。
E28735,1,10,short of,熟語,～が不足して、～を除いては,not having enough of something,The expedition was short of fresh water long before it reached the inland plateau.,遠征隊は内陸の高原に着くずっと前から真水が不足していた。,be short of ... で「不足している」、nothing short of ... は「まさに～に他ならない」。
E28736,1,10,taken together,熟語,総合すると、まとめて見ると,when considered as a whole rather than separately,"Taken together, these three studies indicate that sleep loss weakens long-term memory formation.",総合すると、これら三つの研究は睡眠不足が長期記憶の形成を弱めることを示している。,論文の考察部で複数の結果をまとめるときの定型表現で、overall と言い換えられる。
E28737,1,10,valve,名詞,弁、バルブ,"a part that controls the flow of liquid, gas, or blood",Each heart valve opens and closes about seventy times per minute during normal rest.,心臓の各弁は安静時に一分間に約七十回開閉する。,生物では心臓弁、工学では配管のバルブを指し、動詞 regulate と共に使われやすい。
E28738,1,10,a great deal of,熟語,多量の、かなりの,a large amount of something uncountable,A great deal of energy is released when hydrogen nuclei fuse inside a star.,恒星の内部で水素原子核が融合するとき、多量のエネルギーが放出される。,不可算名詞にのみ付き、可算名詞には a great many や a large number of を使う。
E28739,1,10,appreciation,名詞,理解、評価、感謝,an understanding of the value or importance of something,Studying ecology gives students a deeper appreciation of how species depend on one another.,生態学を学ぶことで学生は種同士がいかに依存し合っているかをより深く理解するようになる。,「感謝」の意味もあるが、学術文では「正しい理解・評価」の意味が中心となる。
E28740,1,10,as soon as,接続詞,～するとすぐに,immediately after something happens,"As soon as the sample reached room temperature, the researchers measured its electrical resistance.",試料が室温に達するとすぐに、研究者たちはその電気抵抗を測定した。,時を表す副詞節なので、未来のことでも現在形で表す点に注意する。
E28741,1,10,colony,名詞,植民地、群体,"a group of the same organisms living together, or a settled territory",A single ant colony may contain hundreds of thousands of closely related individuals.,一つのアリの群体には数十万匹の近縁の個体が含まれることがある。,生物学では「コロニー、群体」、歴史では「植民地」を指し、動詞は colonize。
E28742,1,10,curriculum,名詞,教育課程、カリキュラム,the subjects that are taught in a school or university,The revised curriculum requires all undergraduates to complete one course in statistical reasoning.,改訂された教育課程はすべての学部生に統計的推論の科目を一つ修了することを求めている。,複数形は curricula で、extracurricular（課外の）と語源を共有する。
E28743,1,10,deal with,句動詞,扱う、対処する,to take action about a problem or to be about a subject,The second chapter deals with how coastal cities plan for rising sea levels.,第二章は沿岸都市が海面上昇にどう備えるかを扱っている。,「対処する」と「（本などが）～を論じる」の二つの意味があり、handle や address と近い。
E28744,1,10,deer,名詞,シカ,a wild animal with long legs that eats grass and leaves,"Without natural predators, deer populations grow quickly and strip young shoots from forest floors.",天敵がいないとシカの個体数は急速に増え、森林の地面から若芽を食べ尽くす。,単複同形で、a deer や many deer のように形が変わらない点が試験で狙われる。
E28745,1,10,delta,名詞,三角州,an area of land where a river divides before entering the sea,The Nile delta formed as sediment settled where the river slowed near the Mediterranean.,ナイル川の三角州は、川が地中海の近くで流れを緩めた場所に堆積物がたまってできた。,ギリシャ文字の形に由来し、地学の講義では sediment や estuary と一緒に出る。
E28746,1,10,divide,動詞,分ける、割る,to separate something into parts,Botanists divide flowering plants into two main groups according to their seed leaf number.,植物学者は開花植物を子葉の数によって二つの主要な群に分ける。,divide A into B の形が基本で、名詞では「隔たり、分水嶺」の意味にもなる。
E28747,1,10,entity,名詞,存在、実体,something that exists as a single and separate thing,A university is a legal entity that can own property and sign research contracts.,大学は財産を所有し研究契約を結ぶことのできる法的な存在である。,法律や経済で「法人・主体」を指し、separate entity（別個の存在）の形でよく使う。
E28748,1,10,in turn,熟語,次に、その結果,"as a result of something, or one after another","Warmer oceans hold less oxygen, which in turn reduces the range of many fish species.",海水温が上がると酸素が減り、その結果多くの魚種の生息範囲が狭まる。,因果の連鎖を示すときと「順番に」の意味の両方があり、講義の説明で頻出する。
E28749,1,10,jewelry,名詞,宝飾品,objects such as rings and necklaces worn for decoration,Gold jewelry recovered from the tomb shows the metalworking skill of that early civilization.,墓から発見された金の宝飾品は、その初期文明の金属加工技術を示している。,不可算名詞で、英国式の綴りは jewellery、一点を指すなら a piece of jewelry と言う。
