登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E21810,1,8,personnel,名詞,職員、社員、人事部,the people who work for a company or organization,All new personnel must attend the safety training session before starting work at the plant.,新入社員は全員、工場で働き始める前に安全講習に出席しなければならない。,人の集団を表す集合名詞で、personnel department は「人事部」。つづりの似た personal（個人の）との区別が問われる。
E21811,1,8,perspective,名詞,見方、観点、視点,a particular way of thinking about something,Our new consultant offered a fresh perspective on how to reduce shipping costs.,新しいコンサルタントは輸送費を削減する方法について新鮮な見方を示した。,from a business perspective のように前置詞 from と結びつくことが多い。view や viewpoint と言い換えられる。
E21812,1,8,premier,形容詞,一流の、最高の,best or most important,This hotel is the premier venue for corporate conferences in the downtown area.,このホテルは中心街で企業会議に使われる一流の会場だ。,名詞では「首相」の意味にもなる。つづりの近い premiere（初演）とは意味が違うので注意。
E21813,1,8,promote,動詞,昇進させる、促進する、宣伝する,"to raise someone to a higher job, or to help something grow",The company promoted her to regional manager after she doubled the branch sales.,彼女が支店の売上を倍にしたので、会社は彼女を地域統括責任者に昇進させた。,be promoted to ~ の受け身の形が定番。広告の文脈では「販売促進する」の意味で使われる。
E21814,1,8,severe,形容詞,厳しい、深刻な,"very bad, serious, or strict",Severe weather forced the airline to cancel all morning flights to Chicago.,悪天候のため航空会社はシカゴ行きの午前便をすべて欠航にした。,severe damage や severe shortage のように良くない名詞と結びつく。副詞 severely も頻出。
E21815,1,8,suppose,動詞,思う、仮定する,to think that something is probably true,I suppose the shipment will arrive by Friday if the weather stays clear.,天気が良ければ荷物は金曜までに届くと思う。,be supposed to do（~することになっている）の形が TOEIC で最もよく出る。assume と近い意味。
E21816,1,8,tool,名詞,道具、工具、手段,an object or method used to do a particular job,Please return every tool to the storage cabinet after finishing your work in the workshop.,作業場での仕事が終わったら、道具はすべて保管庫に戻してください。,比喩的に marketing tool（販促手段）のようにも使う。tool kit という語も一緒に覚えたい。
E21817,1,8,attend,動詞,出席する、通う,to go to an event such as a meeting or class,Over two hundred buyers attended the annual trade show held in Osaka.,二百人を超えるバイヤーが大阪で開かれた年次見本市に出席した。,他動詞なので attend to は不要。attend to ~ とすると「~に対応する」の別の意味になる。
E21818,1,8,ban,動詞,禁止する,to say officially that something is not allowed,The building manager banned smoking in every corridor and meeting room last month.,ビルの管理者は先月、すべての廊下と会議室での喫煙を禁止した。,ban A from doing の形もよく使う。名詞では「禁止令」の意味になる。
E21819,1,8,carbon,名詞,炭素,a common chemical element found in coal and in all living things,Our factory plans to cut carbon emissions by thirty percent within five years.,当工場は五年以内に炭素排出量を三十パーセント削減する予定だ。,carbon emissions や carbon footprint の形で環境関連の記事に出る。carbon copy は cc の語源。
E21820,1,8,crash,名詞,衝突、墜落、暴落,a serious accident in which a vehicle hits something,The delivery van was delayed by a crash on the highway near the airport.,配送車は空港近くの高速道路での衝突事故により遅れた。,動詞では「衝突する」のほか「(機器が)止まる」の意味もある。The server crashed も頻出。
E21821,1,8,deliver,動詞,配達する、届ける,to take goods or letters to a place,The supplier will deliver the office chairs to our new branch on Tuesday.,業者は火曜日に新しい支店へオフィスチェアを配達する。,deliver a speech（演説をする）の用法も問われる。名詞は delivery。
E21822,1,8,depth,名詞,深さ、深み,the distance from the top to the bottom of something,The engineer measured the depth of the tank before approving the repair plan.,技師は修理計画を承認する前にタンクの深さを測った。,in depth（詳細に）という熟語が頻出。形容詞 deep の名詞形にあたる。
E21823,1,8,electronic,形容詞,電子の,working by using electricity and small computer parts,All invoices are now sent in electronic form to save paper and postage.,すべての請求書は紙と郵送費を節約するため電子形式で送られている。,electronic device や electronic signature の形で登場する。副詞 electronically も覚えたい。
E21824,1,8,error,名詞,誤り、間違い,a mistake in something that has been written or done,An error in the billing system caused several customers to receive wrong invoices.,請求システムの誤りにより、数名の顧客が誤った請求書を受け取った。,make an error や in error（誤って）の形で使う。mistake よりやや硬い語。
E21825,1,8,factory,名詞,工場,a building where goods are made using machines,The new factory in the north of the city will employ four hundred workers.,市の北部にある新しい工場は四百人の労働者を雇用する予定だ。,plant とほぼ同義で言い換え問題に出る。factory floor（製造現場）も押さえておこう。
E21826,1,8,legislation,名詞,法律、法令,laws that have been officially made by a government,New legislation requires every restaurant to display calorie counts on its printed menus.,新しい法律はすべての飲食店に印刷したメニューへのカロリー表示を義務づけている。,不可算名詞なので a legislation とは言わない。law の硬い言い換えとして記事に出る。
E21827,1,8,maintenance,名詞,維持、保守、整備,the work of keeping machines or buildings in good condition,Routine maintenance on the elevators will take place this Sunday from six to noon.,エレベーターの定期保守は今週日曜の六時から正午まで行われる。,告知文で maintenance work や under maintenance の形が頻出。動詞は maintain。
E21828,1,8,manner,名詞,方法、態度,the way in which something is done or happens,The receptionist greeted every visitor in a friendly and professional manner.,受付係はすべての来客に親しみやすく礼儀正しい態度で挨拶した。,in a ~ manner の形で副詞のように働く。複数形の manners は「行儀」を表す。
E21829,1,8,nearby,形容詞,近くの、近くに,close to the place you are talking about,Conference guests may park free of charge in the nearby garage on Oak Street.,会議の来場者はオーク通りの近くの駐車場に無料で駐車できる。,形容詞と副詞の両方で使う。near と違い前置詞にはならない点が品詞問題で問われる。
E21830,1,8,origin,名詞,起源、出所、原産地,the place or point where something begins,The inspector could not identify the origin of the damaged parts in the shipment.,検査官は出荷品の中の破損部品の出所を特定できなかった。,country of origin（原産国）は貿易書類の定番表現。形容詞 original と区別したい。
E21831,1,8,panel,名詞,委員会、討論者団、板,a group of people chosen to discuss or judge something,A panel of industry experts will review each entry in the design contest.,業界の専門家からなる委員会がデザインコンテストの各応募作品を審査する。,会議案内では panel discussion（公開討論）が頻出。control panel なら「制御盤」を指す。
E21832,1,8,plate,名詞,皿、板,a flat dish used for serving food,The caterer set a clean plate at every seat before the banquet began.,仕出し業者は宴会が始まる前に各席にきれいな皿を並べた。,金属の「板」や license plate（車の番号標）の意味もある。dish とほぼ同義。
E21833,1,8,prepare,動詞,準備する,to make something ready for use or for an event,Please prepare the quarterly sales figures before the board meeting on Thursday morning.,木曜の朝の取締役会の前に四半期の売上高を用意してください。,prepare for ~（~に備える）と他動詞用法の違いに注意。名詞は preparation。
E21834,1,8,resistance,名詞,抵抗、反対,"refusal to accept something new, or a force acting against something",Management met strong resistance when it proposed longer shifts at the packaging plant.,経営陣が包装工場での長時間シフトを提案した際、強い抵抗に遭った。,meet with resistance や resistance to change の形で使う。動詞は resist。
E21835,1,8,retail,名詞,小売り,the selling of goods to ordinary customers in shops,Our company moved from wholesale into retail after opening three stores downtown.,当社は中心街に三店舗を開いた後、卸売りから小売りへ移行した。,wholesale（卸売り）の対義語。retail price や retail outlet のように形容詞的にも使う。
E21836,1,8,roof,名詞,屋根,the covering on top of a building,Workers will repair the warehouse roof before the rainy season starts next month.,作業員は来月雨季が始まる前に倉庫の屋根を修理する。,roof repair や roof garden の形で告知文に出る。複数形は roofs とつづる。
