登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E13301,1,5,confluence,名詞,合流点、合流,"a place where two rivers join, or a coming together",The town grew at the confluence of two great rivers.,その町は二つの大河の合流点で発展した。,動詞 flow と同語源で con-（共に）＋flu（流れる）。「重なり合い」の意味でも使う。
E13302,1,5,constipation,名詞,便秘,a condition in which it is hard to empty the bowels,The doctor gave her advice about diet and constipation.,医師は彼女に食事と便秘についての助言をした。,医学・健康の話で使う。形容詞は constipated（便秘の）。
E13303,1,5,consultative,形容詞,諮問の、助言を行う,"giving advice, or done by asking people for opinions",The board set up a consultative committee on safety.,理事会は安全に関する諮問委員会を設けた。,consult（相談する）の形容詞。consultative body（諮問機関）が定番。
E13304,1,5,contraband,名詞,密輸品、禁制品,goods that are brought into a country illegally,Officers found contraband hidden inside the truck.,係官はトラックの中に隠された密輸品を見つけた。,contra（反して）＋band（法令）から。数えない名詞として使う。
E13305,1,5,cookery,名詞,料理法、調理,the art or practice of preparing food,She bought an old cookery book at the market.,彼女は市場で古い料理本を買った。,主にイギリス英語。アメリカでは cooking を使うことが多い。
E13306,1,5,cyst,名詞,嚢胞、のう腫,a small closed sac in the body that contains liquid,The scan showed a small cyst on her wrist.,検査で彼女の手首に小さな嚢胞が見つかった。,医学用語。発音は「シスト」で c は s の音。
E13307,1,5,democratically,副詞,民主的に,in a way that is decided by everyone taking part,The leader was democratically elected last spring.,その指導者は昨春、民主的に選ばれた。,democratically elected（民主的に選ばれた）の形でニュースによく出る。
E13308,1,5,deodorant,名詞,制汗剤、消臭剤,a product used to stop bad smells from the body,He put on deodorant before leaving for work.,彼は仕事に出かける前に制汗剤をつけた。,de-（取り去る）＋odor（におい）。部屋用は air freshener と言う。
E13309,1,5,eradication,名詞,根絶、撲滅,the complete removal of something bad,The eradication of the disease took thirty years.,その病気の根絶には30年かかった。,動詞は eradicate。radix（根）が語源で「根こそぎ抜く」イメージ。
E13310,1,5,ethnically,副詞,民族的に,in a way that relates to a group's culture or origin,The city is ethnically diverse and very lively.,その都市は民族的に多様でとても活気がある。,ethnically diverse（民族的に多様な）が最頻出の組み合わせ。
E13311,1,5,feline,形容詞,ネコ科の、ネコのような,"relating to cats, or like a cat",The vet specializes in feline health problems.,その獣医はネコの健康問題を専門にしている。,イヌ科は canine。動物学や獣医の文脈でよく使う。
