登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E11801,1,4,switch on,句動詞,スイッチを入れる、点ける,to make a machine or light start working,Please switch on the projector before the meeting.,会議の前にプロジェクターの電源を入れてください。,反対は switch off。turn on とほぼ同じで、英国でよく使われる。
E11802,1,4,blow away,句動詞,吹き飛ばす、感動させる,"to move something with wind, or to impress someone greatly",Her performance completely blew away the audience.,彼女の演奏は観客をすっかり感動させた。,「風で飛ばす」が原義。口語では「圧倒する」の意味が非常に多い。
E11803,1,4,blow up,句動詞,爆発する、ふくらませる、怒り出す,"to explode, or to fill something with air",The old building was blown up last week.,その古い建物は先週爆破された。,写真を「引き伸ばす」意味もある。感情が「爆発する」用法も頻出。
E11804,1,4,in the nick of time,慣用句,ぎりぎり間に合って,just before it is too late,The doctor arrived in the nick of time.,医者はぎりぎり間に合って到着した。,nick は「刻み目」。just in time より切迫した感じが強い言い方。
E11805,1,4,push aside,句動詞,わきへ押しやる、無視する,"to move something away, or to ignore a feeling or problem",He pushed aside his doubts and signed the contract.,彼は疑いを押しやって契約書に署名した。,物理的に「どける」意味と、感情や問題を「棚上げする」意味がある。
E11806,1,4,ring a bell,慣用句,聞き覚えがある,to sound familiar to someone,"That name rings a bell, but I cannot place it.",その名前は聞き覚えがあるが、思い出せない。,頭の中で鐘が鳴る比喩。否定形 does not ring a bell もよく使う。
E11807,1,4,step aside,句動詞,わきへどく、身を引く,"to move to one side, or to leave a position for someone else",The chairman stepped aside for a younger leader.,会長は若い指導者のために身を引いた。,「道をあける」から「役職を譲る」へ。step down は完全な辞任。
E11808,1,4,branch out,句動詞,手を広げる、進出する,to start doing something new in addition to what you do,The bakery branched out into online sales.,そのパン屋はネット販売に手を広げた。,木の枝が伸びるイメージ。into と一緒に使うことが多い。
E11809,1,4,flag down,句動詞,手を振って止める,to signal a vehicle to stop by waving,She flagged down a taxi in the rain.,彼女は雨の中でタクシーを手を振って止めた。,旗を振る動作から。タクシーやパトカーを止めるときの定番表現。
E11810,1,4,go back to the drawing board,慣用句,一からやり直す,to start planning something again from the beginning,"The design failed, so we went back to the drawing board.",設計が失敗したので、私たちは一からやり直した。,drawing board は製図板。計画が没になったときの決まり文句。
E11811,1,4,bottle up,句動詞,感情を抑え込む,to keep strong feelings inside instead of showing them,Do not bottle up your anger for so long.,そんなに長く怒りをため込まないで。,瓶に詰めるイメージ。感情を対象にした受け身 bottled up も多い。
E11812,1,4,mess around,句動詞,ふざける、だらだらする,to spend time doing silly or unimportant things,Stop messing around and finish your homework.,ふざけるのをやめて宿題を終わらせなさい。,mess about は英国式。with を付けると「いじり回す」の意味になる。
E11813,1,4,sit tight,慣用句,じっと待つ、動かずにいる,to wait patiently without doing anything,Sit tight until we get more information.,もっと情報が入るまでじっと待っていてください。,「きつく座る」ではなく「動かずに待つ」。指示や助言でよく使う。
E11814,1,4,come full circle,慣用句,一巡して元に戻る,to return to the same situation as at the start,Fashion has come full circle since the 1990s.,流行は1990年代から一巡して元に戻った。,円を一周する比喩。長い時間の変化を語るときに使う。
E11815,1,4,crash out,句動詞,ばたんと寝る、敗退する,"to fall asleep quickly, or to be knocked out of a competition",He crashed out on the sofa after the long flight.,彼は長いフライトの後、ソファでばたんと寝てしまった。,疲れて倒れ込む感じ。スポーツでは「大会から姿を消す」の意味。
E11816,1,4,calm down,句動詞,落ち着く、なだめる,to become quiet and relaxed after being upset,Take a deep breath and calm down.,深く息を吸って落ち着いてください。,自動詞でも他動詞でも使える。命令形で相手をなだめる場面が多い。
E11817,1,4,catch sight of,熟語,～をちらりと見かける,to see someone or something for a short moment,I caught sight of her in the crowded station.,混んだ駅で彼女の姿をちらりと見かけた。,一瞬見えたことを表す。反対の lose sight of と対で覚えるとよい。
E11818,1,4,dumb down,句動詞,内容をやさしくしすぎる,to make something simpler in a way that lowers its quality,Critics say the news has been dumbed down.,報道が安易にやさしくされたと批評家は言う。,批判的な語。単に「わかりやすくする」は simplify を使う。
E11819,1,4,lose sight of,熟語,～を見失う,"to no longer see something, or to forget what is important",We must not lose sight of our main goal.,私たちは主な目標を見失ってはいけない。,物理的にも比喩的にも使う。目標や本質を忘れる意味が特に多い。
E11820,1,4,exponential,形容詞,指数関数的な、急激な,increasing faster and faster over time,The city saw exponential growth in the 1980s.,その都市は1980年代に急激な成長を遂げた。,数学用語だが growth と組んでニュースでもよく出る。副詞は exponentially。
E11821,1,4,farce,名詞,茶番、笑劇,"a silly situation, or a funny play with foolish events",The election turned into a complete farce.,その選挙は完全な茶番と化した。,元は演劇の「笑劇」。今は「ばかげた出来事」の批判語として多用。
E11822,1,4,fling,動詞,投げつける、勢いよく動かす,to throw something suddenly and with force,He flung his bag onto the back seat.,彼はかばんを後部座席に放り投げた。,過去形は flung。throw より乱暴で感情のこもった投げ方を表す。
E11823,1,4,fudge,動詞,ごまかす、あいまいにする,to avoid giving a clear answer about something,The minister fudged the question about taxes.,大臣は税金についての質問をあいまいにかわした。,名詞では甘い菓子の「ファッジ」。動詞の「ごまかす」も報道で頻出。
E11824,1,4,glide,動詞,滑るように動く、滑空する,to move smoothly and quietly without effort,The boat glided across the still lake.,ボートは静かな湖を滑るように進んだ。,鳥や飛行機の「滑空」にも使う。slide より優雅で静かな印象。
E11825,1,4,hairstyle,名詞,髪型,the way a person's hair is cut and arranged,She changed her hairstyle before the interview.,彼女は面接の前に髪型を変えた。,hairdo もほぼ同じ意味。美容室では haircut のほうが一般的。
E11826,1,4,handwritten,形容詞,手書きの,written by hand and not printed or typed,He sent a handwritten note to thank her.,彼は感謝を伝える手書きの手紙を送った。,handwriting は名詞で「筆跡」。印刷の printed と対で覚えるとよい。
E11827,1,4,harmonic,形容詞,調和した、倍音の,relating to musical harmony or to regular waves,The song has a simple harmonic structure.,その曲は単純な和声構造をしている。,音楽や物理で使う専門語。名詞では「倍音」を指すこともある。
E11828,1,4,heartless,形容詞,冷酷な、思いやりのない,cruel and showing no kindness to others,It was heartless to fire him without warning.,予告なしに彼を解雇するのは冷酷だった。,-less は「～がない」。heartfelt（心からの）とは正反対の語。
E11829,1,4,hectic,形容詞,とても忙しい、慌ただしい,very busy and full of activity,I had a hectic week at the office.,職場でとても慌ただしい一週間を過ごした。,busy より混乱した忙しさ。schedule や day と組むことが多い。
E11830,1,4,holistic,形容詞,全体的な、総合的な,"considering the whole of something, not just parts",The school takes a holistic approach to learning.,その学校は学習に総合的な取り組みをしている。,医療や教育でよく使う。whole（全体）と語源が同じ。
E11831,1,4,hormonal,形容詞,ホルモンの,relating to hormones in the body,Stress can cause hormonal changes.,ストレスはホルモンの変化を引き起こすことがある。,名詞は hormone。医学記事で hormonal balance の形が多い。
E11832,1,4,informant,名詞,情報提供者、密告者,"a person who gives information, often secretly",The police protected the identity of the informant.,警察は情報提供者の身元を守った。,informer は「密告者」で否定的。調査研究では中立的に使われる。
E11833,1,4,intrusive,形容詞,立ち入った、じゃまな,coming into a place or situation where it is not wanted,The questions felt too intrusive to answer.,その質問は答えるには立ち入りすぎに感じた。,動詞は intrude。プライバシーや広告について語るときに使う。
E11834,1,4,joyous,形容詞,喜びに満ちた,full of happiness and celebration,It was a joyous day for the whole family.,家族全員にとって喜びに満ちた一日だった。,joyful とほぼ同じだが、より文語的で式典の描写に合う。
E11835,1,4,kiwi,名詞,キウイ、キーウィ,"a small green fruit, or a bird from New Zealand",I put a sliced kiwi on my yogurt.,ヨーグルトに薄切りのキウイをのせた。,果物は kiwi fruit とも言う。ニュージーランド人の愛称でもある。
E11836,1,4,limo,名詞,リムジン,a long expensive car with a driver,A black limo waited outside the hotel.,黒いリムジンがホテルの外で待っていた。,limousine の短縮形。会話ではほぼ limo が使われる。
E11837,1,4,lunchtime,名詞,昼食時,the time in the middle of the day when people eat lunch,Let us discuss it at lunchtime.,昼食時にそれを話し合いましょう。,at lunchtime の形で使う。前置詞は on ではなく at が普通。
E11838,1,4,mace,名詞,こん棒、催涙スプレー,"a heavy stick used as a weapon, or a spray for defense",The guard carried a small can of mace.,警備員は小さな催涙スプレーの缶を持っていた。,元は中世の武器。米国では護身用スプレーの商標名から広まった。
E11839,1,4,malignant,形容詞,悪性の、悪意のある,"dangerous and likely to spread, especially about a disease",The test showed the tumor was malignant.,検査でその腫瘍は悪性だと分かった。,反対は benign（良性の）。医学記事で対比して覚えるとよい。
E11840,1,4,mascara,名詞,マスカラ,a dark liquid used to make eyelashes look darker,Her mascara ran after she cried.,泣いた後、彼女のマスカラがにじんだ。,数えない名詞として使うことが多い。アクセントは第2音節。
E11841,1,4,matchmaking,名詞,縁結び、仲介,the activity of introducing people who may become a couple,The app uses data for matchmaking.,そのアプリは縁結びにデータを使っている。,ビジネスでは企業同士の「引き合わせ」の意味でも使われる。
E11842,1,4,measles,名詞,はしか、麻疹,a disease that causes fever and red spots on the skin,All children should be vaccinated against measles.,すべての子どもははしかの予防接種を受けるべきだ。,形は複数だが単数扱い。Measles is common の語順に注意。
E11843,1,4,mitt,名詞,ミット、手袋,a thick glove used in baseball or for handling hot things,The catcher held out his mitt.,捕手はミットを差し出した。,野球用具のほか oven mitt（鍋つかみ）としても日常でよく使う。
E11844,1,4,montage,名詞,モンタージュ、寄せ集め映像,a series of short pictures or scenes put together,The film opens with a montage of city life.,その映画は都市生活の映像を集めた場面で始まる。,フランス語由来で発音は最後が ジュ に近い。映像や写真の編集用語。
E11845,1,4,nil,名詞,ゼロ、無,"nothing or zero, especially in scores",Our team won two nil.,私たちのチームは2対0で勝った。,英国のスポーツ実況で得点0を表す。米国では zero を使う。
E11846,1,4,opioid,名詞,オピオイド、麻薬性鎮痛薬,"a strong drug used to reduce pain, which can be addictive",Doctors are careful when prescribing opioid drugs.,医師はオピオイド系の薬を処方する際に慎重だ。,近年の米国の社会問題として opioid crisis の形で頻出。
E11847,1,4,persuasion,名詞,説得、信念,the act of making someone agree to do something,It took some persuasion to change his mind.,彼の考えを変えるには少し説得が必要だった。,動詞は persuade。「主義、信条」の意味で使われることもある。
E11848,1,4,plaid,名詞,格子縞、チェック柄,a pattern of crossing lines in different colors,He wore a red plaid shirt.,彼は赤いチェックのシャツを着ていた。,発音は プラッド に近い。英国では tartan と呼ぶことが多い。
E11849,1,4,playback,名詞,再生,the act of playing recorded sound or video again,The playback of the interview was unclear.,その面談の録音の再生は聞き取りにくかった。,動詞は play back と2語に分ける。名詞は1語で書く点に注意。
E11850,1,4,plush,形容詞,豪華な、ふわふわの,"expensive and comfortable, or soft like thick cloth",They stayed in a plush hotel by the sea.,彼らは海辺の豪華なホテルに泊まった。,名詞では「ぬいぐるみ生地」。luxurious のくだけた言い換え。
E11851,1,4,precedence,名詞,優先、先行,the right to come before others in importance,Safety takes precedence over speed.,安全は速さより優先される。,take precedence over が定番。判例の precedent とは別語。
E11852,1,4,racket,名詞,ラケット、騒音、不正な商売,"a loud noise, a bat for tennis, or an illegal business",The neighbors made a terrible racket last night.,隣人たちは昨夜ひどい騒音を立てた。,英国では球技の道具を racquet とつづることもある。3つの意味に注意。
