登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E19001,1,7,in cold blood,慣用句,冷酷に、平然と,"in a cruel and calm way, without any pity",The witness said the men were shot in cold blood.,目撃者は男たちが冷酷に射殺されたと述べた。,殺人など残虐な行為の描写に限って使う。hot blood は「かっとなった状態」。
E19002,1,7,on track,熟語,順調に進んで、軌道に乗って,making the progress that was planned,The project is still on track for a June launch.,その計画は今も六月の開始に向けて順調だ。,線路のイメージ。back on track で「立て直す」。反対は off track。
E19003,1,7,off track,熟語,脱線して、それて,no longer following the right plan or subject,The discussion went off track after twenty minutes.,議論は二十分後に脱線してしまった。,on track の反対。話題にも計画にも使う。get sidetracked とほぼ同義。
E19004,1,7,with an eye to,熟語,～を目的として、～を見込んで,with a particular purpose or result in mind,She bought the land with an eye to building later.,彼女は将来建てるつもりでその土地を買った。,後ろは名詞か動名詞。with an eye on は「～に注目して」で別の形。
E19005,1,7,worth its weight in gold,慣用句,非常に価値がある,extremely useful or valuable,A good local guide is worth its weight in gold.,腕のよい現地ガイドは金にも値する。,人には worth his weight in gold と代名詞を合わせる。
E19006,1,7,double back,句動詞,引き返す、来た道を戻る,to turn and go back the way you came,The fox doubled back to confuse the dogs.,キツネは犬をまくために来た道を引き返した。,追跡から逃れる場面が典型。単に戻る go back より意図的な動き。
E19007,1,7,give the go ahead,熟語,許可を出す、ゴーサインを出す,to give official permission to start something,The board finally gave the go ahead for the merger.,取締役会はついに合併にゴーサインを出した。,名詞では go-ahead とハイフンを付けることが多い。受け身は get the go ahead。
E19008,1,7,look ahead,句動詞,先を見通す、将来を考える,to think about what will happen in the future,Let's stop arguing and look ahead to next year.,言い争いはやめて来年のことを考えよう。,後ろは look ahead to のように to を伴う。反対は look back。
E19009,1,7,under pressure,熟語,圧力を受けて、重圧の下で,being forced or strongly urged to do something,The mayor is under pressure to explain the delay.,市長は遅延の説明を求める圧力を受けている。,物理的な「加圧下で」の意味もある。put pressure on で「圧力をかける」。
E19010,1,7,ahead of time,熟語,予定より早く、前もって,before the planned or expected moment,The crew finished the repairs well ahead of time.,作業班は修理を予定よりずっと早く終えた。,in advance と近いが、締め切りより早い点を強調する。
E19011,1,7,ahead of the game,慣用句,一歩先んじて、優位に立って,in a better position than your rivals,Early investment kept the firm ahead of the game.,早期投資がその会社を優位に立たせ続けた。,競争相手との比較が前提。stay ahead of the game の形が多い。
E19012,1,7,a double standard,熟語,二重基準、えこひいきの規準,a rule applied unfairly to different people,Critics say the policy creates a double standard.,批評家はその方針が二重基準を生むと言う。,同じ行為を人によって裁く基準が違うこと。複数形 double standards も普通。
E19013,1,7,cross off,句動詞,線を引いて消す、除外する,to remove a name or item from a list,He crossed the finished tasks off the list.,彼は終えた作業をリストから線を引いて消した。,リストから外す意識が強い。cross out は文字を消すこと自体を指す。
E19014,1,7,cross out,句動詞,線を引いて消す、抹消する,to draw a line through writing to cancel it,Please cross out any answer you wish to change.,変更したい解答は線を引いて消してください。,書かれた文字に線を引く動作そのもの。delete より紙の上の作業向き。
E19015,1,7,get up to speed,慣用句,最新情報に追いつく、本調子になる,to learn what you need to know to work well,It took her a week to get up to speed.,彼女が仕事に慣れるまで一週間かかった。,機械が規定速度に達する比喩。bring someone up to speed で「情報を伝える」。
E19016,1,7,on ice,慣用句,保留にして、棚上げして,kept aside for use or action at a later time,The expansion plan has been put on ice.,拡張計画は棚上げにされた。,put on ice の形が多い。文字どおり「氷で冷やして」の意味もある。
E19017,1,7,drop the ball,慣用句,へまをする、責任を果たし損ねる,to fail to do something you were responsible for,We dropped the ball on the customer's refund.,私たちは客への返金でへまをしてしまった。,球技で球を落とす比喩。アメリカ英語の職場で頻出。
