登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E18101,1,6,in the interest of,熟語,～のために、～を目的として,for the purpose of helping or protecting something,"In the interest of safety, the trail was closed today.",安全のため、その遊歩道は本日閉鎖された。,in the interests of と複数形にもなる。堅い場面や公式発表で使う。
E18102,1,6,break the bank,慣用句,大金を使う、財政を破綻させる,to cost more money than someone can afford,A weekend in the countryside will not break the bank.,田舎での週末旅行なら大金はかからない。,否定文で「そんなに高くつかない」と言う形が圧倒的に多い。bank は「賭け金の元手」が原義。
E18103,1,6,go it alone,慣用句,独力でやる、単独行動する,to do something without help from others,"After the split, she decided to go it alone.",決別のあと、彼女は独力でやることに決めた。,it は特に何も指さない形式的な目的語。alone を省略しない。
E18104,1,6,press on,句動詞,押し進める、やり続ける,to continue doing something in spite of difficulty,"Despite the rain, the crew pressed on with filming.",雨にもかかわらず、撮影班は撮影を続行した。,press on with ... の形が定番。困難があっても進む含みがある。
E18105,1,6,press for,句動詞,強く求める、要求する,to demand something firmly and repeatedly,Residents are pressing for a full public inquiry.,住民は全面的な公開調査を強く求めている。,受け身の be pressed for time は「時間に追われて」で別の意味。
E18106,1,6,give ground,慣用句,譲歩する、後退する,to move back or accept part of what others want,Neither side was willing to give ground on wages.,どちらの側も賃金では譲ろうとしなかった。,元は軍隊が陣地を明け渡す意。stand one's ground が反対の表現。
E18107,1,6,hit the books,慣用句,猛勉強する,"to study very hard, especially before a test",I need to hit the books before Monday's exam.,月曜の試験に向けて猛勉強しなければならない。,hit the road（出発する）と同じ「hit＋名詞」型のくだけた表現。
E18108,1,6,provide for,句動詞,養う、備える、規定する,to give someone what they need to live,He works two jobs to provide for his family.,彼は家族を養うために二つの仕事をしている。,法律や契約では「～と定めている」の意味になる。文脈で見分ける。
E18109,1,6,at face value,熟語,額面通りに、見かけどおりに,"as it appears, without looking for a hidden meaning",Do not take his promises at face value.,彼の約束を額面通りに受け取ってはいけない。,face value は「額面金額」。take ... at face value の形で使う。
E18110,1,6,from the ground up,熟語,一から、ゼロから,"starting from nothing, from the very beginning",They rebuilt the whole system from the ground up.,彼らはシステム全体を一から作り直した。,建物を地面から建てる比喩。from scratch とほぼ同じ意味。
E18111,1,6,common ground,熟語,共通点、意見の一致点,opinions or interests that two sides share,The two parties finally found common ground on taxes.,両党はついに税制で共通点を見いだした。,find や seek と組む。話し合いのニュースで非常によく出る。
E18112,1,6,middle ground,熟語,中間の立場、妥協点,a position between two opposite opinions,We are looking for middle ground between the two plans.,私たちは二案の中間となる妥協点を探している。,common ground が「共通点」なのに対し、こちらは「折衷案」。
E18113,1,6,round out,句動詞,仕上げる、完全なものにする,to make something complete by adding a last part,A short film rounded out the evening's program.,短編映画がその夜の番組を締めくくった。,最後の一つを足して形を整える感じ。round off とほぼ同義。
E18114,1,6,save up,句動詞,貯金する、ためる,to keep money over time to buy something later,She is saving up for a trip to Norway.,彼女はノルウェー旅行のために貯金している。,目的があるときは save up for ...。単に save より計画性が出る。
E18115,1,6,stand to reason,慣用句,道理にかなう、当然である,to be clear and logical to any sensible person,It stands to reason that costs will rise next year.,来年に費用が上がるのは当然のことだ。,主語はいつも形式の it。It stands to reason that ... で固定。
E18116,1,6,stand the test of time,慣用句,時の試練に耐える、長く価値を保つ,to stay good or useful for a very long time,Few pop songs stand the test of time this well.,これほど長く愛されるポップスは少ない。,建物・作品・理論などに使う。stood と過去形で語られやすい。
E18117,1,6,drive up,句動詞,押し上げる、高騰させる,to make a price or number go up,The drought has driven up the price of coffee.,干ばつがコーヒーの価格を押し上げた。,値段や需要が目的語。反対は drive down（引き下げる）。
E18118,1,6,eat away at,句動詞,少しずつ削る、むしばむ,to slowly destroy or reduce something,Inflation is eating away at their savings.,物価上昇が彼らの貯蓄を少しずつ減らしている。,波が岩を削るように、じわじわ減る様子。不安が心を蝕む意でも使う。
E18119,1,6,fall in with,句動詞,（悪い仲間と）付き合う、同調する,"to become friendly with a group, often a bad one",He fell in with a rough crowd after moving.,彼は引っ越し後に素行の悪い連中と付き合い始めた。,「計画に同調する」の意味もある。自分から選ぶより、なりゆきでそうなる含みが強い。
E18120,1,6,fall on hard times,慣用句,落ちぶれる、困窮する,to begin to have serious money problems,The old mill town fell on hard times in the 1980s.,その古い工場町は1980年代に困窮した。,hard times は「不況・苦境」。人にも町や企業にも使える。
E18121,1,6,give the green light,慣用句,ゴーサインを出す、許可する,to give official permission to start something,The board gave the green light to the new factory.,取締役会は新工場にゴーサインを出した。,信号の青から。受け身の get the green light もよく使う。
E18122,1,6,see the big picture,慣用句,全体像を把握する,"to understand a situation as a whole, not just details",Try to see the big picture before judging the numbers.,数字を判断する前に全体像をつかもう。,細部にとらわれる人への助言で使う。the big picture の the を落とさないこと。
E18123,1,6,step out of line,慣用句,規律を破る、勝手なことをする,to behave badly or break the accepted rules,Anyone who steps out of line will be sent home.,規律を破った者は誰でも帰らされる。,整列から一人はみ出す比喩。get out of line もほぼ同じ。
