登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E22410,1,8,in general,熟語,一般的に、概して,in most situations or for the most part,"In general, our factory operates at full capacity during the busy summer season.",一般的に、当社の工場は繁忙期の夏には全力で稼働します。,文頭に置いて話全体をまとめるときに使う。generally speaking とほぼ同じ意味で、TOEIC の説明文でよく見る。
E22411,1,8,margin,名詞,利ざや、余白,the difference between what something costs and what it is sold for,The company improved its profit margin by cutting shipping costs last quarter.,同社は前四半期に配送費を削減して利益率を改善しました。,profit margin（利益率）の形で頻出。余白の意味では margin of the page のように使う。
E22412,1,8,mechanism,名詞,仕組み、機構,"a part of a machine, or a system for making something happen",Our new booking system has a mechanism that prevents double reservations automatically.,当社の新しい予約システムには二重予約を自動的に防ぐ仕組みがあります。,機械の装置にも制度の仕組みにも使える。TOEIC では safety mechanism（安全装置）の形が出やすい。
E22413,1,8,moderate,形容詞,適度な、穏やかな,not too much and not too little; kept within reasonable limits,"Sales showed moderate growth this year, so the board approved a small budget increase.",今年の売上は緩やかな伸びを示したため、取締役会は小幅な予算増額を承認しました。,moderate price（手ごろな価格）のように使う。動詞では「司会する」の意味もあり、moderator は司会者。
E22414,1,8,overcome,動詞,克服する,to deal with a problem successfully,The team worked overtime to overcome the delay caused by the parts supplier.,チームは部品供給業者による遅れを克服するため残業しました。,overcome a problem や overcome a difficulty の形で使う。活用は overcome-overcame-overcome。
E22415,1,8,utility,名詞,公共料金、公益事業,"a service such as water, gas, or electricity supplied to buildings",Our monthly utility bills went down after we installed the new lighting.,新しい照明を設置してから毎月の公共料金が下がりました。,utility bill や utility costs（光熱費）でよく出る。「実用的な」の意味もあり utility vehicle などと使う。
E22416,1,8,vessel,名詞,船、容器,"a large boat, or a container for holding liquid",The cargo vessel will arrive at the port on Friday morning with our containers.,その貨物船は金曜の朝に当社のコンテナを積んで港に到着します。,貿易や物流の文脈では ship の堅い言い方。実験や工場では液体を入れる容器の意味になる。
E22417,1,8,acquisition,名詞,買収、取得,the act of buying a company or getting something,The acquisition of the smaller firm doubled our share of the regional market.,その小規模企業の買収により、当社の地域市場シェアは倍になりました。,mergers and acquisitions（企業の合併と買収）の形で頻出。動詞は acquire。
E22418,1,8,announce,動詞,発表する,to tell people about something officially,The president will announce the new branch location at tomorrow's press conference.,社長は明日の記者会見で新支店の場所を発表します。,名詞は announcement で、空港や社内放送の場面で頻出。announce that 節の形も多い。
E22419,1,8,autumn,名詞,秋,the season between summer and winter,Our department store holds its biggest clearance sale every autumn.,当社の百貨店は毎年秋に最大の在庫一掃セールを行います。,英国式の語で、米国では fall を使うことが多い。in autumn のように前置詞は in を取る。
E22420,1,8,clip,名詞,留め具、クリップ,a small object used to hold papers or things together,Please use a clip instead of a staple so we can copy the documents easily.,書類を簡単にコピーできるよう、ホチキスではなくクリップを使ってください。,動詞で「留める、切り取る」の意味もある。video clip（動画の一部）の使い方も覚えたい。
E22421,1,8,convince,動詞,納得させる、説得する,to make someone believe something or agree to do it,The sales manager convinced the client to sign a three-year service contract.,営業部長は顧客を説得して三年間のサービス契約に署名させました。,convince A to do や convince A that の形を取る。persuade とほぼ同じ使い方をする。
E22422,1,8,encounter,動詞,遭遇する,"to meet or experience something, especially a problem",We encountered several technical problems while installing the new accounting software.,新しい会計ソフトの導入中にいくつかの技術的な問題に遭遇しました。,encounter a problem や encounter difficulties の形が定番。名詞で「出会い」の意味にもなる。
E22423,1,8,equality,名詞,平等,the state of being equal in rights or treatment,The company promotes equality by offering the same training to all employees.,当社は全従業員に同じ研修を提供して平等を推進しています。,gender equality（男女平等）の形でよく使う。形容詞は equal、反対語は inequality。
E22424,1,8,examination,名詞,検査、試験,"a careful look at something, or a test of knowledge",A close examination of the machine revealed a small crack in the pipe.,機械を詳しく検査したところ、管に小さなひびが見つかりました。,会話では exam と短くする。医療なら診察、工場なら点検の意味で使われる。
E22425,1,8,fiscal,形容詞,会計の、財政の,relating to government or company money and taxes,"The fiscal year ends in March, so all invoices must be submitted by then.",会計年度は三月に終わるので、すべての請求書はそれまでに提出しなければなりません。,fiscal year（会計年度）の形でほぼ必ず出る。financial と近いが公的な資金の話に多い。
E22426,1,8,instrument,名詞,器具、楽器,"a tool used for careful work, or a device for making music",Each technician must check the measuring instruments before the morning shift begins.,各技術者は朝のシフトが始まる前に測定器具を点検しなければなりません。,精密な道具を指し、単なる工具は tool。musical instrument は楽器を意味する。
