登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E14201,1,5,monogram,名詞,モノグラム、組み合わせ文字,a design made from the first letters of a person's name,His shirt had a small monogram on the pocket.,彼のシャツの胸ポケットに小さなモノグラムが入っていた。,mono（1つ）+ gram（文字）。名前の頭文字を組み合わせた図案のこと。
E14202,1,5,mythic,形容詞,神話の、伝説的な,"connected with old stories, or very famous and admired",The old singer has a mythic status in this country.,その老歌手はこの国で伝説的な地位にある。,myth（神話）の形容詞。mythical とほぼ同じだが、称賛の意味で使うことが多い。
E14203,1,5,nanotechnology,名詞,ナノテクノロジー,science that works with extremely small parts of matter,Nanotechnology is changing how medicines are delivered.,ナノテクノロジーは薬の届け方を変えつつある。,nano は10億分の1。原子や分子の大きさを扱う技術を指す。
E14204,1,5,nobleman,名詞,貴族の男性,a man from a family of high social rank,The story is about a nobleman who lost his land.,その物語は土地を失った貴族の男の話だ。,複数形は noblemen。女性は noblewoman。歴史の文章でよく出る。
E14205,1,5,optimist,名詞,楽観主義者,someone who believes good things will happen,An optimist would say the worst is already over.,楽観主義者なら最悪の時期はもう過ぎたと言うだろう。,反対は pessimist（悲観主義者）。形容詞は optimistic。
E14206,1,5,overlord,名詞,支配者、君主,a person with total power over other people,The villagers had to pay taxes to a cruel overlord.,村人たちは残酷な支配者に税を納めねばならなかった。,over（上に）+ lord（主）。歴史やファンタジーの文脈で多い。
E14207,1,5,overuse,動詞,使いすぎる、乱用する,to use something too much or too often,Doctors warn that we overuse antibiotics.,医師たちは私たちが抗生物質を使いすぎていると警告している。,名詞としても使い、その場合の発音は前にアクセントが来る。
E14208,1,5,papacy,名詞,教皇の地位、教皇制,the position or authority of the Pope,His papacy lasted for more than twenty years.,彼の教皇在位は20年以上続いた。,pope（教皇）の関連語。カトリック教会の歴史の話で使われる。
E14209,1,5,phonetic,形容詞,音声の、発音表記の,relating to the sounds of speech,The dictionary gives a phonetic spelling for each word.,その辞書は各語に発音表記を示している。,phonetics は「音声学」。phone は「音」を表すギリシャ語由来。
E14210,1,5,poodle,名詞,プードル（犬）,a type of dog with thick curly hair,She walks her white poodle every morning.,彼女は毎朝、白いプードルを散歩させる。,巻き毛が特徴の犬種。もとはドイツの水猟犬。
E14211,1,5,populism,名詞,ポピュリズム、大衆迎合主義,politics that claims to speak for ordinary people,The rise of populism worried many economists.,ポピュリズムの台頭は多くの経済学者を不安にさせた。,populate や popular と同じ「人々」の語源。政治ニュースで頻出。
E14212,1,5,pus,名詞,うみ、膿,a thick yellow liquid that comes from an infected wound,The nurse cleaned the pus from the wound.,看護師が傷口のうみをきれいに取り除いた。,医学の語。数えられない名詞なので a pus とは言わない。
E14213,1,5,racetrack,名詞,競走路、競馬場,a course where horses or cars race,Thousands of fans filled the racetrack on Sunday.,日曜日、何千ものファンが競馬場を埋めた。,英国では競馬用に racecourse を使うことが多い。
E14214,1,5,roadblock,名詞,障害、道路封鎖,"something that stops progress, or a barrier across a road",Funding problems became a roadblock for the project.,資金の問題がその計画の障害になった。,本来は「道路封鎖」。比喩で「進行を止める壁」の意味がよく使われる。
E14215,1,5,roadshow,名詞,巡回公演、投資家説明会,a series of events held in different cities,The company held a roadshow to attract investors.,その会社は投資家を集めるために説明会を各地で開いた。,演劇の巡業が元。金融では上場前の投資家向け説明会を指す。
E14216,1,5,sandbox,名詞,砂場、試験用の隔離環境,"a box of sand for children, or a safe area for testing",Developers test new features in a sandbox first.,開発者はまず隔離環境で新機能を試す。,IT では「安全に試せる場所」の意味。日常では子どもの砂場。
E14217,1,5,shag,名詞,毛足の長い織り、シャグ,a thick rough surface on a carpet or cloth,The old room still had a brown shag carpet.,その古い部屋にはまだ茶色の毛足の長いカーペットがあった。,shag carpet の形が最も一般的。俗語の別義があるので単独では使いにくい。
E14218,1,5,shoemaker,名詞,靴職人,a person who makes or repairs shoes,A local shoemaker repaired my boots for a small fee.,地元の靴職人が少額で私のブーツを直してくれた。,shoe + maker。同じ形で watchmaker（時計職人）などがある。
E14219,1,5,sift,動詞,ふるいにかける、精査する,"to pass through a sieve, or to examine carefully",Investigators sifted through hundreds of documents.,捜査官たちは何百もの書類を丹念に調べた。,料理では粉をふるう意味。sift through で「精査する」が頻出。
E14220,1,5,silo,名詞,サイロ、縦割りの組織,"a tall tower for storing grain, or a closed group",Departments worked in silos and shared little information.,各部署は縦割りで動き、情報をほとんど共有しなかった。,農業の貯蔵塔が元。ビジネスでは「風通しの悪い組織」の比喩。
E14221,1,5,socialization,名詞,社会化、社交,the process of learning how to live with other people,School plays a big role in the socialization of children.,学校は子どもの社会化に大きな役割を果たす。,社会学の用語。英国つづりは socialisation。
E14222,1,5,speck,名詞,小さな点、しみ,a very small spot or piece of something,A speck of dust settled on the camera lens.,小さなほこりがカメラのレンズに落ちた。,a speck of の形が定番。spot より小さいものを指す。
E14223,1,5,stylus,名詞,スタイラス、タッチペン,a pen-shaped tool for writing on a screen,She drew the diagram with a stylus on her tablet.,彼女はタブレットにタッチペンで図を描いた。,複数形は styluses。レコード針の意味もある。
E14224,1,5,subclass,名詞,下位分類、サブクラス,a smaller group inside a larger class,This animal belongs to a rare subclass of reptiles.,この動物は爬虫類の珍しい下位分類に属する。,生物学とプログラミングの両方で使う。sub は「下」。
E14225,1,5,tailgate,動詞,車間を詰めて走る,to drive too closely behind another car,Do not tailgate the truck in front of you.,前のトラックに車間を詰めて走ってはいけない。,名詞ではトラック後部の扉。米国ではその周りでの野外パーティも指す。
E14226,1,5,topographic,形容詞,地形の、地勢図の,showing the shape and features of land,We used a topographic map to plan the hike.,私たちは登山計画に地形図を使った。,topography（地形）の形容詞。等高線のある地図によく使う。
E14227,1,5,tranquility,名詞,静けさ、平穏,a calm and peaceful state,She found tranquility in the quiet mountain village.,彼女は静かな山村で平穏を見いだした。,英国つづりは tranquillity（l が2つ）。形容詞は tranquil。
E14228,1,5,tutu,名詞,チュチュ（バレエの衣装）,a short stiff skirt worn by a ballet dancer,The little girl wore a pink tutu on stage.,その小さな女の子は舞台でピンクのチュチュを着ていた。,フランス語から。バレエの短いスカート状の衣装。
E14229,1,5,umbilical,形容詞,へその、へその緒の,relating to the cord joining a baby to its mother,The doctor cut the umbilical cord carefully.,医師は慎重にへその緒を切った。,ほぼ umbilical cord の形で使う。比喩で「切れない結びつき」も表す。
E14230,1,5,uterine,形容詞,子宮の,relating to the uterus,The scan showed no uterine problems.,検査では子宮に問題は見られなかった。,名詞は uterus（子宮）。womb はやさしい言い方。
E14231,1,5,veer,動詞,急に向きを変える、それる,to change direction suddenly,The car veered to the left to avoid a dog.,その車は犬を避けるため急に左へそれた。,話題が「それる」意味でも使う。veer off course が定番。
E14232,1,5,whereupon,接続詞,そこで、するとすぐに,"and then, immediately after that","He finished his speech, whereupon everyone stood up.",彼が話を終えると、そこで全員が立ち上がった。,かたい書き言葉。物語や記録文で「それを受けて」の意味を表す。
E14233,1,5,wobble,動詞,ぐらつく、揺れる,to move from side to side in an unsteady way,The table wobbles because one leg is short.,脚が1本短いのでそのテーブルはぐらつく。,形容詞は wobbly。声や決意が「揺らぐ」意味にも使う。
E14234,1,5,wanderer,名詞,放浪者、さすらう人,a person who travels from place to place,The old poet called himself a lifelong wanderer.,その老詩人は自らを生涯の放浪者と呼んだ。,動詞 wander（さまよう）から。wonder（不思議に思う）と混同しない。
E14235,1,5,kilogram,名詞,キログラム,a unit of weight equal to one thousand grams,The package weighs about two kilograms.,その小包は約2キログラムある。,略は kg。英国つづりは kilogramme も見られる。
E14236,1,5,marlin,名詞,カジキ,a large sea fish with a long pointed nose,The fisherman caught a huge marlin off the coast.,その漁師は沖で巨大なカジキを釣り上げた。,複数形は marlin のままでも使う。釣りや海洋の話で出る。
E14237,1,5,skew,動詞,ゆがめる、偏らせる,to make results unfair or not accurate,A few extreme answers can skew the survey results.,少数の極端な回答が調査結果をゆがめることがある。,統計でよく使う。形容詞 skewed は「偏った」。
E14238,1,5,eyelid,名詞,まぶた,the piece of skin that covers the eye,His left eyelid twitched from tiredness.,疲れで彼の左のまぶたがぴくぴくした。,eye + lid（ふた）。まつげは eyelash。
E14239,1,5,snowboard,名詞,スノーボード,a wide board used for sliding down snow,He bought a new snowboard before the winter trip.,彼は冬の旅行の前に新しいスノーボードを買った。,動詞としても使い、go snowboarding の形が多い。
E14240,1,5,innovator,名詞,革新者,a person who creates new ideas or methods,She is known as an innovator in green energy.,彼女は再生可能エネルギーの革新者として知られている。,動詞は innovate、名詞は innovation。ビジネス記事で頻出。
E14241,1,5,evaporate,動詞,蒸発する、消え去る,"to change into gas, or to disappear completely",The rain evaporated quickly in the hot sun.,雨は強い日差しの中ですぐに蒸発した。,希望や利益が「消え去る」比喩でも使う。名詞は evaporation。
E14242,1,5,acacia,名詞,アカシア（樹木）,a tree with small yellow or white flowers,Tall acacia trees lined the dusty road.,背の高いアカシアの木がほこりっぽい道に並んでいた。,アフリカや豪州に多い木。発音は「アケイシャ」に近い。
E14243,1,5,aggressor,名詞,侵略者、攻撃した側,a country or person that attacks first,The report clearly named the aggressor in the conflict.,その報告は紛争でどちらが攻撃した側かを明確に示した。,aggressive（攻撃的な）の名詞形の一つ。国際政治でよく出る。
E14244,1,5,amethyst,名詞,アメシスト、紫水晶,a purple stone used in jewelry,She wore a silver ring with a small amethyst.,彼女は小さなアメシストのついた銀の指輪をしていた。,2月の誕生石。宝石名は色の説明とともに覚えるとよい。
E14245,1,5,antennae,名詞,触角、アンテナ,the feelers on an insect's head,The beetle moved its antennae slowly.,そのカブトムシは触角をゆっくり動かした。,antenna の複数形。電波の意味では antennas を使うことが多い。
E14246,1,5,berserk,形容詞,逆上した、荒れ狂った,very angry and out of control,The crowd went berserk when the power failed.,停電したとき群衆は逆上した。,go berserk（暴れ出す）の形がほとんど。古ノルド語の戦士が語源。
E14247,1,5,bovine,形容詞,牛の、牛のような,relating to cows and cattle,The disease mainly affects bovine populations.,その病気は主に牛の集団に影響する。,獣医学や農業の用語。同類に equine（馬の）canine（犬の）。
E14248,1,5,braille,名詞,点字,a system of raised dots that blind people read by touch,The museum labels are also printed in braille.,その博物館の表示は点字でも記されている。,考案者ルイ・ブライユの名から。in braille の形で使う。
E14249,1,5,candlelight,名詞,ろうそくの明かり,the soft light made by a candle,We ate dinner by candlelight during the blackout.,停電の間、私たちはろうそくの明かりで夕食をとった。,by candlelight（ろうそくの明かりで）の形で覚えるとよい。
E14250,1,5,cannibalism,名詞,人食い、共食い,the practice of eating members of your own kind,Cannibalism is rare but occurs in some insect species.,共食いはまれだが一部の昆虫では起こる。,生物学では動物の共食いを指す。人については cannibal（人食い）。
E14251,1,5,catapult,名詞,投石機、カタパルト,a machine that throws things a long way,Ancient armies used a catapult to attack the walls.,古代の軍は城壁を攻めるのに投石機を使った。,動詞では「一気に押し上げる」。catapult to fame が定番の比喩。
E14252,1,5,cervix,名詞,子宮頸部,the narrow lower part of the uterus,The test checks the health of the cervix.,その検査は子宮頸部の健康を調べる。,形容詞は cervical。医療の場面で使われる専門語。
E14253,1,5,cheery,形容詞,陽気な、快活な,happy and full of cheerful energy,She gave us a cheery wave from the window.,彼女は窓から陽気に手を振ってくれた。,cheerful とほぼ同じで、より軽くくだけた響き。
E14254,1,5,chit,名詞,伝票、小さなメモ,a short note or a small piece of paper for a record,The waiter left a chit for the drinks on the table.,ウェイターが飲み物の伝票をテーブルに置いていった。,インド英語や英国英語で多い。receipt よりくだけた紙片を指す。
E14255,1,5,cog,名詞,歯車、歯車の歯,a wheel with teeth that turns another wheel,One broken cog stopped the whole machine.,歯車が1つ壊れて機械全体が止まった。,a cog in the machine で「大組織の小さな一員」の比喩になる。
E14256,1,5,coloration,名詞,着色、体色,the natural colors and patterns of an animal or plant,The bird's bright coloration attracts mates.,その鳥の鮮やかな体色は交尾相手を引きつける。,英国つづりは colouration。生物学の説明で使う語。
E14257,1,5,connective,形容詞,結合する、つなぐ,joining parts together,Cartilage is a kind of connective tissue.,軟骨は結合組織の一種だ。,connective tissue（結合組織）が最頻出。文法では接続語の意味も。
E14258,1,5,crusty,形容詞,皮の固い、無愛想な,"having a hard outer layer, or unfriendly in manner",We bought a loaf of crusty bread at the bakery.,私たちはパン屋で皮の固いパンを1斤買った。,パンの説明に多い。人に使うと「気難しい」という意味になる。
E14259,1,5,cumin,名詞,クミン（香辛料）,a spice with a strong warm smell used in cooking,Add a teaspoon of cumin to the curry.,カレーにクミンを小さじ1杯加えてください。,カレーやメキシコ料理で使う香辛料。発音は「キューミン」に近い。
E14260,1,5,decal,名詞,転写シール、デカール,a picture that can be moved onto a surface,He put a team decal on his laptop.,彼はノートパソコンにチームのシールを貼った。,米国語。英国では transfer と言うことが多い。
E14261,1,5,deciduous,形容詞,落葉性の,losing leaves every year in autumn,Oaks and maples are deciduous trees.,オークやカエデは落葉樹だ。,反対は evergreen（常緑の）。理科の説明で出る語。
E14262,1,5,detract,動詞,価値を下げる、そこなう,to make something seem less good,One weak scene does not detract from a fine film.,弱い場面が1つあってもよい映画の価値は下がらない。,ほぼ detract from の形で使う。distract（気を散らす）と混同しない。
E14263,1,5,distillation,名詞,蒸留、抽出したもの,the process of purifying a liquid by heating it,Whisky is made by the distillation of grain.,ウイスキーは穀物の蒸留によって作られる。,比喩で「要点を煮詰めたもの」の意味にもなる。動詞は distill。
E14264,1,5,eggplant,名詞,ナス,a large purple vegetable used in cooking,She grilled slices of eggplant with olive oil.,彼女はナスの薄切りをオリーブ油で焼いた。,米国語。英国では aubergine と言う。
E14265,1,5,eucalyptus,名詞,ユーカリ,a tall tree with strong-smelling leaves,Koalas feed on eucalyptus leaves.,コアラはユーカリの葉を食べる。,豪州原産。オイルは風邪の薬や香りに使われる。
E14266,1,5,fecal,形容詞,ふんの、大便の,relating to solid waste from the body,The water test found fecal bacteria.,その水質検査でふん便由来の細菌が見つかった。,英国つづりは faecal。名詞は feces（英 faeces）。
E14267,1,5,ferret,名詞,フェレット,a small thin animal kept as a pet or used for hunting,His pet ferret slept in a wooden box.,彼のペットのフェレットは木の箱で眠っていた。,動詞 ferret out は「探り出す」。イタチの仲間。
E14268,1,5,financier,名詞,金融家、資本家,a person who lends or manages large amounts of money,A wealthy financier backed the new theater.,裕福な金融家がその新しい劇場を支援した。,finance の関連語。発音は最後にアクセントが来ることが多い。
E14269,1,5,florist,名詞,花屋、花屋の店員,a person or shop that sells flowers,I ordered a bouquet from the florist near the station.,私は駅の近くの花屋で花束を注文した。,flora（植物）と同じ語源。-ist は「その仕事の人」。
E14270,1,5,garb,名詞,服装、装い,"clothes, especially of a special kind",The guards wore traditional garb at the ceremony.,衛兵たちは式典で伝統的な装いをしていた。,かたい語で、独特の服装を指すときに使う。動詞形は garbed。
E14271,1,5,glaucoma,名詞,緑内障,an eye disease that can cause blindness,Regular checks can catch glaucoma early.,定期検診で緑内障を早く見つけられる。,眼圧が上がって視神経を傷める病気。医療記事でよく出る。
E14272,1,5,granular,形容詞,粒状の、細かい,"made of small grains, or very detailed",The report gives granular data on each region.,その報告は各地域の細かいデータを示している。,本来は「粒状の」。ビジネスでは「粒度の細かい」の意味が多い。
E14273,1,5,greenish,形容詞,緑がかった,slightly green in color,The pond water looked greenish after the rain.,雨のあと池の水は緑がかって見えた。,"-ish は「～っぽい」。reddish, bluish も同じ作り方。"
E14274,1,5,grocer,名詞,食料品店主、食料雑貨商,a person who sells food and household goods,The local grocer knows every customer by name.,その地元の食料品店主は客の名前を全部知っている。,店そのものは grocery、買い物は groceries（食料品）。
E14275,1,5,headless,形容詞,頭のない、指導者のいない,"without a head, or without a leader",The garden had a headless stone statue.,その庭には頭のない石像があった。,-less は「～がない」。組織に使うと「長のいない」の意味。
E14276,1,5,hibernation,名詞,冬眠,a long deep sleep through the winter,Bears come out of hibernation in spring.,クマは春に冬眠から出てくる。,動詞は hibernate。パソコンの「休止状態」にも使われる。
E14277,1,5,hindrance,名詞,妨げ、障害,something that makes progress difficult,Bad weather was a serious hindrance to the rescue.,悪天候が救助の大きな妨げになった。,動詞は hinder。help ではなく a hindrance という対比表現が有名。
E14278,1,5,hula,名詞,フラ（ハワイの踊り）,a traditional dance from Hawaii,She learned hula from her grandmother.,彼女は祖母からフラを習った。,hula hoop（フラフープ）はこの語から生まれた遊具の名。
E14279,1,5,immunization,名詞,予防接種、免疫付与,the act of protecting people from disease with a vaccine,The clinic offers free immunization for children.,その診療所は子どもに無料の予防接種を提供している。,英国つづりは immunisation。動詞は immunize。
E14280,1,5,implantation,名詞,移植、着床,the act of placing something inside the body,The implantation of the device took thirty minutes.,その装置の埋め込みには30分かかった。,医療で「埋め込み」や受精卵の「着床」を指す。動詞は implant。
E14281,1,5,inanimate,形容詞,生命のない、無生物の,not alive,Children often talk to inanimate objects like dolls.,子どもは人形のような無生物によく話しかける。,反対は animate（生きている）。文法説明でもよく使う語。
E14282,1,5,intermission,名詞,休憩時間、幕あい,a short break between parts of a play or concert,We bought drinks during the intermission.,私たちは休憩時間に飲み物を買った。,米国語。英国では interval を使うことが多い。
E14283,1,5,irreplaceable,形容詞,かけがえのない,too special or valuable to be replaced,These old photographs are irreplaceable.,これらの古い写真はかけがえのないものだ。,ir- + replace + -able。人にも物にも使える強い褒め言葉。
E14284,1,5,landline,名詞,固定電話,"a telephone connected by a wire, not a mobile",Please call my landline if the signal is weak.,電波が弱いときは私の固定電話にかけてください。,携帯 mobile phone と対比して使う語。近年は使用が減っている。
E14285,1,5,legislate,動詞,法律を制定する,to make laws about something,Parliament moved to legislate against unsafe products.,議会は危険な製品を規制する法律を作ろうとした。,名詞は legislation（法律）。legislature は「立法府」。
E14286,1,5,lingo,名詞,専門用語、業界言葉,the special words used by a particular group,Legal lingo can be hard for ordinary readers.,法律の専門用語は一般の読者には難しい。,くだけた語。jargon とほぼ同じ意味で、外国語を指すこともある。
E14287,1,5,matron,名詞,寮母、看護婦長,a woman in charge of a hospital ward or a school house,The matron checked on the students each night.,寮母は毎晩、生徒たちの様子を見に来た。,英国的な語。年配で威厳のある女性を指す使い方もある。
E14288,1,5,meaty,形容詞,肉の多い、中身の濃い,"full of meat, or full of interesting content",The article was short but meaty.,その記事は短いが中身が濃かった。,料理の話と「内容が充実した」の比喩の両方で使う。
E14289,1,5,mouthful,名詞,一口、言いにくい長い言葉,the amount you can put in your mouth at one time,He took a mouthful of soup and smiled.,彼はスープを一口飲んでほほえんだ。,長くて言いにくい名前を That's a mouthful と言うこともある。
E14290,1,5,mutton,名詞,羊肉、マトン,the meat of an adult sheep,The stew was made with mutton and potatoes.,そのシチューは羊肉とジャガイモで作られていた。,子羊の肉は lamb。牛は beef、豚は pork と同じ仲間の語。
E14291,1,5,numeric,形容詞,数字の、数値の,expressed in numbers,Enter your ID using the numeric keypad.,数字キーを使ってIDを入力してください。,numerical とほぼ同じ。IT では numeric が使われやすい。
E14292,1,5,orc,名詞,オーク（怪物）,an ugly imaginary creature in fantasy stories,The hero fought an orc at the gate.,その英雄は門でオークと戦った。,ファンタジー小説やゲームで定番の怪物。海獣 orca とは別語。
E14293,1,5,outfielder,名詞,外野手,a baseball player who stands far from the batter,The outfielder caught the ball near the wall.,外野手は壁の近くでその球を捕った。,野球用語。内野手は infielder、外野は outfield。
E14294,1,5,overtook,動詞,追い越した、突然襲った,"past tense of overtake, meaning to pass or come upon",The truck overtook us on the long hill.,そのトラックは長い坂で私たちを追い越した。,overtake の過去形。過去分詞は overtaken。感情が「襲う」意味もある。
E14295,1,5,pepperoni,名詞,ペパロニ（サラミ）,a spicy sausage often put on pizza,We ordered a large pepperoni pizza.,私たちはペパロニピザのLサイズを注文した。,イタリア語由来だが米国生まれの食品。pepper（こしょう）と関係する。
E14296,1,5,pitchfork,名詞,干し草用のフォーク、熊手,a farm tool with long points for lifting hay,The farmer lifted the hay with a pitchfork.,農夫は干し草を熊手で持ち上げた。,pitch（投げる）+ fork。農村の絵によく描かれる道具。
E14297,1,5,pox,名詞,発疹性の病気、痘,a disease that causes spots on the skin,Chicken pox spreads quickly among young children.,水ぼうそうは幼い子どもの間で急速に広がる。,chicken pox や smallpox の形で使われることがほとんど。
E14298,1,5,progesterone,名詞,プロゲステロン（黄体ホルモン）,a hormone in women's bodies linked to pregnancy,The doctor measured her progesterone levels.,医師は彼女のプロゲステロンの値を測った。,医学用語。estrogen と並んで語られることが多い。
E14299,1,5,puritan,名詞,厳格な人、清教徒,someone with very strict moral rules,He was a puritan about honesty at work.,彼は職場での誠実さについて厳格な人だった。,大文字の Puritan は歴史上の清教徒。形容詞は puritanical。
E14300,1,5,rabble,名詞,群衆、やじ馬,a noisy crowd of people,A rabble gathered outside the courthouse.,裁判所の外に騒がしい群衆が集まった。,見下した響きがある語。rabble-rouser は「扇動者」。
E14301,1,5,resistor,名詞,抵抗器,an electrical part that reduces the flow of current,He replaced a burnt resistor on the circuit board.,彼は基板上の焼けた抵抗器を交換した。,resist（抵抗する）+ -or。電気の resistance（抵抗）と合わせて覚える。
E14302,1,5,rhapsody,名詞,狂詩曲、熱狂的な賛美,"a piece of music with a free form, or excited praise",The orchestra ended with a lively rhapsody.,楽団は生き生きとした狂詩曲で締めくくった。,音楽用語。go into rhapsodies about で「べた褒めする」。
E14303,1,5,ruddy,形容詞,赤みを帯びた、血色のよい,having a healthy red color,The farmer had a ruddy face from working outdoors.,その農夫は屋外の仕事で血色のよい顔をしていた。,主に顔色に使う。健康そうな赤みを表す古風な語。
E14304,1,5,rune,名詞,ルーン文字,a letter from an old northern European alphabet,The stone was covered with ancient runes.,その石は古代のルーン文字で覆われていた。,北欧の古い文字。形容詞 runic とセットで歴史の話に出る。
E14305,1,5,saucepan,名詞,片手鍋、ソースパン,a deep round pot with a long handle for cooking,Heat the milk in a small saucepan.,小さな片手鍋で牛乳を温めてください。,sauce + pan。深くて柄のついた鍋。浅いものは frying pan。
E14306,1,5,schism,名詞,分裂、分派,a serious split in a group or church,The dispute caused a schism within the party.,その論争は党内の分裂を招いた。,sch は「スキ」と読む。宗教や政治の深刻な分裂に使う。
E14307,1,5,seer,名詞,予言者、先見者,a person who can see what will happen in the future,The king asked a seer about the coming war.,王は来たる戦争について予言者に尋ねた。,see（見る）から。prophet に近いが、より物語的な語。
E14308,1,5,sepsis,名詞,敗血症,a dangerous reaction of the body to infection,The patient developed sepsis after surgery.,その患者は手術後に敗血症を発症した。,医学用語。形容詞は septic。命に関わる重い状態を指す。
E14309,1,5,sharpness,名詞,鋭さ、鮮明さ,the quality of being sharp or clear,This lens gives excellent sharpness at the edges.,このレンズは端まで優れた鮮明さを出す。,刃物の切れ味、画像の鮮明さ、言葉のきつさすべてに使える。
E14310,1,5,smitten,形容詞,ほれ込んだ、心を奪われた,strongly attracted to someone or something,He was smitten with her from the first day.,彼は初日から彼女に心を奪われていた。,smite（打つ）の過去分詞から。be smitten with の形で使う。
E14311,1,5,snappy,形容詞,きびきびした、しゃれた,"quick and lively, or neat and stylish",The ad used a snappy phrase that people remembered.,その広告は人々の記憶に残るきびきびした一節を使った。,Make it snappy.（急いで）という命令表現も覚えておくとよい。
E14312,1,5,snort,動詞,鼻を鳴らす,to make a loud noise through the nose,He snorted with laughter at the joke.,彼はその冗談に鼻を鳴らして笑った。,馬などの動物にも人にも使う。軽蔑や笑いを表すことが多い。
E14313,1,5,solitaire,名詞,ソリティア、ひとり遊びのカード,a card game played by one person,She plays solitaire on her phone during breaks.,彼女は休憩中に携帯でソリティアをする。,solitary（ひとりの）と同語源。一粒の宝石の意味もある。
E14314,1,5,sportsmanship,名詞,スポーツマンシップ,fair and generous behavior in sport,The losing team showed great sportsmanship.,負けたチームは立派なスポーツマンシップを見せた。,勝敗にかかわらず相手を敬う態度。good sportsmanship が定番。
E14315,1,5,sweetened,形容詞,甘くした、加糖の,made sweet by adding sugar,Choose unsweetened tea instead of sweetened drinks.,加糖飲料ではなく無糖のお茶を選びましょう。,反対は unsweetened。食品表示でよく見る語。
E14316,1,5,typography,名詞,字体の配置、タイポグラフィ,the style and arrangement of printed letters,Good typography makes a page easy to read.,よい字体の配置はページを読みやすくする。,type（活字）+ graphy。デザインの分野で必須の語。
