登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E27810,1,10,brief,形容詞,短い、簡潔な,"lasting only a short time, or using only a few words",The professor gave a brief overview of plate tectonics before starting the main lecture.,教授は本題の講義に入る前に、プレートテクトニクスの短い概観を述べた。,時間の短さにも言葉数の少なさにも使う。名詞では「概要」、in brief は「要するに」の意味になる。
E27811,1,10,conduct,動詞,行う、実施する,to organize and carry out an activity such as a study or experiment,Researchers conducted a series of experiments to test how memory changes with age.,研究者たちは、記憶が年齢とともにどう変化するかを調べる一連の実験を行った。,conduct a study / survey / experiment の形で学術文に頻出する。名詞では発音が変わり「行動」の意味になる。
E27812,1,10,decade,名詞,十年間,a period of ten years,Average global temperatures have risen steadily over the past three decades.,世界の平均気温は過去三十年にわたって着実に上昇している。,over the past few decades の形でデータの傾向を述べるときによく使う。century（百年）と混同しないこと。
E27813,1,10,destroy,動詞,破壊する、絶滅させる,to damage something so badly that it no longer exists,The eruption destroyed nearly every plant community on the island within a few hours.,その噴火は、数時間のうちに島のほぼすべての植物群落を破壊した。,damage が部分的な損傷を指すのに対し、destroy は元に戻らないほどの破壊を指す。名詞形は destruction。
E27814,1,10,external,形容詞,外部の、外側の,coming from or existing on the outside of something,Economists argue that external factors such as trade policy shaped the region's growth.,経済学者たちは、貿易政策のような外部要因がその地域の成長を形づくったと論じている。,反意語は internal。external factors（外部要因）や external environment の形で論文によく現れる。
E27815,1,10,for one thing,熟語,一つには、まず第一に,used to introduce the first of several reasons,"For one thing, the fossil record for that period is extremely incomplete.",一つには、その時代の化石記録が極めて不完全だということがある。,理由を並べる最初の一つを示す表現で、for another が続くことが多い。文頭で使うのが普通。
E27816,1,10,immediate,形容詞,即座の、直接の,"happening or done at once, without any delay",The immediate effect of the drug was a sharp drop in blood pressure.,その薬の即座の効果は、血圧の急激な低下だった。,「時間的にすぐ」の意味のほか、immediate cause（直接的な原因）のように「間に何も挟まない」意味でも使う。
E27817,1,10,license,名詞,免許、許可証,an official document that gives permission to do or own something,Each research team must obtain a license before collecting samples in the protected forest.,各研究チームは、保護林で試料を採取する前に許可証を取得しなければならない。,英国式つづりでは名詞が licence、動詞が license となる。動詞では「許可を与える」の意味。
E27818,1,10,principal,形容詞,主要な、第一の,most important among several things of the same kind,The principal cause of the decline was habitat loss rather than hunting.,その減少の主要な原因は狩猟ではなく生息地の喪失だった。,同音の principle（原理、原則）と混同しやすいので注意。名詞では「校長、学長」の意味になる。
E27819,1,10,recognize,動詞,認識する、認める,to know what something is because you have seen it before,Infants can recognize their mother's voice within the first few days of life.,乳児は生後数日のうちに母親の声を聞き分けることができる。,「見分ける」の意味のほか、be recognized as で「～として認められる」となる。名詞形は recognition。
E27820,1,10,regularly,副詞,定期的に、規則正しく,at fixed times or with equal spaces between events,The volcano has erupted regularly at intervals of about forty years.,その火山はおよそ四十年の間隔で定期的に噴火してきた。,「頻繁に」ではなく「一定の間隔で」が核心。形容詞 regular、反意語は irregularly。
