登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E16601,1,6,power through,句動詞,やり抜く、押し切って終える,to finish something hard without stopping,She powered through the report despite a bad headache.,彼女はひどい頭痛にもかかわらず報告書を一気に書き上げた。,power（力）を動詞に使った言い方。つらい作業を気力で終わらせる場面で使う。
E16602,1,6,stop off,句動詞,途中で立ち寄る,to visit a place briefly on the way somewhere,We stopped off at a bakery on the way home.,私たちは帰り道にパン屋へ立ち寄った。,目的地の途中で短く寄る意味。stop by は「ちょっと訪ねる」で経路の含みが薄い。
E16603,1,6,call up,句動詞,電話をかける、召集する,to telephone someone or order them to join,He called up his old teacher after twenty years.,彼は二十年ぶりに恩師に電話をかけた。,軍隊に「召集する」、記憶やデータを「呼び出す」の意味もある。
E16604,1,6,go head to head,慣用句,真っ向から張り合う,to compete directly against someone,The two airlines go head to head on that route.,その二社の航空会社はその路線で真っ向から競い合っている。,動物が頭を突き合わせる姿から。with を続けて相手を示すことが多い。
E16605,1,6,on call,熟語,待機中で、呼び出しに応じられる,ready to work if you are needed,The doctor is on call every other weekend.,その医師は隔週の週末に待機勤務をしている。,医師や技術者の勤務でよく使う。名詞的に on-call duty とも書く。
E16606,1,6,go too far,慣用句,やりすぎる、度を越す,to behave beyond what is acceptable,The joke went too far and upset several guests.,その冗談は度を越して何人かの客を怒らせた。,許される線を越える意味。go far だけなら「成功する」で意味が違う。
E16607,1,6,side with,句動詞,味方する、支持する,to support one person or group in a dispute,The court sided with the tenants in the dispute.,裁判所はその争いで借家人の側についた。,side（側）を動詞に使う。反対は side against や oppose。
E16608,1,6,try on,句動詞,試着する,to put on clothes to see if they fit,She asked to try on the jacket in a larger size.,彼女はもう一つ大きいサイズの上着を試着したいと言った。,服・靴・帽子に使う。try out は「性能を試す・選考を受ける」で別物。
E16609,1,6,by far,熟語,はるかに、断然,by a very large amount,This is by far the cheapest option we found.,これは私たちが見つけた中で断然いちばん安い選択肢だ。,最上級や比較級を強める副詞句。文末に置くこともできる。
E16610,1,6,on the job,熟語,勤務中で、実地で,"while working, or during work hours",He learned most of his skills on the job.,彼は技能のほとんどを実際の仕事の中で身につけた。,on-the-job training（実地研修）の形で人事の文書によく出る。
E16611,1,6,run high,慣用句,（感情が）高ぶる,"if feelings run high, people are very excited or angry",Tempers ran high at the shareholders meeting.,株主総会では感情が高ぶっていた。,"主語は tempers, emotions, feelings など。水位が上がる比喩から。"
E16612,1,6,run the show,慣用句,取り仕切る、牛耳る,to be the person in control of something,"Officially she is an adviser, but she runs the show.",表向きは顧問だが、実際は彼女が取り仕切っている。,肩書きより実権を強調する口語。call the shots も似た意味。
E16613,1,6,in order to,熟語,～するために,for the purpose of doing something,He took a second job in order to pay the loan.,彼はローンを返すために二つ目の仕事に就いた。,後ろは動詞の原形。名詞を続けるときは in order for A to do の形。
E16614,1,6,on the run,慣用句,逃走中で、追われて,hiding or escaping from the police,The suspect has been on the run for three weeks.,容疑者は三週間逃走を続けている。,「大忙しで」の意味もある。前者は警察に追われる場面で頻出。
E16615,1,6,out of season,熟語,季節外れで、旬を外れて,not available or not popular at this time of year,Strawberries are expensive when they are out of season.,イチゴは季節外れのときは高い。,食材にも観光地にも使う。反対は in season（旬の・シーズン中の）。
E16616,1,6,black out,句動詞,意識を失う、停電する,"to lose consciousness, or to lose electric power",He blacked out for a few seconds after the fall.,彼は転倒したあと数秒間意識を失った。,報道を「差し止める」意味もある。名詞は blackout と一語で書く。
E16617,1,6,put two and two together,慣用句,状況から察する、推理する,to guess the truth from the facts you have,She put two and two together and guessed the news.,彼女は状況から察してその知らせを言い当てた。,2＋2＝4のように事実をつなげる比喩。長いが日常会話でよく使う。
E16618,1,6,in black and white,慣用句,文書の形で、はっきりと,"written down clearly, or in simple opposite terms",I want the terms in black and white before I sign.,署名する前に条件を書面ではっきりさせてほしい。,白い紙に黒い字から。「善悪を単純に分ける」考え方も指す。
E16619,1,6,in the black,慣用句,黒字で,making a profit,The company has been in the black for two years.,その会社は二年間黒字を続けている。,帳簿に黒インクで記した名残。赤字は in the red。
E16620,1,6,in the face of,熟語,～に直面して、～にもかかわらず,when dealing with something difficult,They stayed calm in the face of heavy criticism.,彼らは激しい批判に直面しても冷静だった。,困難や危険を目の前にする場面で使う。書き言葉で特によく出る。
E16621,1,6,on the face of it,慣用句,一見したところ,judging only from what can be seen at first,"On the face of it, the offer looks generous.",一見したところ、その申し出は気前がよく見える。,「実際は違うかもしれない」という含みを持つ前置きの表現。
E16622,1,6,by all means,熟語,ぜひどうぞ、もちろん,"certainly, used to give permission willingly","By all means, take the last piece of cake.",どうぞ遠慮なく最後のケーキを取ってください。,許可を快く与える返事。「あらゆる手段で」の直訳的な用法もある。
E16623,1,6,by no means,熟語,決して～ない,"not at all, in no way",The result is by no means certain at this stage.,現段階でその結果は決して確実ではない。,強い否定。文頭に置くと The result is not... のように倒置が起きる。
E16624,1,6,on course,熟語,順調に進んで、進路通りで,"likely to achieve something, or moving the right way",The project is on course to finish in March.,その計画は三月に終わる見通しで順調だ。,船や飛行機の針路から。反対は off course（進路を外れて）。
E16625,1,6,a means to an end,慣用句,目的のための手段,something done only to achieve something else,For him the job was just a means to an end.,彼にとってその仕事は目的のための手段にすぎなかった。,means は単複同形。「それ自体に価値はない」という含みがある。
E16626,1,6,blurb,名詞,宣伝文、推薦文,a short piece of praise written to advertise a book,The blurb on the back cover sold me the novel.,裏表紙の宣伝文につられてその小説を買った。,本の帯やカバーの短い紹介文。製品や講演の紹介にも広く使う。
E16627,1,6,bonsai,名詞,盆栽,the art of growing very small trees in pots,He keeps a row of bonsai on the balcony.,彼はベランダに盆栽を並べて育てている。,日本語から入った語。複数形も bonsai のままでよい。
E16628,1,6,boyish,形容詞,少年のような、あどけない,looking or behaving like a young boy,He still has a boyish grin at fifty.,彼は五十歳になっても少年のような笑顔をしている。,褒め言葉にも「幼い」という批評にもなる。女性には girlish を使う。
E16629,1,6,buckwheat,名詞,そば、そばの実,a plant with seeds used to make flour,These noodles are made from buckwheat flour.,この麺はそば粉から作られている。,wheat（小麦）と付くが小麦とは別の植物。そばは buckwheat noodles。
E16630,1,6,bushel,名詞,ブッシェル、（穀物の）かご一杯,a unit for measuring grain and fruit,The farmer sold two hundred bushels of corn.,その農家はトウモロコシを二百ブッシェル売った。,米国で約35リットル。穀物相場のニュースで単位として出てくる。
E16631,1,6,buttercup,名詞,キンポウゲ,a small wild plant with shiny yellow flowers,The meadow was covered with yellow buttercups.,牧草地は黄色いキンポウゲで覆われていた。,butter（バター）のような黄色い杯形の花から。呼びかけの愛称にも使う。
E16632,1,6,candlestick,名詞,燭台、ろうそく立て,a holder for one or more candles,A silver candlestick stood on the dining table.,銀の燭台が食卓の上に置かれていた。,candle＋stick。株価チャートの「ローソク足」も candlestick chart。
E16633,1,6,carcinogenic,形容詞,発がん性の,able to cause cancer,The report listed the chemical as carcinogenic.,その報告書はその化学物質を発がん性ありと記載した。,carcinoma（がん腫）から。名詞形の carcinogen は「発がん物質」。
E16634,1,6,cation,名詞,陽イオン、カチオン,an ion with a positive electric charge,Sodium forms a cation in the solution.,ナトリウムは溶液中で陽イオンになる。,化学用語で「キャット・アイオン」と二音節に切って読む。陰イオンは anion。
E16635,1,6,centaur,名詞,ケンタウロス、半人半馬,"a creature in Greek myth, half man and half horse",The painting shows a centaur drawing a bow.,その絵には弓を引くケンタウロスが描かれている。,ギリシャ神話の生き物。星座のケンタウルス座も Centaurus。
E16636,1,6,centipede,名詞,ムカデ,a long thin creature with many pairs of legs,A centipede crawled out from under the log.,丸太の下からムカデがはい出してきた。,centi-（百）＋pede（足）。似た形の millipede は「ヤスデ」。
E16637,1,6,chiffon,名詞,シフォン、薄絹,a very thin light cloth used for dresses,She wore a pale blue chiffon scarf.,彼女は淡い青のシフォンのスカーフをしていた。,フランス語由来で最後の n は軽く発音。chiffon cake は軽い食感から。
E16638,1,6,chloroform,名詞,クロロホルム,a strong liquid chemical once used to cause sleep,Chloroform was used as an anesthetic in the past.,クロロホルムはかつて麻酔薬として使われた。,現在は毒性のため医療では使わない。実験室の溶媒として登場する。
E16639,1,6,concoct,動詞,調合する、でっち上げる,"to make something by mixing parts, or to invent a story",He concocted an excuse for arriving so late.,彼はひどく遅れた言い訳をでっち上げた。,料理や薬を「混ぜて作る」が原義。話をこしらえる比喩でよく使う。
E16640,1,6,cottonwood,名詞,ハコヤナギ、アメリカヤマナラシ,a tall North American tree with light seeds,Cottonwoods line the bank of the river.,ハコヤナギが川岸に並んでいる。,綿のような白い綿毛の種を飛ばすことから。北米の風景描写で頻出。
E16641,1,6,crankshaft,名詞,クランクシャフト、曲軸,the part of an engine that turns motion into rotation,The mechanic found a crack in the crankshaft.,整備士はクランクシャフトにひびを見つけた。,ピストンの上下運動を回転に変える軸。自動車整備の基本用語。
E16642,1,6,crossbar,名詞,クロスバー、横木,a bar fixed across two posts,His shot hit the crossbar and bounced out.,彼のシュートはクロスバーに当たって跳ね返った。,サッカーのゴールや自転車のフレームの横棒を指す。
E16643,1,6,demarcation,名詞,境界画定、区分け,the act of setting a border or clear limit,The treaty settled the demarcation of the border.,その条約は国境の画定を取り決めた。,国境線や職務の線引きに使う。demarcation line は「境界線」。
E16644,1,6,desalination,名詞,淡水化、脱塩,the process of removing salt from sea water,The city built a desalination plant last year.,その市は昨年、海水淡水化施設を建てた。,de-（取り除く）＋saline（塩の）。水不足の報道でよく出る語。
E16645,1,6,discernment,名詞,識別力、洞察力,the ability to judge people or things well,Choosing the right partner requires real discernment.,適切な相手を選ぶには本物の見識が要る。,動詞 discern（見分ける）の名詞。ものの良し悪しを見抜く力を指す。
E16646,1,6,dislodge,動詞,取り除く、追い出す,to force something out of its fixed position,He used a stick to dislodge the ball from the gutter.,彼は棒を使って雨どいからボールを取り出した。,lodge（はまり込む）に dis- が付いた形。地位から「追い落とす」にも使う。
E16647,1,6,dismember,動詞,ばらばらにする、分割する,"to cut a body apart, or to divide a country",The empire was dismembered after the war.,その帝国は戦後にばらばらに分割された。,member は「手足・構成部分」の意。国家や組織の解体にも使う。
E16648,1,6,disrepair,名詞,荒廃、破損したままの状態,a bad condition caused by lack of care,The old bridge has fallen into disrepair.,その古い橋は荒れるにまかせた状態になっている。,ほぼ fall into disrepair の形で使う。repair（修理）に dis- が付いた語。
E16649,1,6,doorman,名詞,ドアマン、玄関番,a man whose job is to watch the door of a building,The doorman called a taxi for the guests.,ドアマンが客のためにタクシーを呼んだ。,ホテルや高級マンションの入口係。複数形は doormen。
E16650,1,6,ewe,名詞,雌の羊,a female sheep,The ewe gave birth to twin lambs.,その雌羊は双子の子羊を産んだ。,発音は you と同じ。雄羊は ram、子羊は lamb。
E16651,1,6,exuberance,名詞,あふれる元気、豊かさ,"great energy and happiness, or rich growth",The team celebrated with youthful exuberance.,そのチームは若々しい活気で勝利を祝った。,形容詞は exuberant。植物が生い茂る様子にも使える。
E16652,1,6,eyeglass,名詞,片眼鏡、接眼レンズ,a single lens used to help one eye see,The jeweler held an eyeglass to inspect the stone.,宝石商は石を調べるために片眼鏡を当てた。,複数形の eyeglasses なら米語で「めがね」。単数だと片眼用を指す。
E16653,1,6,familiarize,動詞,慣れさせる、精通させる,to make someone know something well,Please familiarize yourself with the safety rules.,安全規則をよく理解しておいてください。,familiarize oneself with の形が定番。英国つづりは familiarise。
E16654,1,6,ferrous,形容詞,鉄の、鉄を含む,containing or relating to iron,Ferrous metals rust when left in the rain.,鉄を含む金属は雨ざらしにするとさびる。,ラテン語 ferrum（鉄）から。鉄以外の金属は non-ferrous という。
E16655,1,6,feta,名詞,フェタチーズ,a white salty cheese from Greece,The salad was topped with feta and olives.,そのサラダにはフェタチーズとオリーブがのっていた。,ギリシャの塩水漬けチーズ。名詞として数えないのが普通。
E16656,1,6,granule,名詞,粒、顆粒,a small hard piece of something,Add the coffee granules to hot water.,コーヒーの顆粒を湯に入れてください。,grain（穀粒）の縮小形。形容詞 granular は「粒状の・細かい」。
E16657,1,6,guarantor,名詞,保証人,a person who promises to pay if someone cannot,The landlord asked for a guarantor on the lease.,家主は賃貸契約に保証人を求めた。,法律・金融の語。動詞は guarantee で、つづりの違いに注意。
E16658,1,6,herbaceous,形容詞,草本の、草質の,"relating to plants with soft stems, not wood",The garden has a long herbaceous border.,その庭には草花の細長い花壇がある。,植物学の語で、木質でない植物を指す。h は発音してもしなくてもよい。
