登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E03101,1,1,worship,名詞,崇拝,religious respect,Do not worship the framework.,その枠組みを崇めないこと。,動詞でも「崇める」。
E03102,1,1,wound,名詞,傷,an injury to the body,The wound healed slowly.,その傷はゆっくり癒えた。,wind（巻く）の過去形と同綴りで発音が違う。
E03103,1,1,wreck,名詞,残骸、難破,something destroyed,The build was a wreck.,その組み立ては散々だった。,動詞でも「壊す」。
E03104,1,1,yield,名詞,収量、利回り,the amount produced,The yield dropped this quarter.,今期は収量が落ちた。,動詞では「産む、譲る」。
E03105,1,1,absolute,形容詞,絶対の,complete and total,Use an absolute path here.,ここは絶対の経路を使う。,反対は relative。
E03106,1,1,abundant,形容詞,豊富な,existing in large amounts,Examples are abundant.,例は豊富にある。,名詞は abundance。
E03107,1,1,adjacent,形容詞,隣接した,next to,The two rows are adjacent.,その2行は隣り合っている。,adjacent to の形。
E03108,1,1,alien,形容詞,異質の、外国の,strange or foreign,That syntax feels alien.,その書き方は異質に感じる。,名詞では「外国人、宇宙人」。
E03109,1,1,alike,形容詞,似ている,similar,The two logs look alike.,その2つの記録は似て見える。,名詞の前には置けない。
E03110,1,1,alternate,形容詞,交互の、代わりの,every other one,Shade alternate rows.,一行おきに色を付ける。,動詞では「交互に起こる」。
E03111,1,1,annoying,形容詞,うっとうしい,causing slight anger,That popup is annoying.,その飛び出す窓はうっとうしい。,動詞は annoy。
E03112,1,1,anxious,形容詞,不安な、切望して,worried or eager,I'm anxious about the release.,公開が心配だ。,名詞は anxiety。
E03113,1,1,artificial,形容詞,人工の,made by people,This is artificial data.,これは人工の資料だ。,反対は natural。
E03114,1,1,authentic,形容詞,本物の,genuine,The certificate is authentic.,その証明書は本物だ。,名詞は authenticity。
E03115,1,1,bare,形容詞,むき出しの、最小限の,not covered,The bare minimum is enough.,最低限で十分だ。,bear（熊、耐える）と同音。
E03116,1,1,bitter,形容詞,苦い、つらい,sharp in taste or feeling,It was a bitter lesson.,それは苦い教訓だった。,反対は sweet。
E03117,1,1,blank,形容詞,空白の,with nothing written,Leave the field blank.,その欄は空のままにする。,名詞でも「空白」。
E03118,1,1,bored,形容詞,退屈した,tired of something dull,Users get bored of long forms.,利用者は長い用紙に飽きる。,boring は「（物が）退屈な」。
E03119,1,1,brave,形容詞,勇敢な,not afraid,It was a brave decision.,それは勇気ある決定だった。,名詞は bravery。
E03120,1,1,brilliant,形容詞,見事な、輝く,very clever or bright,That is a brilliant idea.,それは見事な考えだ。,英式では「すごくいい」の意味で多用。
E03121,1,1,brutal,形容詞,容赦のない,harsh and cruel,The deadline was brutal.,その締切は容赦なかった。,副詞は brutally。
E03122,1,1,cheerful,形容詞,陽気な,happy and positive,She stayed cheerful all day.,彼女は一日中明るかった。,名詞は cheer。
E03123,1,1,chronic,形容詞,慢性の,lasting a long time,This is a chronic problem.,これは慢性的な問題だ。,反対は acute（急性の）。
E03124,1,1,civil,形容詞,市民の、丁重な,of citizens or polite,Keep the discussion civil.,議論は礼を保つ。,civil war は「内戦」。
E03125,1,1,compact,形容詞,小型の、密な,small and neat,The layout is compact.,その配置は詰まっている。,動詞では「押し固める」。
E03126,1,1,compatible,形容詞,互換性のある,able to work together,This is not compatible with v1.,これは第1版と互換性がない。,名詞は compatibility。
E03127,1,1,competent,形容詞,有能な,able to do a job well,She is a competent reviewer.,彼女は有能な見直し役だ。,名詞は competence。
E03128,1,1,conscious,形容詞,意識している,aware,Be conscious of the cost.,費用を意識すること。,反対は unconscious。
E03129,1,1,conservative,形容詞,保守的な、控えめな,cautious about change,Use a conservative estimate.,控えめな見積りを使う。,政治では「保守の」。
E03130,1,1,continuous,形容詞,連続的な,without a break,Continuous testing is the goal.,絶え間ない試験が目標だ。,continual は「たびたびの」で少し違う。
E03131,1,1,costly,形容詞,費用のかかる,expensive,That mistake was costly.,その誤りは高くついた。,-ly だが形容詞。
E03132,1,1,crude,形容詞,粗い、未加工の,rough or unrefined,It is a crude but working fix.,粗いが動く直しだ。,crude oil は「原油」。
E03133,1,1,cruel,形容詞,残酷な,causing pain deliberately,That timing was cruel.,その時機は酷だった。,名詞は cruelty。
E03134,1,1,curious,形容詞,好奇心の強い、奇妙な,wanting to know or strange,I'm curious about the cause.,原因が気になる。,名詞は curiosity。
E03135,1,1,deliberate,形容詞,意図的な、慎重な,done on purpose,That was a deliberate choice.,それは意図した選択だ。,動詞では「熟考する」で発音が変わる。
E03136,1,1,desperate,形容詞,必死の、絶望的な,having little hope,We were desperate for logs.,記録がのどから手が出るほど欲しかった。,名詞は desperation。
E03137,1,1,diverse,形容詞,多様な,of many kinds,The team is diverse.,その班は多様だ。,名詞は diversity。
E03138,1,1,dramatic,形容詞,劇的な,sudden and noticeable,There was a dramatic drop.,劇的な落ち込みがあった。,副詞は dramatically。
E03139,1,1,eager,形容詞,熱心な,very interested,He is eager to help.,彼はぜひ手伝いたいと言っている。,eager to do の形。
E03140,1,1,elderly,形容詞,年配の,old,Elderly users need larger text.,年配の利用者には大きな文字が要る。,old より丁寧な言い方。
E03141,1,1,enormous,形容詞,巨大な,very large,The log file is enormous.,その記録ファイルは巨大だ。,副詞は enormously。
E03142,1,1,entire,形容詞,全体の,whole,The entire folder was lost.,フォルダ全体が失われた。,副詞は entirely。
E03143,1,1,eternal,形容詞,永遠の,lasting forever,There is no eternal fix.,永遠に効く直しはない。,名詞は eternity。
E03144,1,1,exact,形容詞,正確な,completely correct,Give the exact number.,正確な数を出す。,副詞は exactly。
E03145,1,1,exclusive,形容詞,排他的な、独占の,not shared,This lock is exclusive.,この錠は排他的だ。,反対は inclusive。
E03146,1,1,expensive,形容詞,高価な,costing a lot,That option is expensive.,その案は高くつく。,反対は cheap / inexpensive。
E03147,1,1,external,形容詞,外部の,on the outside,The link points to an external site.,その参照先は外部だ。,反対は internal。
E03148,1,1,internal,形容詞,内部の,on the inside,This is an internal document.,これは社内文書だ。,反対は external。
E03149,1,1,faint,形容詞,かすかな,weak or hard to see,There is a faint line here.,ここにかすかな線がある。,動詞では「気を失う」。
E03150,1,1,fierce,形容詞,激しい,very strong or violent,Competition is fierce.,競争は激しい。,副詞は fiercely。
E03151,1,1,filthy,形容詞,とても汚い,very dirty,The keyboard was filthy.,その鍵盤はひどく汚れていた。,名詞は filth。
E03152,1,1,formal,形容詞,正式な、堅い,official or serious,Send a formal request.,正式に依頼を出す。,反対は informal。
E03153,1,1,fortunate,形容詞,幸運な,lucky,We were fortunate to catch it.,気づけたのは幸運だった。,副詞は fortunately。
E03154,1,1,frozen,形容詞,凍った、固まった,turned to ice or stopped,The screen is frozen.,画面が固まっている。,動詞 freeze の過去分詞。
E03155,1,1,furious,形容詞,激怒した,very angry,The client was furious.,先方は激怒していた。,名詞は fury。
E03156,1,1,genuine,形容詞,本物の,real,That is a genuine concern.,それはもっともな懸念だ。,authentic とほぼ同じ。
E03157,1,1,gigantic,形容詞,巨大な,extremely large,The table is gigantic.,その表は巨大だ。,giant の形容詞形。
E03158,1,1,gorgeous,形容詞,とても美しい,very beautiful,The chart looks gorgeous.,その図は見事だ。,口語でよく使う。
E03159,1,1,grateful,形容詞,感謝している,thankful,I'm grateful for the help.,手伝いに感謝します。,名詞は gratitude。
E03160,1,1,guilty,形容詞,有罪の、後ろめたい,having done wrong,I feel guilty about the shortcut.,近道をしたのが後ろめたい。,名詞は guilt。
E03161,1,1,healthy,形容詞,健康な、健全な,in good condition,The repo is in a healthy state.,その保管所は健全な状態だ。,名詞は health。
E03162,1,1,hostile,形容詞,敵対的な,unfriendly,The takeover was hostile.,その買収は敵対的だった。,名詞は hostility。
E03163,1,1,humble,形容詞,謙虚な、質素な,not proud,Stay humble about estimates.,見積りには謙虚でいること。,名詞は humility。
E03164,1,1,ideal,形容詞,理想的な,perfect for a purpose,This is not an ideal fix.,これは理想的な直しではない。,名詞でも「理想」。
E03165,1,1,illegal,形容詞,違法の,against the law,That copy would be illegal.,その複製は違法になる。,反対は legal。
E03166,1,1,immediate,形容詞,即座の,happening at once,We need an immediate answer.,即答が必要だ。,副詞は immediately。
E03167,1,1,immense,形容詞,巨大な,extremely large,The gain was immense.,その改善は計り知れない。,副詞は immensely。
E03168,1,1,impressive,形容詞,印象的な,causing admiration,That is an impressive number.,それは目を引く数字だ。,動詞は impress。
E03169,1,1,inadequate,形容詞,不十分な,not enough,The test coverage is inadequate.,試験の網羅は不十分だ。,反対は adequate。
E03170,1,1,incredible,形容詞,信じがたい、すごい,hard to believe,The speed gain is incredible.,その速さの改善は信じがたい。,副詞は incredibly。
E03171,1,1,inevitable,形容詞,避けられない,certain to happen,Some rework is inevitable.,手戻りはある程度避けられない。,副詞は inevitably。
E03172,1,1,inferior,形容詞,劣った,not as good,The copy is inferior.,その複製は質が落ちる。,反対は superior。
E03173,1,1,innocent,形容詞,無実の、無邪気な,not guilty,The library is innocent here.,この件でその部品に罪はない。,名詞は innocence。
E03174,1,1,intelligent,形容詞,知的な,able to learn and understand,That is an intelligent default.,それは気の利いた既定だ。,名詞は intelligence。
E03175,1,1,intermediate,形容詞,中級の、中間の,between two levels,Save an intermediate file.,途中のファイルを残す。,初級は beginner、上級は advanced。
E03176,1,1,invisible,形容詞,見えない,not able to be seen,The character is invisible.,その文字は見えない。,反対は visible。
E03177,1,1,jealous,形容詞,ねたんでいる,unhappy about another's success,Don't be jealous of the tooling.,他所の道具立てをうらやまないこと。,名詞は jealousy。
E03178,1,1,lazy,形容詞,怠惰な、遅延の,not wanting to work,Lazy loading saves time.,遅延読み込みは時間を節約する。,IT の「遅延評価」も lazy。
E03179,1,1,literal,形容詞,文字どおりの,exact in meaning,Take it as a literal value.,それは文字どおりの値と取る。,副詞は literally。
E03180,1,1,logical,形容詞,論理的な,reasonable,That is the logical next step.,それが理にかなった次の一手だ。,名詞は logic。
E03181,1,1,loose,形容詞,ゆるい,not tight,The screw is loose.,そのねじがゆるんでいる。,lose（失う）と綴りが似ている。
E03182,1,1,magnificent,形容詞,壮大な,very impressive,The view was magnificent.,その眺めは見事だった。,名詞は magnificence。
E03183,1,1,marginal,形容詞,わずかな、周辺の,very small,The gain was marginal.,改善はわずかだった。,名詞は margin。
E03184,1,1,mature,形容詞,成熟した,fully developed,The library is mature.,その部品群は成熟している。,動詞でも「成熟する」。
