登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E21510,1,8,variety,名詞,種類、多様性,a number of different kinds of things in one group,Our store offers a wide variety of office supplies at very reasonable prices.,当店は非常に手頃な価格で幅広い種類の事務用品を提供しています。,a wide variety of ~ で「さまざまな~」の意味になる。TOEIC では商品案内や広告でよく出る。
E21511,1,8,appreciate,動詞,感謝する、価値を認める,to be thankful for something someone has done,We greatly appreciate your patience while the payment system is being upgraded.,決済システムの更新中、お待ちいただき誠にありがとうございます。,appreciate は物事を目的語に取り、人を目的語に取る thank と使い分ける。
E21512,1,8,edge,名詞,端、優位,"the outer limit of something, or a small advantage",The new software gives our company a clear edge over its main competitors.,その新しいソフトは当社に主要な競合他社に対する明確な優位性を与えている。,have an edge over ~ で「~より優位に立つ」の意味。「端、へり」の意味でも出る。
E21513,1,8,injury,名詞,けが、負傷,harm done to a person's body in an accident,The factory reported no serious injury after last week's safety inspection was completed.,その工場は先週の安全点検の後、重大なけがはなかったと報告した。,動詞 injure、形容詞 injured と合わせて覚える。労災や安全の話題で出る。
E21514,1,8,reference,名詞,参照、推薦状,a note that helps you find or check information,Please include a reference number on every invoice you send to our accounting team.,当社の経理チームに送るすべての請求書に照会番号を記載してください。,求人では「推薦状、照会先」の意味で使われる。動詞 refer の名詞形。
E21515,1,8,strategy,名詞,戦略、方策,a plan made to reach an important goal,The board approved a new marketing strategy to enter the Asian market next year.,取締役会は来年アジア市場に参入するための新しいマーケティング戦略を承認した。,形容詞 strategic も頻出。marketing strategy の形でまとめて覚えるとよい。
E21516,1,8,wine,名詞,ワイン,an alcoholic drink made from grapes,The hotel restaurant serves local wine with every dinner course during the summer season.,そのホテルのレストランは夏の間、すべてのディナーコースに地元のワインを添えて出す。,接待や祝賀会の場面で出る。数えるときは a glass of wine とする。
E21517,1,8,audience,名詞,聴衆、観客,the people who watch or listen to a performance,The speaker asked the audience to hold their questions until the presentation was over.,講演者は聴衆にプレゼンが終わるまで質問を控えるよう求めた。,集合名詞で単数扱いが基本。listener や viewer との違いに注意する。
E21518,1,8,description,名詞,説明、記述,words that tell what someone or something is like,Please read the job description carefully before submitting your application to the hiring manager.,採用担当者に応募書類を提出する前に、職務内容の説明をよく読んでください。,job description は求人広告の定番表現。動詞 describe の名詞形。
E21519,1,8,guard,名詞,警備員、見張り,a person whose job is to protect a place or people,A security guard checks every visitor badge at the main entrance of our building.,警備員が当社ビルの正面入口ですべての来客用バッジを確認する。,security guard の形で頻出。動詞では「守る、見張る」の意味になる。
E21520,1,8,honest,形容詞,正直な、誠実な,telling the truth and not trying to trick people,Our manager is honest about the delays and always explains problems to the clients.,当社の部長は遅延について正直で、いつも顧客に問題を説明する。,副詞 honestly、名詞 honesty も押さえる。be honest about ~ の形で使う。
E21521,1,8,medicine,名詞,薬、医学,something you take to treat an illness,The pharmacy will deliver the medicine to your office by tomorrow morning without charge.,薬局は明日の朝までに無料で薬をあなたのオフィスへ届けます。,薬の意味では不可算が普通。形容詞 medical と一緒に覚える。
E21522,1,8,mention,動詞,言及する、話に出す,to speak or write about something briefly,The director did not mention the budget cuts during this morning's staff meeting.,部長は今朝の職員会議で予算削減について触れなかった。,他動詞なので about を付けない。not to mention は「~は言うまでもなく」。
E21523,1,8,mountain,名詞,山,a very high area of land with steep sides,The training center is located in a quiet mountain area two hours from the airport.,研修センターは空港から二時間の静かな山間部にある。,研修や社員旅行の場面で出る。a mountain of ~ は「山ほどの~」。
E21524,1,8,port,名詞,港,a place where ships load and unload goods,The container ship will arrive at the port early on Friday and unload immediately.,そのコンテナ船は金曜の早朝に港に到着し、すぐに荷降ろしをする。,物流の話題で頻出。airport や export と語のつながりで覚えるとよい。
E21525,1,8,presence,名詞,存在、出席,the fact of being in a place,Your presence at the annual shareholders meeting is requested by the company president.,年次株主総会へのご出席を社長がお願いしております。,形容詞 present（出席している）の名詞形。absence（欠席）と対で覚える。
E21526,1,8,reaction,名詞,反応、反発,what someone feels or does because of an event,The customer reaction to our new packaging design has been very positive so far.,新しい包装デザインに対する顧客の反応はこれまでのところとても好意的だ。,reaction to ~ と前置詞は to を使う。動詞 react、類義語 response も重要。
E21527,1,8,reduce,動詞,減らす、下げる,"to make something smaller in size, amount or price",We must reduce shipping costs by ten percent before the end of this quarter.,今四半期の終わりまでに配送費を一割削減しなければならない。,reduce A by B で「AをBだけ減らす」。名詞 reduction も頻出。
E21528,1,8,solid,形容詞,固い、堅実な,"hard and firm, or strong and dependable",The firm has a solid reputation for finishing construction projects ahead of schedule.,その会社は建設事業を予定より早く終える確かな評判を持っている。,「固体の」だけでなく「しっかりした、堅実な」の意味で出る。solid growth も頻出。
E21529,1,8,stress,名詞,ストレス、強調,"worry caused by pressure, or special attention given to something",The trainer put stress on safety rules during the entire factory orientation program.,講師は工場の説明会全体を通じて安全規則を強調した。,put stress on ~ で「~を強調する」。動詞の stress は emphasize と同義。
E21530,1,8,taste,名詞,味、好み,"the flavor of food or drink, or what a person likes",This coffee has a rich taste that many of our regular customers really enjoy.,このコーヒーは常連客の多くが本当に気に入る豊かな味わいがある。,「好み」の意味もある。形容詞 tasty と合わせて覚える。
