登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E13601,1,5,orthopedic,形容詞,整形外科の,relating to the treatment of bones and muscles,She was sent to an orthopedic clinic for her knee.,彼女は膝のために整形外科の診療所へ送られた。,ortho（まっすぐ）＋ped（子ども）が語源。英国つづりは orthopaedic。
E13602,1,5,outcast,名詞,のけ者、追放された人,a person who is not accepted by a group,He felt like an outcast at his new school.,彼は新しい学校でのけ者のように感じた。,cast out（追い出す）が名詞になった語。social outcast の形が多い。
E13603,1,5,penultimate,形容詞,最後から2番目の,coming just before the last one,The penultimate chapter explains the whole mystery.,最後から2番目の章がその謎をすべて説明している。,ultimate（最後の）に「ほとんど」の pen- が付いた語。かたい書き言葉。
E13604,1,5,peppermint,名詞,ハッカ、ペパーミント,"a plant with a strong fresh taste, used in sweets and tea",I ordered a cup of peppermint tea after dinner.,夕食後にペパーミントティーを一杯注文した。,菓子の「ハッカ飴」も指す。spearmint より刺激が強い種類。
E13605,1,5,piety,名詞,敬虔、信心深さ,strong respect for God and religion,The old man was known for his quiet piety.,その老人は静かな信心深さで知られていた。,形容詞は pious。filial piety は「親孝行」という決まった言い方。
E13606,1,5,placenta,名詞,胎盤,the organ that feeds a baby inside the mother,The doctor checked the position of the placenta.,医師は胎盤の位置を確認した。,医学用語。複数形は placentas または placentae のどちらも使う。
E13607,1,5,prefect,名詞,監督生、地方長官,"a senior student with duties, or a local government officer",Each prefect helps younger students during lunch.,監督生はそれぞれ昼食時に下級生を手伝う。,英国の学校では「監督生」、フランスや日本の行政では「知事、長官」。
E13608,1,5,resumption,名詞,再開,the act of starting something again after a stop,Both sides agreed on the resumption of talks.,双方は協議の再開に合意した。,動詞 resume の名詞形。resume（履歴書）とは発音も意味も別。
E13609,1,5,retrograde,形容詞,逆行する、後退的な,moving backward or returning to a worse state,Critics called the new rule a retrograde step.,批評家たちはその新しい規則を後退的な一歩と呼んだ。,天文学の「逆行」にも使う。retro-（後ろへ）が付いた語。
E13610,1,5,romantically,副詞,ロマンチックに、恋愛的に,in a way that is about love or that seems like a love story,They are not romantically involved with each other.,二人は恋愛関係にあるわけではない。,be romantically involved（恋愛関係にある）が新聞で多い言い方。
