登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E16001,1,6,at will,熟語,意のままに、自由に,"whenever you want, without any limit",Members can enter and leave the lounge at will.,会員はいつでも自由にラウンジを出入りできる。,will は「意志」。at one's will ではなく at will の形で副詞のように使う。
E16002,1,6,in no time,熟語,すぐに、あっという間に,"very quickly, in a very short time",The technician fixed the printer in no time.,技術者はあっという間にプリンターを直した。,in no time at all と強めることも多い。no があるが否定ではなく強調。
E16003,1,6,from time to time,熟語,ときどき、時折,sometimes but not often,We still meet from time to time for lunch.,私たちは今もときどき昼食をともにする。,sometimes より少し文章的。occasionally とほぼ同じ頻度を表す。
E16004,1,6,in the know,慣用句,内情に通じて、事情通で,having information that most people do not have,People in the know say the merger will fail.,内情に通じた人々は合併は失敗すると言う。,know が名詞のように使われる珍しい形。those in the know の形が定番。
E16005,1,6,do over,句動詞,やり直す、改装する,to do something again from the beginning,The teacher told him to do the essay over.,先生は彼にその小論文をやり直すよう言った。,アメリカ英語でよく使う。名詞の do-over は「やり直しの機会」。
E16006,1,6,make a go of,慣用句,うまくやり遂げる、成功させる,to make something succeed by trying hard,They are determined to make a go of the bakery.,彼らはそのパン屋をなんとか成功させる決意だ。,go が「成功」の意の名詞。make a go of it の形でもよく使う。
E16007,1,6,on the way out,慣用句,すたれかけて、辞めそうで,becoming unpopular or about to leave a job,Fax machines have long been on the way out.,ファックスはずっと前からすたれかけている。,文字どおり「出て行く途中で」の意味にもなる。文脈で見分ける。
E16008,1,6,under way,熟語,進行中で、始まって,already started and continuing,The renovation of the station is now under way.,駅の改修は今や進行中だ。,underway と一語でも書く。get under way は「始まる」。
E16009,1,6,make the most of,熟語,最大限に活用する,to use something as well as possible,Let's make the most of the few days we have.,残された数日を最大限に生かそう。,make the best of は「悪い状況をなんとか耐える」でニュアンスが違う。
E16010,1,6,work in,句動詞,組み込む、都合をつけて入れる,to find time or space to include something,The doctor worked me in on Friday afternoon.,医師は金曜の午後に私を予約に入れてくれた。,予定や文章に「割り込ませる」感じ。材料を混ぜ込む意味もある。
E16011,1,6,work off,句動詞,働いて返す、運動で解消する,to get rid of something by working or exercising,He jogs every evening to work off stress.,彼はストレスを解消するため毎晩ジョギングする。,借金には「働いて返す」、体重や怒りには「解消する」の意で使う。
E16012,1,6,work up to,句動詞,徐々に～まで高める、話を持っていく,to reach something gradually by small steps,She worked up to running ten kilometers a day.,彼女は徐々に一日十キロ走れるまでになった。,いきなりではなく段階を踏む点が要点。work up to asking で「切り出す」。
E16013,1,6,out of work,熟語,失業して,having no job,He has been out of work since the plant closed.,工場が閉鎖されて以来、彼は失業している。,unemployed のくだけた言い方。out of a job もほぼ同じ意味。
E16014,1,6,day in day out,慣用句,来る日も来る日も,"every day for a long time, without change",She answers the same complaints day in day out.,彼女は来る日も来る日も同じ苦情に対応している。,day in and day out とも書く。うんざりした気持ちを含むことが多い。
E16015,1,6,for the life of me,慣用句,どうしても(～できない),used to say you cannot do something at all,I cannot for the life of me recall her surname.,どうしても彼女の名字が思い出せない。,必ず否定文で使う。cannot の直後に置くのが決まった語順。
E16016,1,6,at best,熟語,よくても、せいぜい,even in the most favorable case,The repair will take a week at best.,修理はよくても一週間はかかるだろう。,反対は at worst（最悪でも）。期待を下げる場面で使う。
E16017,1,6,look in on,句動詞,様子を見に立ち寄る,to visit someone briefly to see if they are fine,Could you look in on my mother while I am away.,留守の間、母の様子を見に寄ってもらえますか。,短時間の訪問を表す。check on とほぼ同じ働きをする。
E16018,1,6,for the most part,熟語,大部分は、たいていは,"mostly, in most cases",The audience was for the most part quite young.,観客は大部分がかなり若かった。,mainly のかたい言い方。例外があることを暗に認める表現。
E16019,1,6,help out,句動詞,手を貸す、助ける,to give help to someone who needs it,Neighbors helped out after the storm damaged the roof.,嵐で屋根が壊れたあと、近所の人が手を貸してくれた。,out が付くと「困っている状態から助け出す」感じが強まる。
E16020,1,6,in one's own right,慣用句,それ自体で、自分自身の力で,"because of your own ability, not someone else's",She is now a respected scientist in her own right.,彼女は今や自身の力で尊敬される科学者だ。,one's は his や her に変える。誰かの縁ではないと強調する言い方。
E16021,1,6,on one's own,熟語,独力で、一人で,alone or without help from others,The child solved the puzzle on his own.,その子は自分だけでパズルを解いた。,by oneself とほぼ同じ。one's は my や her に置き換えて使う。
E16022,1,6,in the first place,熟語,そもそも、まず第一に,"at the beginning, or used to ask why at all",Why did you sign the contract in the first place.,そもそもなぜ契約書に署名したのですか。,文末に置くと「そもそも」と過去をとがめる響きになる。
E16023,1,6,out of place,熟語,場違いで、不適切で,not suitable for the situation or not in order,His loud jokes felt out of place at the funeral.,彼の大声の冗談は葬儀では場違いに感じられた。,物なら「あるべき場所にない」、人なら「なじめない」の意になる。
E16024,1,6,time and again,熟語,何度も繰り返し,"many times, again and again",I have warned him time and again about speeding.,私は速度超過について彼に何度も注意してきた。,time and time again と繰り返す形もある。うんざり感が出る。
E16025,1,6,to that end,熟語,その目的のために,in order to achieve that purpose,"We want fewer accidents, and to that end we added lights.",事故を減らしたいので、その目的で照明を増やした。,end は「目的」の意。会議やレポートで使うかたい接続表現。
E16026,1,6,situate,動詞,位置づける、置く,to put something in a particular place or context,The author situates the war within a wider crisis.,著者はその戦争をより広い危機の中に位置づける。,受け身の be situated（～に位置する）で使うのが最も多い。
E16027,1,6,inhabitant,名詞,住民、生息する動物,a person or animal that lives in a place,The island has fewer than three hundred inhabitants.,その島の住民は三百人に満たない。,resident より客観的な統計向きの語。動物にも使える点が特徴。
E16028,1,6,terrify,動詞,ひどく怖がらせる,to make someone feel very great fear,The sound of the sirens terrified the small children.,サイレンの音は小さな子どもたちをひどく怖がらせた。,frighten より強い恐怖。terrified（おびえた）の形でよく使う。
E16029,1,6,accredit,動詞,認定する、公認する,to officially approve a school or organization,The agency accredited the hospital's training program.,その機関は病院の研修課程を認定した。,教育や医療の公的認定で使う。accredited（認定済みの）が頻出。
E16030,1,6,footstep,名詞,足音、足跡,the sound or mark of a person walking,We heard footsteps in the hallway after midnight.,真夜中過ぎに廊下で足音が聞こえた。,follow in someone's footsteps は「～の跡を継ぐ」という定番表現。
E16031,1,6,barrack,名詞,兵舎、簡易宿舎,a building where soldiers live,The old barrack still stands behind the parade ground.,古い兵舎は今も練兵場の裏に立っている。,実際は複数形 barracks で使うことがほとんど。単数扱いのこともある。
E16032,1,6,accustom,動詞,慣れさせる,to make someone get used to something,It took weeks to accustom the dog to the leash.,その犬を引き綱に慣らすのに数週間かかった。,accustom A to B の形。be accustomed to（～に慣れている）が頻出。
E16033,1,6,standardize,動詞,標準化する、統一する,to make things follow one common rule or form,The company standardized its safety checks worldwide.,その会社は安全点検を世界中で標準化した。,業務や部品の「ばらつきをなくす」意味。名詞は standardization。
E16034,1,6,amenity,名詞,生活を快適にする設備、アメニティ,a useful feature that makes a place pleasant,The apartment offers amenities such as a gym and pool.,そのマンションはジムやプールなどの設備を備える。,不動産やホテルの広告で複数形 amenities として必ず出る語。
E16035,1,6,personalize,動詞,個人向けにする、名前を入れる,to change something to suit one person,The shop can personalize the mug with your name.,その店はマグカップにあなたの名前を入れてくれる。,ネット広告の文脈で「一人ひとりに合わせる」意味でも頻出。
E16036,1,6,acquaint,動詞,知らせる、慣れ親しませる,to make someone familiar with something,Please acquaint yourself with the safety rules first.,まず安全規則をよく理解しておいてください。,acquaint A with B の形。be acquainted with は「知っている」。
E16037,1,6,obligate,動詞,義務づける,to force someone by law or duty to do something,The contract obligates us to give thirty days notice.,契約は三十日前の通知を我々に義務づけている。,法律・契約でよく使う。be obligated to do の受け身が中心。
E16038,1,6,launder,動詞,(不正な金を)洗浄する、洗濯する,to hide the illegal source of money,They laundered the profits through overseas accounts.,彼らは利益を海外口座を通して洗浄した。,本来は「洗濯する」。money laundering（資金洗浄）で覚えるとよい。
E16039,1,6,ordain,動詞,聖職に任命する、定める,"to make someone a priest, or to order officially",He was ordained as a priest last spring.,彼は昨春、司祭に叙任された。,宗教の叙任が中心。法や運命が「定める」というかたい意味もある。
E16040,1,6,centralize,動詞,中央に集める、集権化する,to bring control or services into one place,The bank centralized its customer support in one city.,銀行は顧客対応を一つの都市に集約した。,反対は decentralize（分散させる）。組織改革の記事で頻出。
E16041,1,6,baptize,動詞,洗礼を施す、名付ける,to pour water on someone as a Christian ceremony,The infant was baptized in the village church.,その乳児は村の教会で洗礼を受けた。,名詞は baptism。イギリス綴りは baptise。改名の意味でも使う。
E16042,1,6,horrify,動詞,ぞっとさせる、憤慨させる,to shock someone deeply and unpleasantly,The images from the crash site horrified viewers.,墜落現場の映像は視聴者をぞっとさせた。,恐怖に加え道徳的な嫌悪も含む。horrified（衝撃を受けた）が頻出。
E16043,1,6,astound,動詞,仰天させる、驚嘆させる,to surprise someone very much,The scale of the discovery astounded the research team.,その発見の規模は研究チームを驚嘆させた。,surprise よりずっと強い。astounding（驚異的な）もよく使う。
E16044,1,6,shortcoming,名詞,欠点、短所,a fault or weak point in a person or plan,The report lists the shortcomings of the current system.,報告書は現行制度の欠点を列挙している。,たいてい複数形。come short（及ばない）から。弱点をやや控えめに言う語。
E16045,1,6,acquit,動詞,無罪とする,to decide in court that someone is not guilty,The jury acquitted him of all three charges.,陪審は三つの訴因すべてで彼を無罪とした。,法律用語で acquit A of B の形。反対は convict（有罪とする）。
E16046,1,6,enchant,動詞,うっとりさせる、魔法をかける,"to please someone greatly, or to put a spell on",The old town enchanted every visitor who walked there.,その旧市街は歩く訪問者すべてを魅了した。,もとは魔法をかける意。enchanting（うっとりさせる）で使うことが多い。
E16047,1,6,paralyze,動詞,まひさせる、機能停止させる,to make a body or system unable to move or work,The strike paralyzed rail traffic for two days.,ストライキは二日間、鉄道の運行をまひさせた。,医学の「まひ」から、交通や組織の停止へ比喩的に広がる。名詞は paralysis。
E16048,1,6,encrypt,動詞,暗号化する,to change data into a secret code,All customer records are encrypted before storage.,顧客記録はすべて保存前に暗号化される。,IT の基本語。反対は decrypt。名詞は encryption。
E16049,1,6,invert,動詞,逆さにする、反転させる,to turn something upside down or reverse its order,Invert the pan to release the cake.,鍋を逆さにしてケーキを取り出しなさい。,数学や音楽でも使う。inverted commas はイギリスで「引用符」。
E16050,1,6,persecute,動詞,迫害する,to treat people cruelly because of their beliefs,The regime persecuted writers who criticized it.,その政権は批判した作家たちを迫害した。,prosecute（起訴する）とつづりが似るので混同に注意。名詞は persecution。
E16051,1,6,endow,動詞,寄付する、授ける,to give money or a quality to someone,A former student endowed two scholarships last year.,元学生が昨年、奨学金二件に寄付を行った。,be endowed with（～に恵まれている）の受け身が特に頻出。
E16052,1,6,daunt,動詞,ひるませる、気おくれさせる,to make someone lose confidence,The size of the task did not daunt her.,仕事の大きさは彼女をひるませなかった。,daunting（気の重くなる）と undaunted（ひるまない）の形で見ることが多い。
E16053,1,6,localize,動詞,現地向けにする、局所化する,"to adapt something for a place, or limit it to one area",The studio localized the game for four Asian markets.,そのスタジオはゲームをアジア四市場向けに現地化した。,IT では翻訳を含む現地化、医学では「一箇所に限る」意味で使う。
E16054,1,6,startle,動詞,びっくりさせる,to make someone suddenly surprised or slightly afraid,The sudden knock startled everyone in the room.,突然のノックは部屋の全員をびっくりさせた。,一瞬の驚きが要点。startled（はっとした）の形でよく使う。
E16055,1,6,misplace,動詞,置き忘れる、置き違える,to put something where you cannot find it,I seem to have misplaced my reading glasses.,老眼鏡をどこかに置き忘れたようだ。,lose より軽く「一時的に見当たらない」。misplaced trust は「見当違いの信頼」。
E16056,1,6,repercussion,名詞,(悪い)影響、余波,an indirect bad effect of an action or event,The ruling had repercussions across the whole industry.,その判決は業界全体に影響を及ぼした。,ほぼ複数形で使い、望ましくない結果を指す。consequence より間接的。
E16057,1,6,baffle,動詞,当惑させる、途方に暮れさせる,to confuse someone completely,The patient's symptoms baffled the specialists.,その患者の症状は専門医たちを当惑させた。,説明がつかず「お手上げ」の感じ。baffling（不可解な）も頻出。
E16058,1,6,colonist,名詞,入植者、植民地移住者,a person who settles in a new colony,The first colonists arrived with almost no supplies.,最初の入植者はほとんど物資を持たずに到着した。,colonizer（植民地化する側）より「移り住んだ人」に焦点がある。
E16059,1,6,elongate,動詞,引き伸ばす、細長くする,to make something longer,Heat elongates the metal bars slightly.,熱は金属棒をわずかに伸ばす。,科学や美術で使うかたい語。elongated（細長い）の形が多い。
E16060,1,6,embroider,動詞,刺繍する、話を粉飾する,"to sew a design onto cloth, or add false details",She embroidered her initials on the handkerchief.,彼女はハンカチに頭文字を刺繍した。,「話に尾ひれを付ける」の比喩でも使う。名詞は embroidery。
