登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E12401,1,4,hem,名詞,裾、へり,the folded and sewn edge of a piece of cloth,The hem of her coat was coming loose.,彼女のコートの裾がほつれかけていた。,動詞では「裾を縫う」。hem in（囲い込む）という句動詞の形もよく出る。
E12402,1,4,housekeeping,名詞,家事、清掃業務,the work of cleaning and looking after a house or hotel,The hotel's housekeeping staff clean the rooms each morning.,そのホテルの清掃係が毎朝部屋を掃除する。,ホテルでは「客室清掃部門」を指す。会議で「事務連絡」の意味にも使う。
E12403,1,4,kayak,名詞,カヤック,a light narrow boat moved with a paddle that has two blades,We rented a kayak and paddled along the coast.,私たちはカヤックを借りて海岸沿いをこいだ。,canoe より細く、乗り手が上部の穴に座る形。両端に水かきのあるパドルを使う。
E12404,1,4,leakage,名詞,漏れ、漏出,"the slow escape of liquid, gas, or information",Engineers checked the pipe for gas leakage.,技術者たちはガス漏れがないか配管を調べた。,leak の名詞形で、かたい語。情報の「流出」にも使える。
E12405,1,4,logistical,形容詞,物流の、事務的な段取りの,relating to the practical planning of a complex activity,The tour faced several logistical problems.,そのツアーはいくつかの段取り上の問題に直面した。,名詞は logistics。人や物をどう動かすかという「手配・段取り」の話で使う。
E12406,1,4,malnutrition,名詞,栄養失調,poor health caused by not eating enough good food,Many children in the region suffer from malnutrition.,その地域の多くの子どもが栄養失調に苦しんでいる。,mal-（悪い）＋nutrition（栄養）。援助や医療のニュースで頻出。
E12407,1,4,mathematician,名詞,数学者,a person who studies or is an expert in mathematics,The prize went to a young mathematician from India.,その賞はインド出身の若い数学者に贈られた。,-ician は「～の専門家」。musician や physician と同じ作り。
E12408,1,4,mayonnaise,名詞,マヨネーズ,a thick cold sauce made from eggs and oil,He spread mayonnaise on the bread.,彼はパンにマヨネーズを塗った。,フランス語由来でつづりが難しい。会話では mayo と短く言うことが多い。
E12409,1,4,melodic,形容詞,旋律の美しい、メロディアスな,having a pleasant tune that is easy to remember,Her voice is soft and melodic.,彼女の声は柔らかく、旋律のように美しい。,名詞 melody の形容詞。melodious もほぼ同じ意味で使われる。
E12410,1,4,modesty,名詞,謙虚さ、慎み深さ,the quality of not talking proudly about yourself,He accepted the award with great modesty.,彼はとても謙虚にその賞を受け取った。,形容詞は modest。服装が「控えめ」という意味にも広がる。
E12411,1,4,offside,形容詞,オフサイドの,in a position that is not allowed in a sport like soccer,The goal was cancelled because the striker was offside.,点取り屋がオフサイドだったのでゴールは取り消された。,サッカーやラグビーの用語。副詞的にも使い、名詞は offside position。
