登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E03401,1,1,on the same page,慣用句,認識が一致して,in agreement,Let's get on the same page.,認識を合わせよう。,会議でよく使う。
E03402,1,1,touch base,慣用句,連絡を取り合う,to make brief contact,Let's touch base on Friday.,金曜に一度すり合わせよう。,野球が語源。
E03403,1,1,in the loop,慣用句,情報を共有されて,informed about something,Keep me in the loop.,私にも共有してください。,out of the loop は「蚊帳の外」。
E03404,1,1,ballpark figure,慣用句,おおよその数字,a rough estimate,Give me a ballpark figure.,ざっくりした数字をください。,野球場が語源。
E03405,1,1,bottom line,慣用句,要点、最終的な結論,the most important point,The bottom line is cost.,要は費用だ。,決算書の最終行が語源。
E03406,1,1,cut corners,慣用句,手を抜く,to do something poorly to save time,Do not cut corners on tests.,試験で手を抜かないこと。,角を曲がらず近道する様子から。
E03407,1,1,rule of thumb,慣用句,経験則,a rough practical rule,"As a rule of thumb, keep it under 100.",経験則として100未満に保つ。,厳密でない目安。
E03408,1,1,back to square one,慣用句,振り出しに戻る,back to the start,We are back to square one.,振り出しに戻ってしまった。,すごろくが語源とされる。
E03409,1,1,the tip of the iceberg,慣用句,氷山の一角,a small visible part of a problem,That bug is the tip of the iceberg.,その不具合は氷山の一角だ。,水面下が大きいことを示す。
E03410,1,1,pull the plug,慣用句,打ち切る,to stop something,They pulled the plug on the project.,その計画は打ち切られた。,電源を抜くことから。
E03411,1,1,run into,熟語,出くわす、ぶつかる,to meet by chance or hit,We ran into a permission error.,権限の異常に出くわした。,come across と似た意味。
E03412,1,1,sort out,熟語,整理する、解決する,to organize or fix,Sort out the duplicates first.,まず重複を片づける。,英式でよく使う。
E03413,1,1,turn on,熟語,つける、作動させる,to start a device,Turn on logging first.,まず記録を有効にする。,反対は turn off。
E03414,1,1,turn off,熟語,消す、止める,to stop a device,Turn off the alert for now.,その警報はいったん止める。,反対は turn on。
E03415,1,1,turn down,熟語,断る、下げる,to refuse or lower,They turned down the request.,その依頼は断られた。,音量を「下げる」の意味も。
E03416,1,1,turn in,熟語,提出する,to submit,Turn in the report by five.,5時までに報告を出す。,米語でよく使う。
E03417,1,1,put up with,熟語,我慢する,to tolerate,We put up with it for a year.,1年それを我慢した。,3語で1つの動詞。
E03418,1,1,put together,熟語,まとめる、組み立てる,to assemble,Put together a one-page summary.,1ページのまとめを作る。,assemble のくだけた言い方。
E03419,1,1,put aside,熟語,脇に置く、取っておく,to save or ignore for now,Put that issue aside for now.,その課題はいったん脇に置く。,set aside とほぼ同じ。
E03420,1,1,give in,熟語,折れる、屈する,to stop resisting,Do not give in to scope creep.,際限のない要望に屈しないこと。,give up（あきらめる）とは違う。
E03421,1,1,give away,熟語,ただであげる、漏らす,to hand out or reveal,Do not give away the answer.,答えを漏らさないこと。,名詞は giveaway（無料配布）。
E03422,1,1,get across,熟語,分かってもらう,to make understood,The chart gets the point across.,その図なら要点が伝わる。,communicate の口語的表現。
E03423,1,1,get through,熟語,やり遂げる、通じる,to finish or reach,We got through the backlog.,滞りを片づけた。,電話が「つながる」の意味も。
E03424,1,1,get back to,熟語,折り返し連絡する,to reply later,I will get back to you today.,本日中に折り返します。,メールでよく使う。
E03425,1,1,go on,熟語,続く、起きる,to continue or happen,What is going on here?,ここで何が起きているのか。,go on -ing の形も。
E03426,1,1,go down,熟語,下がる、停止する,to decrease or stop working,The server went down at noon.,サーバは正午に落ちた。,名詞は downtime。
E03427,1,1,come out,熟語,出る、公開される,to be published,The fix comes out Friday.,その修正は金曜に出る。,「判明する」の意味も。
E03428,1,1,come down to,熟語,結局～に帰する,to be a matter of,It comes down to cost.,結局は費用の話だ。,boil down to とも言う。
E03429,1,1,run through,熟語,ざっと通す,to review quickly,Let's run through the steps.,手順をざっとおさらいしよう。,名詞は run-through（通し稽古）。
