登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E16301,1,6,keep to oneself,熟語,人付き合いを避ける、秘密にしておく,to avoid other people or not tell others something,He kept the bad news to himself for a week.,彼はその悪い知らせを一週間だれにも言わなかった。,「自分の中にとどめる」が芯。人が主語なら「人と交わらない」の意味になる。
E16302,1,6,put in place,熟語,導入する、整える,to set up a rule or system so it can be used,The company put new safety rules in place last month.,会社は先月、新しい安全規則を導入した。,制度・仕組みを「所定の位置に置く」。ニュースや報告書で非常によく出る。
E16303,1,6,on the money,慣用句,ぴったりの、図星の,exactly right or correct,Her guess about the budget was right on the money.,予算についての彼女の推測はまさに図星だった。,right を添えて right on the money の形が多い。予測や指摘をほめる言い方。
E16304,1,6,come away with,句動詞,～を得て帰る、～という印象を持つ,"to leave a place with a feeling, idea, or result",I came away with a much better view of the project.,その企画について私はずっとよい印象を持って帰った。,物より「印象・学び」を持ち帰る使い方が中心。impression と結び付きやすい。
E16305,1,6,come into play,慣用句,作用し始める、関わってくる,to start having an effect on a situation,Cost will come into play once we choose a supplier.,納入業者を選ぶ段階でコストが効いてくる。,play は「働き・作用」。要因が「土俵に上がる」イメージで議論文に多い。
E16306,1,6,make a name for oneself,慣用句,名を上げる、有名になる,to become well known for doing something well,She made a name for herself as a trial lawyer.,彼女は法廷弁護士として名を上げた。,for oneself を省かない。分野を示す as ～を続けるのが定型。
E16307,1,6,in name only,熟語,名ばかりの、名目上の,existing as a title but not in reality,"He is the manager in name only, since others decide.",決めるのは他の人なので、彼は名ばかりの管理職だ。,名詞のすぐ後ろに置く。実態が伴わないことを皮肉る言い方。
E16308,1,6,let in on,句動詞,～に打ち明ける、仲間に入れる,to tell someone a secret or plan,They finally let me in on their plan to sell the shop.,彼らはついに店を売る計画を私に打ち明けてくれた。,let 人 in on 秘密、の語順。secret や plan が目的語に来やすい。
E16309,1,6,let out,句動詞,外に出す、漏らす、大きくする,to allow someone or something to go out,Please let the dog out before you leave.,出かける前に犬を外に出してください。,声を「出す」let out a cry や、服の幅を「出す」意味もある。
E16310,1,6,set to work,熟語,仕事に取りかかる,to start doing a job or task,The crew set to work clearing the fallen trees.,作業員たちは倒れた木の片づけに取りかかった。,後ろは on ～か -ing。get to work とほぼ同じで、やや文章語。
E16311,1,6,come out on top,慣用句,勝ち残る、最後に勝つ,to win or succeed after a struggle,Our team came out on top after a long season.,長いシーズンの末、我々のチームが勝ち残った。,競争や争いの結末に使う。苦戦の後で勝つという含みがある。
E16312,1,6,top out,句動詞,頂点に達する、頭打ちになる,to reach the highest level and stop rising,Prices topped out at forty dollars a barrel.,価格は1バレル40ドルで頭打ちになった。,数値の上限に at を付ける。経済ニュースで bottom out と対で使う。
E16313,1,6,at the top of one's game,慣用句,絶好調で、全盛期で,performing at one's very best level,At forty he was still at the top of his game.,40歳になっても彼はまだ絶好調だった。,スポーツ由来だが仕事にも使う。one's を人称に合わせて変える。
E16314,1,6,in public,熟語,人前で、公然と,where other people can see or hear you,He rarely speaks about his family in public.,彼は人前で家族の話をめったにしない。,反対は in private（内々で）。public の前に the を付けない。
