登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E07901,1,3,stop by,句動詞,立ち寄る、ちょっと訪ねる,to visit a place for a short time,Please stop by my office after lunch.,昼食のあとに私のオフィスに立ち寄ってください。,drop by とほぼ同じ。短時間の軽い訪問を表す。
E07902,1,3,relation,名詞,関係、関連、親族,the way in which two things or people are connected,There is a clear relation between diet and health.,食事と健康の間には明らかな関係がある。,国家間の関係は複数形 relations。relative は「親族」。
E07903,1,3,amongst,前置詞,～の間に、～に囲まれて,in the middle of or surrounded by a group,The house stood amongst tall pine trees.,その家は高い松の木々に囲まれて建っていた。,among のイギリス英語寄りの形。意味は同じで少し硬い。
E07904,1,3,announcement,名詞,発表、告知、アナウンス,a public statement that gives information about something,The company made an announcement about the merger.,その会社は合併について発表を行った。,動詞は announce。make an announcement の形が多い。
E07905,1,3,arsenal,名詞,兵器庫、蓄え,"a place where weapons are stored, or a supply of them",The country has a large nuclear arsenal.,その国は大量の核兵器を保有している。,比喩で an arsenal of ideas（アイデアの蓄え）とも言う。
E07906,1,3,biological,形容詞,生物学の、生物の、血のつながった,relating to living things or to the science of life,Biological research takes many years to bear fruit.,生物学の研究が実を結ぶには何年もかかる。,biological parents は「産みの親」。名詞は biology。
E07907,1,3,bite,動詞,かむ、かみつく,to cut into something with your teeth,The dog tried to bite the mail carrier.,その犬は配達員にかみつこうとした。,変化は bite-bit-bitten。名詞で「一口」の意味もある。
E07908,1,3,chip,名詞,薄切り、かけら、半導体チップ,"a thin flat piece cut off something, or a small computer part",This phone runs on a very fast chip.,この電話はとても速いチップで動いている。,アメリカでは potato chips、イギリスでは chips がフライドポテト。
E07909,1,3,discrimination,名詞,差別、区別,"unfair treatment of people because of race, sex or age",The law bans discrimination in hiring.,その法律は採用における差別を禁じている。,動詞は discriminate。against と結びつくことが多い。
E07910,1,3,disorder,名詞,障害、混乱、無秩序,"an illness of the mind or body, or a lack of order",She was treated for a sleep disorder.,彼女は睡眠障害の治療を受けた。,order（秩序）に否定の dis-。医学では「疾患」の意味。
E07911,1,3,documentary,名詞,記録映画、ドキュメンタリー,a film or program giving facts about a real subject,We watched a documentary about deep-sea life.,私たちは深海の生き物についての記録映画を見た。,document（記録）から。形容詞で「文書の」の意味もある。
E07912,1,3,domain,名詞,領域、分野、ドメイン,"an area of activity, knowledge or control",That question lies outside my domain.,その問題は私の専門領域の外にある。,ネット上のアドレスも domain name と言う。
E07913,1,3,footage,名詞,映像、フィルム,film or video recorded of a particular event,Security footage showed the whole incident.,防犯カメラの映像に一部始終が映っていた。,元はフィルムの長さ（フィート数）から。数えられない名詞。
E07914,1,3,grave,名詞,墓、墓穴,a place in the ground where a dead body is buried,They laid flowers on her grave.,彼らは彼女の墓に花を供えた。,形容詞では「重大な」（a grave mistake）の意味になる。
E07915,1,3,jazz,名詞,ジャズ,a style of music with strong rhythm and improvisation,He plays jazz at a small club downtown.,彼は繁華街の小さな店でジャズを演奏している。,jazz up で「にぎやかにする、華やかにする」。
E07916,1,3,literary,形容詞,文学の、文学的な,relating to literature or to serious writing,The novel won a major literary prize.,その小説は大きな文学賞を受賞した。,literal（文字通りの）や literate（読み書きできる）と混同注意。
E07917,1,3,mouse,名詞,ネズミ、マウス,"a small animal with a long tail, or a computer device",A mouse ran across the kitchen floor.,ネズミが台所の床を走り抜けた。,複数形は mice。パソコンの機器は mice も mouses も使われる。
E07918,1,3,piano,名詞,ピアノ,a large musical instrument played with keys,She has played the piano since she was five.,彼女は5歳のときからピアノを弾いている。,楽器を演奏するときは play the piano と the を付ける。
E07919,1,3,rocket,名詞,ロケット,a vehicle or weapon driven by burning fuel and gas,The rocket lifted off just before dawn.,そのロケットは夜明け直前に打ち上がった。,動詞で「急上昇する」（Prices rocketed.）とも使う。
E07920,1,3,ruin,動詞,台無しにする、破滅させる,to spoil or destroy something completely,The rain ruined our outdoor party.,雨が私たちの屋外パーティーを台無しにした。,名詞では ruins（遺跡）と複数形で使うことが多い。
E07921,1,3,slave,名詞,奴隷,a person who is owned by another and must obey them,The museum tells the story of freed slaves.,その博物館は解放された奴隷たちの物語を伝えている。,a slave to habit（習慣に縛られた人）と比喩でも使う。
E07922,1,3,toilet,名詞,便器、トイレ,a bowl fixed to the floor that you use to get rid of waste,The toilet in the guest room is broken.,客間のトイレが壊れている。,アメリカでは部屋を bathroom や restroom と呼ぶのが普通。
E07923,1,3,triple,形容詞,3倍の、3重の,"having three parts, or three times as much",They booked a triple room for the family.,彼らは家族のために3人部屋を予約した。,double の3倍版。動詞で「3倍になる」とも使う。
E07924,1,3,make believe,熟語,ふりをする、ごっこ遊びをする,to pretend that something is real when it is not,The children make believe they are pirates.,子どもたちは海賊ごっこをしている。,名詞的に a world of make-believe（空想の世界）とも言う。
E07925,1,3,in over one's head,慣用句,手に負えない状況にある,involved in something too difficult to handle,He was in over his head with the new project.,彼は新しい計画で手に負えなくなっていた。,水が頭を越える深さ、が元のイメージ。
E07926,1,3,head up,句動詞,率いる、指揮する,to be the leader of a group or organization,She will head up the new research team.,彼女が新しい研究チームを率いることになる。,lead より口語的。head a team とも言える。
E07927,1,3,head for,句動詞,～に向かう,to go in the direction of a particular place,We headed for the station after the meeting.,会議のあと私たちは駅に向かった。,be headed for trouble（面倒に向かっている）とも使う。
