登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E09401,1,3,reproductive,形容詞,生殖の、繁殖の,relating to producing babies or young animals,The clinic offers advice on reproductive health.,その診療所は生殖に関する健康の相談を受け付けている。,reproduce（再生産する・繁殖する）の形容詞形。医学や生物学の記事で頻出。
E09402,1,3,righteous,形容詞,正しい、道義にかなった,morally right and fair,She felt righteous anger about the unfair rule.,彼女はその不公平な規則に義憤を覚えた。,right（正しい）から。宗教的な響きがあり、日常では堅い語。
E09403,1,3,rivalry,名詞,競争、対抗意識,strong competition between people or groups,The rivalry between the two teams is famous.,その二つのチームの対抗意識は有名だ。,rival（競争相手）の名詞形。スポーツや企業の争いによく使う。
E09404,1,3,sausage,名詞,ソーセージ,meat mixed with spices and packed into a thin skin,He grilled sausages for the whole family.,彼は家族全員のためにソーセージを焼いた。,数えるときは a sausage。イギリスの朝食の定番食材。
E09405,1,3,spicy,形容詞,辛い、香辛料のきいた,having a strong hot taste from spices,This curry is too spicy for my children.,このカレーは私の子どもたちには辛すぎる。,spice（香辛料）の形容詞形。塩辛いは salty、甘いは sweet。
E09406,1,3,sticky,形容詞,粘着性の、べたべたする,made of or covered with something that sticks,My hands got sticky after eating the candy.,そのあめを食べた後、手がべたべたになった。,stick（くっつく）から。a sticky situation は「やっかいな状況」。
E09407,1,3,tutorial,名詞,個別指導、解説記事,a lesson or guide that teaches you how to do something,I watched a short tutorial on editing videos.,動画編集についての短い解説を見た。,大学では少人数の個別指導も指す。tutor（家庭教師）と同じ語源。
E09408,1,3,twentieth,形容詞,20番目の,coming after nineteen others in order,Today is the twentieth day of the trip.,今日は旅の20日目だ。,序数。the twentieth century で「20世紀」。20th と書くことも多い。
E09409,1,3,unpleasant,形容詞,不快な、いやな,not enjoyable or nice,The meeting ended with an unpleasant argument.,その会議は不快な口論で終わった。,pleasant（心地よい）に否定の un- を付けた語。人柄にも使う。
E09410,1,3,unrelated,形容詞,無関係の,not connected with something else,The two accidents were completely unrelated.,その二つの事故は全く無関係だった。,related（関係のある）の反対。be unrelated to ～の形で使う。
E09411,1,3,wardrobe,名詞,衣装だんす、持ち衣装,a tall cupboard for clothes; all the clothes you own,She bought new shoes for her spring wardrobe.,彼女は春の装いのために新しい靴を買った。,家具としての「洋服だんす」と、持っている服全体の両方を指す。
E09412,1,3,warmth,名詞,暖かさ、温かみ,the quality of being warm in temperature or feeling,I felt the warmth of the fire on my face.,顔に火の暖かさを感じた。,warm の名詞形。人の優しさを表す「温かみ」にも使う。
E09413,1,3,gamble,動詞,賭ける、危険を冒す,to risk money or something important on an uncertain result,He gambled his savings on a new business.,彼は貯金を新しい事業に賭けた。,名詞で「賭け・冒険」。take a gamble は「一か八かやってみる」。
E09414,1,3,axe,名詞,おの,a tool with a heavy blade for cutting wood,He split the logs with a heavy axe.,彼は重いおので丸太を割った。,アメリカでは ax とも書く。get the axe は「解雇される」。
E09415,1,3,capitalist,名詞,資本家、資本主義者,a person who supports capitalism or owns a business,The article criticized greedy capitalists.,その記事は強欲な資本家を批判した。,形容詞でも使い、a capitalist economy（資本主義経済）。
E09416,1,3,constable,名詞,巡査、警官,a police officer of the lowest rank in Britain,The constable took notes at the scene.,その巡査は現場でメモを取った。,主にイギリスの階級名。アメリカでは officer が普通。
E09417,1,3,counselor,名詞,相談員、助言者,a person trained to give advice about personal problems,The school counselor helped him choose a course.,スクールカウンセラーが彼の進路選びを助けた。,イギリス綴りは counsellor。council（議会）と混同しやすい。
E09418,1,3,fascist,形容詞,ファシズムの、独裁的な,relating to a political system with a violent dictator,The country suffered under a fascist regime.,その国はファシスト政権の下で苦しんだ。,名詞では「ファシスト」。政治史の文章で使われる強い語。
E09419,1,3,goalkeeper,名詞,ゴールキーパー,the player who tries to stop the ball entering the goal,Their goalkeeper saved three shots today.,彼らのゴールキーパーは今日3本のシュートを止めた。,goal（ゴール）と keeper（守る人）の複合語。短く keeper とも言う。
E09420,1,3,grandchildren,名詞,孫たち,the children of your son or daughter,They visit their grandchildren every summer.,彼らは毎年夏に孫たちを訪ねる。,"grandchild の複数形。男女それぞれ grandson, granddaughter。"
E09421,1,3,harmless,形容詞,無害な、害のない,not able to cause damage or injury,The snake looks scary but is harmless.,そのヘビは怖く見えるが無害だ。,harm（害）＋ -less。反対は harmful（有害な）。
E09422,1,3,hopeful,形容詞,希望に満ちた、有望な,believing that something good will happen,We are hopeful about next year's results.,私たちは来年の結果に希望を持っている。,be hopeful that ～の形で使う。反対は hopeless（絶望的な）。
E09423,1,3,imaginary,形容詞,想像上の、架空の,"existing only in the mind, not in real life",Her son has an imaginary friend named Sam.,彼女の息子にはサムという想像上の友達がいる。,imaginative（想像力豊かな）と混同しやすいので注意。
E09424,1,3,inconsistent,形容詞,一貫性のない、矛盾した,not always behaving or happening in the same way,His answers were inconsistent with the report.,彼の答えは報告書と矛盾していた。,consistent（一貫した）に in- が付いた形。be inconsistent with が定型。
E09425,1,3,kindergarten,名詞,幼稚園,a school for young children before they start school,My daughter starts kindergarten in April.,娘は4月に幼稚園に入る。,ドイツ語で「子どもの庭」。米国では小学校の最初の学年も指す。
E09426,1,3,mechanic,名詞,整備士、修理工,a person whose job is to repair machines and cars,The mechanic fixed my brakes in an hour.,整備士は1時間で私のブレーキを直した。,mechanical（機械の）と同語源。複数形の mechanics は「力学」。
E09427,1,3,northwestern,形容詞,北西の、北西部の,in or from the north-west part of a place,Heavy rain hit the northwestern region.,大雨が北西部の地域を襲った。,north＋west から。方角の形容詞は southeastern なども同じ作り。
E09428,1,3,oppression,名詞,圧政、抑圧,cruel and unfair treatment by those in power,They fought against years of oppression.,彼らは長年の圧政と戦った。,動詞は oppress。press（押す）が語根で「押さえつける」イメージ。
E09429,1,3,patriotic,形容詞,愛国的な,showing strong love and support for your country,The song became a patriotic symbol.,その歌は愛国的な象徴になった。,名詞は patriotism（愛国心）。patriot は「愛国者」。
E09430,1,3,playground,名詞,遊び場、運動場,an outdoor area where children can play,The children ran to the playground after lunch.,子どもたちは昼食後に遊び場へ走っていった。,play（遊ぶ）＋ ground（土地）。学校の校庭も指す。
E09431,1,3,prejudice,名詞,偏見、先入観,an unfair opinion formed without knowing the facts,We must fight prejudice in the workplace.,職場の偏見と闘わなければならない。,pre-（前もって）＋ judge（判断する）。「前もって決めつける」が原義。
E09432,1,3,probable,形容詞,ありそうな、起こりそうな,likely to happen or to be true,A delay now seems probable.,今や遅れが起こりそうだ。,possible（あり得る）より確からしい。副詞は probably。
E09433,1,3,probation,名詞,保護観察、試用期間,a period of testing a person's behavior or work,New staff are on probation for three months.,新入社員は3か月の試用期間中だ。,法律では「執行猶予・保護観察」。on probation の形で覚える。
E09434,1,3,receptor,名詞,受容体,a part of the body that receives a signal or substance,The drug blocks a receptor in the brain.,その薬は脳内の受容体を遮断する。,receive（受け取る）と同語源。医学や生物学の専門語。
E09435,1,3,remake,名詞,リメイク、作り直したもの,a new version of an old film or product,The remake was better than the original.,そのリメイク版は元の作品より良かった。,動詞では「作り直す」。re-（再び）＋ make。
E09436,1,3,reproduction,名詞,繁殖、複製,the process of producing young; a copy of something,The painting is only a cheap reproduction.,その絵は安い複製にすぎない。,生物の「繁殖」と美術品の「複製」の両方に使う。
E09437,1,3,spokesman,名詞,報道担当者、代弁者,a man who speaks officially for a group,A company spokesman denied the rumor.,会社の広報担当者はそのうわさを否定した。,女性は spokeswoman、性別を問わないのは spokesperson。
E09438,1,3,surroundings,名詞,周囲の環境,the things and conditions around a person or place,The cat slowly got used to its new surroundings.,その猫はゆっくり新しい環境に慣れた。,常に複数形で使う。surround（囲む）から。
E09439,1,3,traumatic,形容詞,心的外傷の、衝撃的な,causing a severe emotional shock that lasts,Losing his home was a traumatic experience.,家を失ったことは衝撃的な経験だった。,名詞は trauma。医学では体の外傷にも使う。
E09440,1,3,trillion,名詞,1兆,"the number 1,000,000,000,000",The debt has passed one trillion dollars.,負債は1兆ドルを超えた。,billion（10億）の千倍。数字の前では単数形のまま使う。
E09441,1,3,negotiation,名詞,交渉,formal talks aimed at reaching an agreement,The negotiation lasted late into the night.,交渉は夜遅くまで続いた。,動詞は negotiate。under negotiation は「交渉中で」。
E09442,1,3,stab,動詞,刺す,to push a knife or sharp object into someone,He stabbed the fork into the potato.,彼はフォークをジャガイモに突き刺した。,名詞で「ひと突き」。have a stab at は「試しにやってみる」。
E09443,1,3,allergic,形容詞,アレルギーの,having a bad physical reaction to a certain thing,I am allergic to eggs and milk.,私は卵と牛乳にアレルギーがある。,be allergic to ～の形で使う。名詞は allergy。
E09444,1,3,backpack,名詞,リュックサック,a bag carried on your back with two straps,She packed her books into a small backpack.,彼女は本を小さなリュックに詰めた。,イギリスでは rucksack とも言う。動詞では「旅をする」。
E09445,1,3,collaborative,形容詞,共同の、協力的な,done by two or more people working together,The report was a collaborative effort.,その報告書は共同作業の成果だった。,collaborate（協力する）の形容詞形。co-（共に）＋ labor（働く）。
E09446,1,3,constructive,形容詞,建設的な,helpful and likely to lead to improvement,Her constructive comments improved the plan.,彼女の建設的な意見が計画を良くした。,construct（建てる）から。反対は destructive（破壊的な）。
E09447,1,3,cosmic,形容詞,宇宙の、途方もない,relating to the universe and outer space,Scientists study cosmic rays from deep space.,科学者たちは深宇宙からの宇宙線を研究している。,cosmos（宇宙）の形容詞形。「壮大な」の意味でも使う。
E09448,1,3,daisy,名詞,ヒナギク、デイジー,a small white flower with a yellow center,The field was covered with tiny daisies.,野原は小さなヒナギクで覆われていた。,複数形は daisies。fresh as a daisy は「とても元気で」。
E09449,1,3,definite,形容詞,明確な、確定した,"clear and certain, with no doubt",We need a definite answer by Monday.,月曜までに明確な答えが必要だ。,文法用語の the definite article は「定冠詞」。副詞は definitely。
E09450,1,3,developmental,形容詞,発達の、開発の,relating to the growth or development of something,The doctor checked her developmental progress.,医師は彼女の発達の進み具合を調べた。,develop の形容詞形。子どもの発達や研究段階の話で使う。
