登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E13901,1,5,albino,名詞,アルビノ、白化個体,a person or animal born with no color in the skin or hair,The zoo is famous for its albino tiger.,その動物園は白化したトラで有名だ。,生まれつき色素を持たない個体。形容詞としても an albino rabbit のように使う。
E13902,1,5,aquaculture,名詞,養殖、水産養殖,the business of growing fish or plants in water for food,Aquaculture now supplies half of the fish we eat.,養殖は今や私たちが食べる魚の半分を供給している。,agriculture（農業）の水版。aqua-（水）＋culture（栽培）で覚えられる。
E13903,1,5,asterisk,名詞,アスタリスク、星印,the mark * used to point to a note or a missing word,An asterisk marks the items that are still unpaid.,星印は未払いの項目を示している。,注や補足を示す記号。ギリシャ語で「小さな星」の意味が語源。
E13904,1,5,asymmetrical,形容詞,非対称の、左右が違う,not the same in shape or size on both sides,The building has an asymmetrical roof of two heights.,その建物は高さの違う非対称の屋根を持つ。,symmetrical（対称の）に否定の a- が付いた語。asymmetric も同じ意味。
E13905,1,5,augmentation,名詞,増加、増強,the act of making something larger or stronger,The team asked for an augmentation of the budget.,チームは予算の増額を求めた。,動詞は augment。技術分野の augmented reality（拡張現実）と同じ語族。
E13906,1,5,azalea,名詞,ツツジ、アザレア,a garden bush with many bright flowers in spring,Pink azaleas bloom along the park path in April.,4月には公園の小道沿いにピンクのツツジが咲く。,春の庭木の定番。発音は「アゼイリア」に近く、つづりと音がずれる。
E13907,1,5,bacterium,名詞,細菌,a single very small living thing that can cause disease,This bacterium can survive in very hot water.,この細菌は非常に熱い湯の中でも生きられる。,複数形は bacteria。日常では複数形のほうがずっとよく使われる。
E13908,1,5,barter,動詞,物々交換する,to trade goods for other goods without using money,Farmers used to barter rice for salt and cloth.,農民たちはかつて米を塩や布と交換していた。,名詞でも使い、barter system は「物々交換制度」。お金を使わない取引。
E13909,1,5,bistro,名詞,ビストロ、小さな食堂,a small restaurant that serves simple meals,We had lunch at a bistro near the station.,駅の近くのビストロで昼食をとった。,フランス語から来た語。restaurant より小さく気取らない店を指す。
E13910,1,5,bonanza,名詞,大もうけ、思わぬ幸運,a situation that suddenly brings a lot of money or success,The new game was a bonanza for the small studio.,その新作ゲームは小さな制作会社にとって大もうけとなった。,元はスペイン語で「好天」。鉱脈を掘り当てた話から広まった語。
E13911,1,5,bosom,名詞,胸、懐,"a woman's chest, or the center of warm feelings",She held the sleeping child to her bosom.,彼女は眠る子どもを胸に抱きしめた。,a bosom friend は「親友」。古風で文学的な響きのある語。
E13912,1,5,cannibal,名詞,人食い、共食いする動物,a person or animal that eats others of its own kind,Some fish become cannibals when food runs out.,一部の魚は餌が尽きると共食いをするようになる。,形容詞は cannibalistic。企業が自社製品を食い合う cannibalize も同語源。
E13913,1,5,centurion,名詞,百人隊長,an officer in the ancient Roman army,The centurion led a hundred soldiers into battle.,その百人隊長は百人の兵士を率いて戦いに向かった。,ローマ史の用語。century（100の集まり）と同じ cent-（100）が入っている。
E13914,1,5,complacency,名詞,自己満足、油断,a feeling of being too satisfied to notice problems,Success led to complacency and then to failure.,成功は油断を招き、そして失敗につながった。,「よい気分」ではなく否定的な語。形容詞は complacent。
E13915,1,5,confessional,名詞,告解室,a small closed seat in a church where sins are told to a priest,The old church still has a wooden confessional.,その古い教会には今も木製の告解室がある。,カトリックの用語。形容詞では「告白調の」で、confessional poetry のように使う。
E13916,1,5,contentment,名詞,満足、心の安らぎ,a quiet feeling of being happy with what you have,He found contentment in a simple country life.,彼は素朴な田舎暮らしに満足を見いだした。,satisfaction より静かで長続きする幸福感。形容詞は content。
E13917,1,5,counterproductive,形容詞,逆効果の,having the opposite result to the one you wanted,Shouting at children is often counterproductive.,子どもを怒鳴りつけるのはしばしば逆効果だ。,counter-（反対に）＋productive。仕事や教育の話でよく出る語。
