登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E27210,1,10,as for,熟語,～に関しては、～はどうかというと,with regard to a particular person or thing,"As for the second hypothesis, the lecture notes offer very little supporting evidence.",二つ目の仮説に関しては、講義ノートはほとんど裏付けとなる証拠を示していない。,文頭で話題を切り替えるときに使う。as to とほぼ同義だが、as for は文頭に置くのが普通。
E27211,1,10,as to,熟語,～について、～に関して,about or concerning a particular matter,Researchers still disagree as to whether the fossils belong to a single ancient species.,その化石が単一の古代種のものかどうかについて、研究者の意見はいまだに分かれている。,as to は question や disagree、uncertainty など「議論・不確かさ」を表す語と結びつきやすい。
E27212,1,10,but for,熟語,～がなければ、～がなかったら,without something; if it were not for something,"But for the invention of the telescope, modern astronomy could not have developed so quickly.",望遠鏡の発明がなければ、近代天文学はこれほど速く発展できなかっただろう。,仮定法とともに使う硬い表現で、without や if it were not for に言い換えられる。
E27213,1,10,all but,熟語,ほとんど、～も同然,almost or nearly completely,The wetland habitat has all but disappeared since large-scale farming began in this region.,この地域で大規模農業が始まって以来、湿地の生息環境はほとんど消滅してしまった。,almost の意味の all but は disappear、impossible など極端な語の前に置かれることが多い。
E27214,1,10,all in all,慣用句,全体として、概して,considering everything together,"All in all, the experiment confirmed the theory that plants respond to changing light levels.",全体として、その実験は植物が変化する光量に反応するという理論を裏づけた。,議論をまとめる文頭表現で、on the whole や overall と言い換えられる。
E27215,1,10,so as to,熟語,～するために、～するように,in order to do something,The scientists cooled the samples slowly so as to avoid damaging their crystal structure.,科学者たちは結晶構造を傷つけないように、試料をゆっくりと冷却した。,in order to より硬い書き言葉。否定は so as not to の語順になる点に注意。
E27216,1,10,so that,熟語,～するように、その結果～,"in order that something can happen, or with the result that",The professor repeated the definition so that every student could record it accurately.,教授は全ての学生が正確に書き取れるように、その定義を繰り返した。,目的なら後ろに can や could を伴い、結果を表すときはコンマを置くことが多い。
E27217,1,10,as if,熟語,まるで～のように,in a way that suggests something is true,The rock layers look as if they were folded by enormous pressure deep underground.,その岩層は、まるで地下深くで巨大な圧力によって褶曲したかのように見える。,look、sound、seem などの後に続き、事実に反する内容では仮定法過去を使う。
E27218,1,10,if not,熟語,～ではないにしても、あるいは～かもしれない,"perhaps even, although possibly not","This theory is among the most important, if not the most important, in modern linguistics.",この理論は、最も重要とは言わないまでも、現代言語学で最も重要なものの一つである。,挿入句として使い、より強い表現を控えめに付け加える働きをする。
E27219,1,10,at will,熟語,意のままに、自由に,whenever or however one wishes,Certain cells can change their shape at will as they move through the bloodstream.,ある種の細胞は血流の中を移動しながら、自在に形を変えることができる。,freely や as one pleases と近い意味で、動詞の直後に置かれる副詞句。
E27220,1,10,just as,熟語,ちょうど～のように、～と同じように,in exactly the same way that something happens,"Just as glaciers shape valleys, rivers slowly carve deep channels into solid rock.",氷河が谷を形づくるのとちょうど同じように、川はゆっくりと硬い岩に深い水路を刻む。,二つの現象を比較する導入部で使われ、後半に so が続くこともある。
E27221,1,10,all the more,熟語,なおさら、いっそう,"even more than before, for a particular reason",The discovery is all the more remarkable because the researchers used very simple equipment.,研究者がごく単純な装置しか使わなかっただけに、その発見はなおさら注目に値する。,理由を示す because や for とセットで使われ、比較級を強める働きをする。
E27222,1,10,what is more,慣用句,さらに、その上,in addition to what has already been said,"The survey was small. What is more, the sample included only first-year university students.",その調査は規模が小さかった。さらに、標本には大学一年生しか含まれていなかった。,moreover や in addition と同義で、追加の情報、特に不利な点を重ねるときに便利。
E27223,1,10,as it were,慣用句,いわば、言ってみれば,in a way; so to speak,"The cell membrane acts as a gatekeeper, as it were, for the entire cell.",細胞膜は、いわば細胞全体の門番として働いている。,比喩を用いたことを断る挿入句で、so to speak に言い換えられる。
E27224,1,10,from time to time,熟語,時々、折にふれて,"occasionally, but not regularly",From time to time the volcano releases ash that spreads across the surrounding valleys.,その火山は時折、周囲の谷に広がる火山灰を放出する。,occasionally とほぼ同じ頻度を表し、文頭・文末のどちらにも置ける。
E27225,1,10,consider,動詞,考慮する、みなす,to think about something carefully before deciding,Historians consider several economic factors when they explain the sudden collapse of the empire.,歴史家はその帝国の突然の崩壊を説明する際、いくつかの経済的要因を考慮する。,consider A as B ではなく consider A B の形が正しく、後ろは動名詞をとる。
E27226,1,10,contact,名詞,接触、連絡,the state of touching or communicating with someone,Direct contact between the two cultures began long before written records were kept.,その二つの文化の直接的な接触は、文字記録が残される遥か以前に始まった。,come into contact with や in contact with の形で使われることが多い。
E27227,1,10,fair,形容詞,公平な、かなりの,treating everyone equally and reasonably,A fair experiment gives every group the same conditions except the factor being tested.,公平な実験とは、検証している要因以外はどの群にも同じ条件を与えるものである。,「公平な」のほかに a fair amount of で「かなりの量の」という意味にもなる。
E27228,1,10,link,名詞,関連、つながり,a connection between two things or ideas,The study found a clear link between soil quality and the growth of seedlings.,その研究は土壌の質と苗の成長との間に明確な関連を見いだした。,a link between A and B の形が基本で、connection や relationship と言い換えられる。
E27229,1,10,positive,形容詞,肯定的な、陽性の、正の,"showing agreement or support, or showing that something is present","The test results were positive, indicating that the bacteria were present in the water.",検査結果は陽性で、その水中に細菌が存在することを示していた。,学術文では「陽性の」「正の相関の」の意味で使われることが多い。
E27230,1,10,welcome,動詞,歓迎する、喜んで受け入れる,to receive something or someone with pleasure,Most scholars welcome new data that challenge long-accepted assumptions about early human migration.,ほとんどの学者は、長く受け入れられてきた初期人類の移動に関する前提に挑む新しいデータを歓迎する。,人だけでなく提案や変化を目的語にとり、welcome a change のように使う。
