登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E04601,1,2,narrator,名詞,語り手、ナレーター,the person who tells a story or speaks in a film,The narrator explains the background.,語り手が背景を説明する。,narrate（語る）の名詞形。
E04602,1,2,allow for,熟語,～を見込む、考慮に入れる,to include something in your plans or calculations,Allow for traffic when you set the time.,時刻を決めるときは渋滞を見込んでください。,allow（許す）とは意味が違う。
E04603,1,2,go ahead with,熟語,～を進める、実行に移す,to continue with a plan as intended,We decided to go ahead with the trial.,試行を進めることにした。,Go ahead. は「どうぞ」の意味。
E04604,1,2,press ahead,熟語,押し進める、強行する,to continue determinedly despite difficulty,They pressed ahead with the release.,彼らは公開を押し進めた。,press ahead with の形が多い。
E04605,1,2,decisive,形容詞,決定的な、断固とした,settling something definitely; able to decide quickly,It was the decisive factor.,それが決め手となった。,decide の形容詞形。
E04606,1,2,definitive,形容詞,決定版の、最終的な,final and not able to be improved on,This is the definitive version.,これが決定版です。,definite（明確な）と混同しやすい。
E04607,1,2,awe,名詞,畏敬、畏怖,a feeling of great respect mixed with fear,They stood in awe of the machine.,彼らはその機械に畏敬の念を抱いた。,awesome は「すごい」の口語。
E04608,1,2,ironic,形容詞,皮肉な,showing a meaning opposite to what is said or expected,It is ironic that the fix caused the fault.,修正が障害を招いたとは皮肉だ。,名詞は irony。
E04609,1,2,seize,動詞,つかむ、押収する,to take hold of something suddenly; to take by force,Seize the opportunity while you can.,できるうちに機会をつかみなさい。,発音はスィーズ。
E04610,1,2,vacant,形容詞,空いている、空席の,empty; not occupied,The post has been vacant since March.,その職は3月から空席だ。,名詞は vacancy。
E04611,1,2,vicinity,名詞,近所、付近,the area near a particular place,There are no shops in the vicinity.,付近に店はない。,in the vicinity of は「～の近くに」。
E04612,1,2,glue,名詞,のり、接着剤,a sticky substance used for joining things,Apply glue to both surfaces.,両面に接着剤を塗ってください。,動詞で「貼り付ける」。
E04613,1,2,peel,名詞,皮、果皮,the outer covering of a fruit or vegetable,Grate the lemon peel.,レモンの皮をすってください。,動詞で「皮をむく」。
E04614,1,2,puppet,名詞,操り人形、傀儡,a doll moved by strings or hands,The show used hand puppets.,その公演は指人形を使った。,政治で「傀儡政権」にも使う。
E04615,1,2,skeleton,名詞,骨格、骨組み,the frame of bones in a body; a basic structure,We have a skeleton plan so far.,今のところ骨組みだけの計画がある。,skeleton staff は最小限の人員。
E04616,1,2,sting,名詞,刺し傷、刺すこと,a wound made by an insect or plant,A bee sting can be painful.,はちの刺し傷は痛むことがある。,動詞は sting-stung-stung。
E04617,1,2,tick,名詞,チェック印、カチカチ音、ダニ,a small mark showing something is correct,Put a tick in the box.,四角にチェックを入れてください。,アメリカでは check mark と言う。
E04618,1,2,vent,名詞,通気口、排出口,an opening that lets air or gas escape,Do not block the vent.,通気口をふさがないでください。,動詞で「（感情を）吐き出す」。
E04619,1,2,royalty,名詞,印税、使用料、王族,payment to an author or inventor; members of a royal family,She receives a royalty on each copy.,彼女は1冊ごとに印税を受け取る。,この意味では royalties と複数で使うことも多い。
E04620,1,2,epidemic,名詞,流行、伝染病の流行,a widespread outbreak of a disease,The flu epidemic peaked in January.,インフルエンザの流行は1月に頂点を迎えた。,世界規模なら pandemic。
E04621,1,2,predominantly,副詞,主に、大部分は,mainly; mostly,The users are predominantly engineers.,利用者は主に技術者だ。,mainly より硬い言い方。
E04622,1,2,sufficiently,副詞,十分に,enough for a particular purpose,The data is sufficiently accurate.,そのデータは十分に正確だ。,sufficient（十分な）の副詞形。
E04623,1,2,cautious,形容詞,慎重な、用心深い,careful to avoid danger or mistakes,We took a cautious approach.,私たちは慎重な方法をとった。,caution（用心）の形容詞形。
E04624,1,2,curb,動詞,抑制する、制限する,to control or limit something,We must curb unnecessary spending.,不要な支出を抑えなければならない。,名詞では歩道の縁石（米）。
E04625,1,2,faction,名詞,派閥、分派,a small group within a larger organization,Two factions disagreed on the plan.,2つの派閥が計画で対立した。,politics でよく使う。
E04626,1,2,pitcher,名詞,水差し、投手,a large jug for liquid; a baseball player who throws,Fill the pitcher with water.,水差しに水を入れてください。,野球の投手も pitcher。
E04627,1,2,raven,名詞,わたりがらす,a large black bird with a deep call,A raven perched on the fence.,わたりがらすが柵に止まった。,crow より大きい。
E04628,1,2,shrimp,名詞,小えび,a small sea creature with a shell that is eaten,We ordered fried shrimp.,えびフライを注文した。,大きいものは prawn。
E04629,1,2,stall,名詞,露店、屋台、失速,a small shop or table in a market,She runs a fruit stall.,彼女は果物の露店を営んでいる。,動詞で「失速する」「引き延ばす」。
E04630,1,2,strap,名詞,ひも、ベルト,a narrow strip of leather or cloth for fastening,Adjust the shoulder strap.,肩ひもを調整してください。,動詞で「締める」。
E04631,1,2,get cold feet,慣用句,おじけづく、二の足を踏む,to become nervous and decide not to do something,He got cold feet before the presentation.,彼は発表の前におじけづいた。,直前で気が変わる状況で使う。
E04632,1,2,hygiene,名詞,衛生、衛生管理,the practice of keeping clean to prevent illness,Food hygiene is strictly checked.,食品衛生は厳しく点検される。,発音はハイジーン。
