登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E22110,1,8,landing,名詞,着陸、上陸、踊り場,"the act of coming down to the ground, as by a plane",The pilot announced a smooth landing at Osaka airport just before six o'clock.,パイロットは六時直前に大阪空港への滑らかな着陸を告げた。,landing は「着陸」のほか建物の「踊り場」も指す。動詞 land の名詞形として空港の案内で頻出する。
E22111,1,8,nurse,名詞,看護師,a person trained to care for sick people in a hospital,Our company clinic hired two more nurses to handle the busy season.,当社の診療所は繁忙期に対応するため看護師をさらに二名雇った。,医療系の求人広告や社内案内で登場する。動詞で「看護する」の意味もある。
E22112,1,8,obtain,動詞,得る、獲得する,"to get something, especially by effort or by asking",You must obtain written approval from the manager before ordering new office equipment.,新しい事務機器を注文する前に部長から書面の承認を得なければならない。,get より硬い語で、許可や情報や資格を「取得する」文脈で使う。obtain permission の形が頻出する。
E22113,1,8,organic,形容詞,有機の、有機栽培の,grown without artificial chemicals such as pesticides or fertilizers,The cafe near the factory serves organic coffee and locally baked bread.,工場近くのカフェは有機コーヒーと地元で焼かれたパンを出している。,食品の広告で organic produce の形でよく出る。「有機的な、組織的な」の意味もある。
E22114,1,8,ownership,名詞,所有、所有権,the state of owning something such as property or a business,Ownership of the warehouse will transfer to the buyer at the end of March.,倉庫の所有権は三月末に買い手へ移転する。,own（所有する）に -ship が付いた形。契約書では transfer of ownership の形で使われる。
E22115,1,8,recall,動詞,回収する、思い出す,to ask customers to return a product because of a fault,The manufacturer decided to recall the batteries after several customers reported problems.,製造元は複数の顧客が問題を報告した後、その電池を回収することにした。,TOEIC では製品の「リコール（回収）」の意味が特に多い。「思い出す」の意味では remember に近い。
E22116,1,8,sheet,名詞,一枚、用紙,"a thin flat piece of paper, plastic, or metal",Please sign the attendance sheet before you enter the training room.,研修室に入る前に出席表に署名してください。,a sheet of paper で「紙一枚」を表す。balance sheet（貸借対照表）など複合語でも出る。
E22117,1,8,smooth,形容詞,滑らかな、順調な,"having an even surface, or happening without problems",The manager praised the team for the smooth transfer of all customer records.,部長は全顧客記録の順調な移行についてチームを称賛した。,物理的な「滑らかさ」だけでなく問題のない進行も表す。a smooth transition が定番の組み合わせ。
E22118,1,8,vacation,名詞,休暇,a period of time when you do not work and often travel,She will take a two-week vacation after the annual audit is finished.,彼女は年次監査が終わった後に二週間の休暇を取る。,米語で holiday に当たる。paid vacation（有給休暇）や on vacation（休暇中）で頻出する。
E22119,1,8,let go of,句動詞,手放す、放す,"to stop holding something, or to give up control of it",The founder was not ready to let go of the family business last year.,創業者は昨年、家族経営の事業を手放す気にはなれなかった。,物理的に「放す」から比喩的に権限などを「手放す」意味に広がる。release に近い。
E22120,1,8,let us know,慣用句,お知らせください,used to ask someone to give you information later,Please let us know if you need a receipt for your travel expenses.,出張費の領収書が必要でしたらお知らせください。,ビジネスメールの定型句で Please let us know if の形で使う。let me know は個人からの依頼。
E22121,1,8,abroad,副詞,海外へ、海外で,in or to a foreign country,Our sales director travels abroad at least four times every year.,当社の営業部長は毎年少なくとも四回は海外へ出張する。,副詞なので to abroad とは言わない。go abroad や study abroad の形で覚える。
E22122,1,8,associate,名詞,同僚、仲間,"a person you work with, especially at the same level",My associate in the Tokyo office will handle the contract while I am away.,私が不在の間、東京事務所の同僚が契約を担当します。,動詞では「関連づける」で associate A with B の形を取る。sales associate は「販売員」。
E22123,1,8,cleaning,名詞,清掃,the activity of making a place or thing free of dirt,The building manager scheduled the annual window cleaning for next Saturday morning.,ビル管理者は年に一度の窓清掃を次の土曜の朝に予定した。,dry cleaning（ドライクリーニング）や cleaning crew（清掃員）の形でよく出る。
E22124,1,8,compete,動詞,競争する,to try to be more successful than others,Small shops find it hard to compete with large online retailers on price.,小さな店は価格で大手のネット小売業者と競争するのが難しいと感じている。,compete with は「～と競う」、compete for は「～を求めて競う」。名詞は competition。
E22125,1,8,damaged,形容詞,損傷した,harmed or broken so that it no longer works well,Three damaged boxes were returned to the supplier for a full refund.,損傷した箱三つが全額返金のため仕入先へ返送された。,配送トラブルの場面で damaged goods として頻出する。broken より広く「傷んだ」状態を指す。
E22126,1,8,discover,動詞,発見する、気づく,to find something or learn a fact for the first time,The auditor discovered several errors in last quarter's expense reports.,監査人は前四半期の経費報告書にいくつかの誤りを発見した。,find より「今まで知られていなかったこと」を見つけるという含みが強い。名詞は discovery。
E22127,1,8,entrance,名詞,入り口、入場,a door or gate where you go into a place,Visitors should register at the main entrance and wear a badge while inside.,来訪者は正面入り口で受付をし、館内では常にバッジを着用してください。,exit（出口）が反対語で、entrance fee は「入場料」。動詞 enter の名詞形である。
E22128,1,8,equally,副詞,等しく、同様に,in the same way or to the same degree,The bonus will be divided equally among the six members of the team.,賞与はチームの六人の間で等しく分配される。,divide equally（等分する）が定番の組み合わせ。文頭で「同様に」と接続的に使うこともある。
E22129,1,8,fitness,名詞,健康、適性,the condition of being physically healthy and strong,Employees receive a discount at the fitness center on the second floor.,従業員は二階のフィットネスセンターで割引を受けられる。,福利厚生の話題で fitness center や fitness class が出る。「適性」の意味もある。
E22130,1,8,handling,名詞,取り扱い,"the act of touching, moving, or dealing with something",Shipping and handling charges are added to every order over five kilograms.,発送および取り扱い手数料は五キロを超える全ての注文に加算される。,通販の請求書で shipping and handling として頻出する。「対処」の意味でも使う。
E22131,1,8,intense,形容詞,激しい、強烈な,"very great, strong, or extreme",Competition in the smartphone market has become intense over the past decade.,スマートフォン市場の競争はこの十年で激しくなった。,intense competition や intense heat の形で使う。副詞 intensely と名詞 intensity も覚えたい。
E22132,1,8,liquid,名詞,液体,"a substance that flows freely, such as water or oil",Passengers may not carry more than one bottle of liquid through security.,乗客は保安検査場を通って液体を一本より多く持ち込むことはできない。,空港の案内では複数形 liquids で出る。形容詞で「液状の」の意味もある。
E22133,1,8,mortgage,名詞,住宅ローン、抵当,a loan from a bank used to buy a house or building,The bank approved his mortgage after reviewing three years of tax records.,銀行は三年分の納税記録を確認した後、彼の住宅ローンを承認した。,発音では t を読まない。apply for a mortgage や mortgage rate の形で金融記事に出る。
E22134,1,8,narrow,形容詞,狭い、細い,small in width compared with the length,Trucks cannot use the narrow road behind the old warehouse.,トラックは古い倉庫の裏の狭い道を使えない。,幅が狭いのが narrow で、面積が狭いのは small。動詞の narrow down（絞り込む）も重要。
E22135,1,8,occasionally,副詞,時々,sometimes but not often,The director occasionally works from the branch office on Fridays.,部長は時々金曜日に支店で勤務する。,sometimes よりやや頻度が低い語。頻度の副詞は一般動詞の前、be 動詞の後に置く。
E22136,1,8,posting,名詞,掲示、求人情報,a notice or advertisement placed on a board or website,She applied for the job posting she saw on the company website yesterday.,彼女は昨日会社のウェブサイトで見た求人情報に応募した。,job posting は「求人広告」を指す。TOEIC の求人と応募のセットで頻出する。
E22137,1,8,potentially,副詞,潜在的に、可能性として,in a way that may happen or become true in the future,The new plant could potentially double our production capacity within two years.,新工場は二年以内に当社の生産能力を倍増させる可能性がある。,could や may と一緒に使い「～する可能性がある」を表す。形容詞は potential。
E22138,1,8,reduction,名詞,削減、減少,"the act of making something smaller in size, amount, or price",A ten percent reduction in packaging costs saved the company thousands of dollars.,包装費の一割削減により会社は数千ドルを節約した。,動詞 reduce の名詞形。price reduction や cost reduction の形で頻出する。
E22139,1,8,reflect,動詞,反映する、反射する,"to show or express something, or to send back light",The updated figures reflect the strong sales we recorded in Asia.,更新された数字はアジアで記録した好調な売上を反映している。,「反映する」「熟考する（reflect on）」「反射する」の三つの意味を押さえる。名詞は reflection。
E22140,1,8,refuse,動詞,断る、拒否する,to say that you will not do or accept something,The supplier refused our request for a longer payment period.,仕入先は支払期間の延長という当社の要請を断った。,refuse to do の形が基本である。decline はより丁寧な断り方を表す。
E22141,1,8,resource,名詞,資源、資料,"something such as money, staff, or materials that can be used",The project needs more resources if we want to meet the deadline.,期限に間に合わせたいなら、この事業にはより多くの資源が必要だ。,通常は複数形 resources で使う。human resources は「人事部、人材」を指す。
E22142,1,8,set back,句動詞,遅らせる,to delay the progress of something,Heavy rain set back construction of the new distribution center by two weeks.,大雨が新しい配送センターの建設を二週間遅らせた。,名詞形の setback は「後退、挫折」。工事や計画の遅れを説明する場面で出る。
E22143,1,8,set off,句動詞,出発する、引き起こす,"to start a journey, or to cause something to begin",The delivery team set off for the port before sunrise this morning.,配送チームは今朝、日の出前に港へ向けて出発した。,「出発する」の意味では leave に近い。set off an alarm は「警報を鳴らす」。
E22144,1,8,set out,句動詞,述べる、着手する,"to explain something clearly in writing, or to begin a task",The contract sets out the duties of both parties in plain language.,その契約書は両当事者の義務を平易な言葉で述べている。,文書が内容を明記するという意味で契約文書によく出る。set out to do は「～しようと着手する」。
E22145,1,8,set up,句動詞,設置する、設立する,"to build, arrange, or start something",Technicians will set up the projector in the conference room before noon.,技術者が正午前に会議室でプロジェクターを設置する。,機器の設置、会社の設立、会議の手配など幅広く使う。名詞形は setup。
E22146,1,8,subsequent,形容詞,その後の,coming after something else in time or order,All subsequent meetings will be held online to reduce travel costs.,その後の会議はすべて出張費削減のためオンラインで行われる。,previous（以前の）が反対語。副詞 subsequently は「その後」で文書に頻出する。
E22147,1,8,visible,形容詞,目に見える,able to be seen,The safety notice must remain visible to everyone working on the floor.,安全に関する掲示は現場で働く全員から見える状態でなければならない。,invisible が反対語である。clearly visible の形でよく使い、名詞は visibility。
E22148,1,8,amendment,名詞,修正、改正,"a small change made to a law, contract, or document",The lawyer sent an amendment to the lease for both parties to sign.,弁護士は両当事者が署名するための賃貸契約の修正条項を送付した。,動詞は amend。契約書関連で make an amendment to の形で出る。
E22149,1,8,arrive,動詞,到着する,to reach a place at the end of a journey,The shipment should arrive at the Yokohama warehouse by Thursday afternoon.,荷物は木曜の午後までに横浜の倉庫に到着するはずだ。,arrive at は狭い場所、arrive in は都市や国に使う。reach は他動詞である。
E22150,1,8,commonly,副詞,一般に、よく,"by most people, or in most situations",This model is commonly used by small offices with limited budgets.,この機種は予算の限られた小規模事務所で一般によく使われている。,usually より「多くの場合に共通して」という含みがある。commonly used が定番の形。
E22151,1,8,connect,動詞,つなぐ、接続する,"to join two things, or to link people by phone",Please connect the printer to the office network before you leave today.,今日帰る前にプリンターを社内ネットワークに接続してください。,connect A to または with B の形を取る。電話で「つなぐ」意味もあり、名詞は connection。
E22152,1,8,efficiency,名詞,効率,the quality of working well without wasting time or money,The new software improved the efficiency of our billing department significantly.,新しいソフトは請求部門の効率を大きく向上させた。,形容詞は efficient。improve efficiency や fuel efficiency の形で頻出する。
