登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E29910,1,10,eviction,名詞,立ち退き、追い立て,the act of legally forcing someone to leave a house or land,The lecture examined how mass eviction reshaped urban neighborhoods during the industrial period.,講義では、産業化の時代に大量の立ち退きが都市の地域社会をどう作り変えたかを検討した。,動詞は evict で、evict a tenant のように使う。法律や社会学の文章では notice of eviction の形でよく現れる。
E29911,1,10,foreclosure,名詞,差し押さえ、抵当流れ,the legal process in which a lender takes back property when loans are not repaid,Economists study how waves of foreclosure spread through housing markets after credit conditions tighten.,経済学者は、信用が引き締まった後に差し押さえの波が住宅市場をどう広がるかを研究する。,動詞形は foreclose で、foreclose on a house のように前置詞 on を伴う。金融や不動産の文章で頻出する。
E29912,1,10,mindfulness,名詞,マインドフルネス、気づきの状態,a mental state of paying careful attention to the present moment,Psychology courses often review experiments testing whether mindfulness training reduces stress among university students.,心理学の授業では、マインドフルネスの訓練が大学生のストレスを減らすかを調べる実験がよく取り上げられる。,形容詞形の mindful of ～（～に気を配って）も一緒に覚えるとよい。心理学や医療の論文で meditation と並べて使われる。
E29913,1,10,parity,名詞,同等、均衡,"the state of being equal in amount, status, or value",The study asks whether gender parity in science faculties has improved over the last decade.,その研究は、理系の教員における男女の同等性がこの十年で改善したかどうかを問うている。,社会科学では gender parity、物理や情報科学では parity bit のように分野ごとに異なる意味で使われる。equality の硬い言い換えとして覚えるとよい。
E29914,1,10,persuasive,形容詞,説得力のある,able to make people believe or agree with something,A persuasive argument in an academic paper must rest on evidence rather than personal opinion.,学術論文における説得力のある議論は、個人的な意見ではなく証拠に基づかなければならない。,動詞は persuade、名詞は persuasion で、convincing とほぼ同義である。ライティングの設問では persuasive essay という語がよく出る。
E29915,1,10,substitution,名詞,置き換え、代用,the act of using one thing in place of another,"In algebra, substitution allows a student to replace one variable with an equivalent expression.",代数では、置き換えによって学生は一つの変数を等価な式に置き換えることができる。,動詞は substitute で、substitute A for B（B のかわりに A を使う）の語順に注意する。経済学では substitution effect（代替効果）が有名。
E29916,1,10,accession,名詞,加入、即位,the act of joining a group or taking a high position,Historians debate how the accession of a young ruler changed policy toward neighboring states.,歴史学者は、若い君主の即位が近隣諸国への政策をどう変えたかを議論している。,政治史では「即位」、国際関係では accession to a treaty（条約への加入）の意味になる。図書館学では受入番号 accession number としても出る。
E29917,1,10,arithmetic,名詞,算術、計算,"the part of mathematics that deals with adding, subtracting, multiplying, and dividing",Early lessons in arithmetic prepare children for the abstract reasoning required in later mathematics.,算術の初期の学習は、後の数学で必要となる抽象的な推論に子どもを備えさせる。,名詞と形容詞で強勢の位置が動く点に注意が必要である。arithmetic mean（算術平均）という表現も覚えておきたい。
E29918,1,10,incorporation,名詞,取り込み、法人設立,the act of including something as part of a larger whole,The paper traces the incorporation of local folk melodies into nineteenth century orchestral music.,その論文は、地方の民謡の旋律が十九世紀の管弦楽曲に取り込まれていく過程をたどっている。,動詞 incorporate は incorporate A into B の形で使う。法律や経済の文脈では「会社設立」の意味になる。
E29919,1,10,retina,名詞,網膜,the layer at the back of the eye that senses light and sends signals to the brain,Light passing through the lens forms an inverted image on the retina of the eye.,レンズを通った光は、目の網膜上に上下逆さまの像を結ぶ。,形容詞は retinal で、retinal cells（網膜細胞）のように使う。複数形は retinas でも retinae でもよい。
E29920,1,10,scattering,名詞,散乱,the process in which light or particles are spread in many directions,The blue color of the sky results from the scattering of sunlight by air molecules.,空が青いのは、空気の分子による太陽光の散乱によって生じる。,物理では Rayleigh scattering（レイリー散乱）という用語で頻出する。動詞 scatter は「まき散らす、散らばる」の意味である。
E29921,1,10,iteration,名詞,反復、繰り返し,one repetition of a process that is performed again and again,Each iteration of the simulation brought the predicted values closer to the observed data.,そのシミュレーションは、繰り返すたびに予測値が観測データに近づいていった。,動詞は iterate、形容詞は iterative で、iterative process（反復的な過程）の形をよく使う。設計や計算の文章にも頻出する。
E29922,1,10,rounding,名詞,四捨五入、丸め,the act of changing a number to a simpler value that is close to it,Small errors from rounding can accumulate and distort the final result of long calculations.,四捨五入による小さな誤差は蓄積し、長い計算の最終結果をゆがめることがある。,rounding error（丸め誤差）という決まった言い方で統計や計算の文章に現れる。動詞は round up や round down のように副詞を伴う。
E29923,1,10,spherical,形容詞,球形の,having the shape of a ball,Astronomers assume a nearly spherical shape when they calculate the volume of a planet.,天文学者は惑星の体積を計算するとき、ほぼ球形であると仮定する。,名詞は sphere で、spherical coordinates（球座標）のような専門表現がある。cylindrical（円柱の）と一緒に覚えるとよい。
E29924,1,10,subconscious,形容詞,潜在意識の,existing in the mind but not fully noticed by the person,The lecturer described subconscious processes that influence choices before people can explain them.,講師は、人が説明できるようになる前に選択に影響を与える潜在意識の働きについて述べた。,名詞としても使い、the subconscious（潜在意識）の形をとる。心理学では unconscious とほぼ同義に扱われることが多い。
E29925,1,10,compressor,名詞,圧縮機,a machine that presses gas or air into a smaller space,In the engineering laboratory the compressor raises the pressure of air before it enters the turbine.,工学の実験室では、圧縮機が空気の圧力を高めてからタービンに送り込む。,動詞 compress、名詞 compression と合わせて覚えるとよい。冷凍機やジェットエンジンの説明文でよく登場する。
E29926,1,10,electrode,名詞,電極,a piece of metal through which electricity enters or leaves a device or a solution,"When current flows, hydrogen gas collects at the negative electrode of the water cell.",電流が流れると、水を入れた電解セルの負の電極に水素ガスがたまる。,陽極 anode と陰極 cathode が電極の二種類である。化学や生理学の実験の説明で頻出する。
E29927,1,10,elemental,形容詞,元素の、根源的な,relating to the basic chemical elements or to the most basic forces,Geologists measure the elemental composition of rocks to infer where the magma originally formed.,地質学者は岩石の元素組成を測定し、マグマがもともとどこで形成されたかを推定する。,elemental composition（元素組成）という組み合わせで科学の文章によく出る。「根源的な」の意味では elemental force のように使う。
E29928,1,10,infancy,名詞,幼児期、初期,the earliest period of life or of the development of something,Language researchers record how sound discrimination changes during the first months of infancy.,言語の研究者は、幼児期の最初の数か月で音の聞き分けがどう変化するかを記録する。,in its infancy は「まだ始まったばかりで」という比喩表現である。infant（乳児）や infantile と語源を共有する。
E29929,1,10,variability,名詞,変動性、ばらつき,the degree to which something changes or differs from case to case,High variability in the samples forced the team to collect additional measurements before drawing conclusions.,標本のばらつきが大きかったため、研究班は結論を出す前に追加の測定を行った。,統計では standard deviation が variability の指標となる。形容詞 variable、動詞 vary と合わせて覚えるとよい。
E29930,1,10,adhesive,名詞,接着剤,a substance used to stick two surfaces together,Engineers tested whether the adhesive kept its strength after repeated cycles of heating and cooling.,技術者たちは、その接着剤が加熱と冷却を繰り返した後も強度を保つかどうかを試験した。,形容詞としても使い、adhesive tape（粘着テープ）の形が一般的である。動詞 adhere、名詞 adhesion と同じ語族に属する。
E29931,1,10,delusion,名詞,妄想、思い違い,a false belief that a person keeps even when facts show it is wrong,The textbook distinguishes a delusion from an ordinary mistaken belief that evidence can correct.,その教科書は、証拠によって訂正できる普通の思い違いと妄想とを区別している。,動詞は delude、形容詞は delusional である。精神医学では hallucination（幻覚）と対比して説明されることが多い。
E29932,1,10,dopamine,名詞,ドーパミン,a chemical in the brain that carries signals related to reward and movement,Neuroscientists link dopamine release to the way animals learn from unexpected rewards.,神経科学者は、ドーパミンの放出を動物が予期しない報酬から学習する仕組みと結びつけている。,neurotransmitter（神経伝達物質）の代表例で、serotonin と並べて説明される。パーキンソン病を扱う文章にもよく現れる。
E29933,1,10,transformer,名詞,変圧器,a device that raises or lowers the voltage of an electric current,A transformer near the laboratory reduces the high voltage before power reaches the instruments.,実験室の近くの変圧器が、電力が装置に届く前に高い電圧を下げている。,昇圧の step-up transformer と降圧の step-down transformer の区別を押さえる。電磁誘導の説明で必ず出てくる語である。
E29934,1,10,adolescence,名詞,思春期、青年期,the period of life between childhood and adulthood,Brain imaging shows that certain frontal regions continue developing well past early adolescence.,脳の画像研究は、前頭部の一部の領域が思春期初期を過ぎても発達し続けることを示している。,形容詞・名詞の adolescent（青年期の、青年）と合わせて覚える。発達心理学の講義で childhood や adulthood と並べて使われる。
E29935,1,10,diagonal,形容詞,対角線の、斜めの,"going from one corner to the opposite corner, or slanting across",The diagonal line drawn across the square divides it into two identical triangles.,正方形に引かれた対角線は、それを二つの同じ三角形に分ける。,名詞としても使い、the diagonal of a rectangle のように言う。副詞 diagonally は図表の説明で役に立つ。
