登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E10301,1,4,ship out,句動詞,出荷する、出発する,to send goods away or leave for a distant place,We ship out the new laptops on Monday morning.,新しいノートパソコンは月曜の朝に出荷します。,商品を「送り出す」意味と、兵士や船が「出発する」意味の両方がある。
E10302,1,4,stock up on,句動詞,～を買いだめする,to buy a large amount of something for later use,People stock up on water before a big storm.,人々は大きな嵐の前に水を買いだめする。,on の後ろに買う物が来る。stock up だけでも使えるが目的語には on が必要。
E10303,1,4,take stock of,熟語,～を見つめ直す、評価する,to think carefully about a situation before deciding,Let's take stock of our progress before we continue.,続ける前に進み具合を見つめ直そう。,stock は「在庫」。在庫を数えるように状況を点検する、という比喩。
E10304,1,4,fan out,句動詞,扇状に広がる,to spread out over a wide area from one point,The search team fanned out across the forest.,捜索隊は森じゅうに扇状に広がった。,fan は「扇」。扇を開くように人や物が広がる様子を表す。
E10305,1,4,spring up,句動詞,急に現れる、続々とできる,to appear or grow quickly and suddenly,New coffee shops have sprung up all over town.,新しい喫茶店が町じゅうに次々とできた。,過去形は sprang up、過去分詞は sprung up。店や噂などに使う。
E10306,1,4,dream up,句動詞,考え出す、思いつく,to invent an unusual or clever idea,Who dreamed up this crazy marketing plan?,誰がこのとんでもない販売計画を考え出したのですか。,少し変わった発想を「ひねり出す」ニュアンス。think up より奇抜さがある。
E10307,1,4,luck out,句動詞,運よくうまくいく,to be very lucky in a particular situation,We lucked out and found a table by the window.,私たちは運よく窓際の席を確保できた。,主にアメリカ英語の口語。out が付いても「運が尽きる」ではないので注意。
E10308,1,4,name names,熟語,関係者の名前を挙げる,to say publicly who was involved in something wrong,The witness refused to name names in court.,その証人は法廷で名前を挙げることを拒んだ。,不正や悪事に関わった人を名指しする、という場面で使う決まり文句。
E10309,1,4,touch off,句動詞,引き起こす、口火を切る,to make something serious start suddenly,His remark touched off a long argument.,彼の発言が長い口論を引き起こした。,火をつけるイメージ。抗議や論争など突然始まる事に使う。
E10310,1,4,fish for,句動詞,遠回しに求める,to try to get something in an indirect way,He is always fishing for compliments at work.,彼は職場でいつもほめ言葉をほしがっている。,釣りのように「探りを入れる」。compliments や information と相性がよい。
E10311,1,4,sit back,句動詞,くつろぐ、何もしないでいる,"to relax, or to take no action when you could help",Sit back and enjoy the show tonight.,今夜はくつろいでショーを楽しんでください。,「ゆったり座る」と「傍観する」の二つの意味がある。
E10312,1,4,trip over,句動詞,～につまずく,to hit your foot on something and almost fall,She tripped over a cable in the dark hallway.,彼女は暗い廊下でケーブルにつまずいた。,つまずく相手に over が付く。trip up とは意味が違うので注意。
E10313,1,4,trip up,句動詞,しくじる、失敗させる,"to make a mistake, or to make someone make a mistake",One careless answer tripped him up in the interview.,不注意な返答ひとつが面接で彼の失敗のもとになった。,足を引っかけて転ばせるイメージから「引っかける」の意味になった。
E10314,1,4,carry away,句動詞,夢中にさせる、運び去る,to make someone lose control of their feelings,Don't get carried away by the first offer.,最初の申し出に舞い上がってはいけません。,get carried away（我を忘れる）の受け身の形でよく使う。
E10315,1,4,carry off,句動詞,うまくやり遂げる、さらう,to succeed in doing something difficult,She carried off the presentation with real confidence.,彼女は堂々とその発表をやり遂げた。,「賞をさらう」の意味もある。難しい事を見事にこなす感じ。
E10316,1,4,carry through,句動詞,やり通す、支え抜く,"to complete a plan, or to help someone survive a hard time",They carried the reform through despite strong opposition.,強い反対にもかかわらず彼らは改革をやり通した。,目的語は through の前でも後ろでも置ける。最後までやる点が要点。
E10317,1,4,make a killing,慣用句,大もうけする,to earn a very large amount of money quickly,He made a killing selling used cars online.,彼は中古車をネットで売って大もうけした。,kill から来ているが暴力とは無関係。短期間で大きな利益を得ること。
E10318,1,4,talk shop,慣用句,仕事の話をする,to talk about work when you are not working,Let's not talk shop at the dinner table.,食卓では仕事の話はやめましょう。,shop は「店」ではなく「職場」。休みの場での仕事話をさす。
E10319,1,4,catch fire,熟語,火がつく、人気が出る,"to start burning, or to suddenly become popular",The dry grass caught fire within minutes.,乾いた草は数分で火がついた。,比喩で「アイデアが広まる」の意味にも使う。過去形は caught fire。
E10320,1,4,play catch up,熟語,遅れを取り戻す,to try to reach the level of others who are ahead,Our team is playing catch up after a slow start.,出だしが遅れた私たちのチームは巻き返しを図っている。,スポーツやビジネスで、先行する相手に追いつこうとする状況を表す。
E10321,1,4,pop in,句動詞,ちょっと立ち寄る,to visit a place for a short time,I'll pop in after work to say hello.,仕事の後にちょっと顔を出しますね。,短時間の気軽な訪問。イギリス英語でよく使われる口語表現。
E10322,1,4,put one's foot down,慣用句,断固として反対する,to firmly refuse to allow something,Her father put his foot down about the late-night trip.,彼女の父は夜遅い旅行に断固反対した。,足を強く踏み下ろす様子から。one's は his や her に変えて使う。
E10323,1,4,set foot in,熟語,～に足を踏み入れる,"to enter a place, often for the first time",He has never set foot in that building.,彼はその建物に一度も足を踏み入れたことがない。,否定文で「二度と行かない」と強調するときによく使われる。
E10324,1,4,heat up,句動詞,温める、激しくなる,"to become warmer, or to become more intense",The debate heated up after the second question.,二つ目の質問の後で議論は白熱した。,料理を温める意味と、競争や議論が「白熱する」意味の両方がある。
