登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E20895,1,7,a cornerstone of,熟語,～の礎、～の要,the most important part that everything else rests on,Free speech is a cornerstone of democracy.,言論の自由は民主主義の礎だ。,建物の隅石から。制度や政策の根幹を語るときに使う。
E20896,1,7,an uphill battle,慣用句,困難な闘い,a struggle that is very hard to win,Reforming the system will be an uphill battle.,制度の改革は困難な闘いになるだろう。,坂を登りながら戦う不利から。face an uphill battle が定番。
E20897,1,7,an uphill struggle,慣用句,骨の折れる苦闘,a long effort that is difficult to succeed at,Learning the language was an uphill struggle for him.,その言語の習得は彼にとって骨の折れる苦闘だった。,battle とほぼ同義だが、英国ではこちらの形がよく使われる。
E20898,1,7,tack on,句動詞,付け足す,to add something extra at the end,The airline tacked on a fuel charge.,航空会社は燃料代を付け足した。,鋲で留める tack から。追加が唐突で余分だという響きを伴う。
E20899,1,7,soften up,句動詞,態度を和らげさせる,to make someone more willing to agree,He softened up the board with good news first.,彼はまず良い知らせで役員会の態度を和らげた。,相手を懐柔する意。物を物理的に柔らかくする意味もある。
E20900,1,7,by leaps and bounds,慣用句,飛躍的に、急速に,very quickly and by a large amount,Her Japanese has improved by leaps and bounds.,彼女の日本語は飛躍的に上達した。,leap も bound も「跳ぶ」。成長や進歩の描写にだけ使う。
E20901,1,7,a golden handshake,熟語,高額の退職金,a large payment given to someone who leaves a job,The retiring director received a golden handshake of two million.,退任する取締役は二百万の高額退職金を受け取った。,早期退職や引責辞任の際の慰労金。入社時の特別待遇は golden hello。
E20902,1,7,vie for,句動詞,～を求めて争う、競う,to compete strongly with others to get something,Six teams are vying for the last playoff spot.,六チームが最後のプレーオフ枠を争っている。,進行形は vying とつづりが変わる点に注意。compete for よりやや堅い語。
E20903,1,7,pinch pennies,慣用句,けちけちする、切り詰める,to be very careful about spending even small amounts,We had to pinch pennies during the first year.,最初の一年は切り詰めて暮らさねばならなかった。,一円玉を握りしめる姿から。名詞形 penny-pincher は「けちな人」。
E20904,1,7,a stumbling block,慣用句,障害、つまずきの石,something that stops progress or agreement,Cost remains the main stumbling block to the deal.,費用が依然としてその取引の最大の障害だ。,聖書に由来する表現。to をつけて「～への障害」と続けることが多い。
E20905,1,7,the lesser of two evils,慣用句,二つの悪のうちましなほう,the less bad of two poor choices,Voters saw him as the lesser of two evils.,有権者は彼を二つの悪のうちましなほうと見なした。,choose the lesser of two evils の形が定型。lesser は little の比較級。
E20906,1,7,loom large,熟語,大きく立ちはだかる、重くのしかかる,to seem important and worrying,The deadline looms large over the whole team.,締め切りがチーム全体に重くのしかかっている。,loom は「ぼんやりと大きく現れる」。不安な存在感を表す言い方。
E20907,1,7,sycophant,名詞,おべっか使い、追従者,a person who praises powerful people to gain favor,The king was surrounded by sycophants and yes-men.,王はおべっか使いと追従者に囲まれていた。,強い軽蔑を込めた語。形容詞は sycophantic。flatterer より非難が強い。
E20908,1,7,tannery,名詞,皮なめし工場,a factory where animal skins are made into leather,The old tannery by the river closed last spring.,川沿いの古い皮なめし工場は昨春閉鎖された。,動詞 tan（なめす）から。日焼けの tan と同語で、樹皮の渋を使う工程が語源。
E20909,1,7,tempera,名詞,テンペラ、テンペラ画法,paint made by mixing color powder with egg,The panel was painted in tempera on wood.,その板絵は木にテンペラで描かれていた。,卵を接着剤に使う古い画法。油絵具が広まる前の主流。temper とは別語。
E20910,1,7,tigress,名詞,雌のトラ,a female tiger,The tigress guarded her cubs inside the cave.,雌のトラは洞窟の中で子を守っていた。,-ess は女性を表す接尾辞で lioness と同じ形。気の強い女性の比喩にも使う。
E20911,1,7,tremolo,名詞,トレモロ、震え音,a shaking effect in music made by repeating a note,The guitarist added a slow tremolo to the chord.,ギタリストはその和音にゆるやかなトレモロを加えた。,イタリア語で「震え」。音の高さが揺れる vibrato とは別の技法。
E20912,1,7,trike,名詞,三輪車,a cycle with three wheels,Our daughter rides her red trike around the yard.,娘は赤い三輪車で庭を乗り回している。,tricycle のくだけた短縮形。二輪の bike と対にして使われる。
E20913,1,7,wispy,形容詞,細くかすかな、ほつれた,"thin, light and not thick or full",Wispy clouds drifted across the evening sky.,薄くかすかな雲が夕空を流れていった。,髪・雲・煙など細く頼りないものに使う。名詞 wisp は「一筋、ひと束」。
E20914,1,7,adorably,副詞,かわいらしく、ほほえましく,in a way that is very sweet and charming,The puppy was adorably clumsy on the slippery floor.,子犬は滑る床の上でかわいらしくぎこちなかった。,形容詞 adorable の副詞形。adore（崇拝する）と同語源だが語感は軽い。
E20915,1,7,airfoil,名詞,翼型、エアフォイル,a wing shaped to create lift as air flows over it,Engineers tested the new airfoil in a wind tunnel.,技術者たちは新しい翼型を風洞で試験した。,米つづりで、英国では aerofoil と書く。揚力を生む断面形状を指す。
E20916,1,7,asphyxia,名詞,窒息,a dangerous lack of oxygen in the body,The report gave asphyxia as the cause of death.,報告書は死因を窒息としていた。,医学・法医学の用語。動詞は asphyxiate、日常語なら suffocation。
