登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E02801,1,7,namely,副詞,すなわち,that is to say,"One thing is missing, namely the date.",一つ抜けている。日付だ。,具体名を挙げるときに使う。
E02802,1,7,nonetheless,副詞,それでもなお,in spite of that,"Nonetheless, we shipped it.",それでも出した。,nevertheless と同じ意味。
E02803,1,7,primarily,副詞,主に,mainly,It is primarily a display issue.,それは主に表示の問題だ。,形容詞は primary。
E02804,1,7,regardless,副詞,それでも、かまわず,without paying attention to,Proceed regardless of the warning.,警告があっても進める。,regardless of の形。
E02805,1,7,relatively,副詞,比較的,in comparison,It is relatively fast.,それは比較的速い。,形容詞は relative。
E02806,1,7,respectively,副詞,それぞれ,in the order mentioned,The values are 3 and 5 respectively.,値はそれぞれ3と5だ。,並べた順に対応させる語。
E02807,1,7,virtually,副詞,事実上、ほぼ,almost completely,It is virtually the same.,それはほぼ同じだ。,形容詞は virtual（仮想の）。
E02808,1,7,accelerate,動詞,加速する,to go faster,We accelerated the schedule.,日程を前倒しにした。,反対は decelerate。
E02809,1,7,alert,動詞,警告する,to warn,The system alerts on failure.,その仕組みは失敗時に知らせる。,名詞では「警報」。
E02810,1,7,amuse,動詞,楽しませる,to make someone laugh,The demo amused the audience.,その実演は聴衆を楽しませた。,形容詞は amusing / amused。
E02811,1,7,annoy,動詞,いらだたせる,to make slightly angry,Pop-ups annoy users.,飛び出す窓は利用者をいらだたせる。,形容詞は annoying。
E02812,1,7,arouse,動詞,引き起こす、目覚めさせる,to cause a feeling,It aroused some concern.,それは多少の懸念を呼んだ。,arise（生じる）と混同しやすい。
E02813,1,7,bid,動詞,入札する,to offer a price,Three firms bid for the work.,3社がその仕事に入札した。,過去形も bid。名詞では「入札」。
E02814,1,7,blend,動詞,混ぜ合わせる,to mix smoothly,Blend the two lists into one.,その2つの一覧を溶け合わせる。,名詞でも「混合」。
E02815,1,7,boast,動詞,自慢する,to talk proudly,Do not boast about the numbers.,その数字を自慢しないこと。,名詞でも「自慢」。
E02816,1,7,cling,動詞,しがみつく,to hold tightly,Do not cling to the old design.,古い設計に執着しないこと。,cling to の形。過去形は clung。
E02817,1,7,compensate,動詞,補償する、埋め合わせる,to make up for,Extra RAM compensates for slow disks.,記憶を増やせば遅い装置を補える。,名詞は compensation。
E02818,1,7,compile,動詞,編集する、コンパイルする,to put together or translate code,Compile the list from three files.,3つのファイルから一覧をまとめる。,名詞は compiler。
E02819,1,7,conclude,動詞,結論づける、終える,to decide or finish,We concluded that it is safe.,安全だと結論した。,名詞は conclusion。
E02820,1,7,confess,動詞,白状する,to admit something bad,I confess I skipped that test.,その試験を飛ばしたことを白状します。,名詞は confession。
E02821,1,7,confuse,動詞,混乱させる、混同する,to mix up,Do not confuse the two IDs.,その2つの識別子を混同しないこと。,名詞は confusion。
E02822,1,7,conserve,動詞,保存する、節約する,to keep from being wasted,Conserve battery on the road.,外では電池を節約する。,名詞は conservation。
E02823,1,7,convey,動詞,伝える,to make known,The chart conveys it better.,その図のほうがよく伝わる。,「運ぶ」の意味もある。
E02824,1,7,crush,動詞,押しつぶす,to press very hard,Do not crush the packaging.,梱包をつぶさないこと。,名詞では「圧搾、片思い」。
E02825,1,7,dampen,動詞,そぐ、湿らせる,to make less strong,The delay dampened enthusiasm.,遅れが熱意をそいだ。,形容詞は damp（湿った）。
E02826,1,7,decorate,動詞,飾る,to make more attractive,Do not decorate the report.,報告書を飾り立てないこと。,名詞は decoration。
E02827,1,7,deduct,動詞,差し引く,to take away an amount,Tax is deducted at source.,税は源泉で差し引かれる。,名詞は deduction。
E02828,1,7,defeat,動詞,打ち負かす,to win against,Complexity defeated the plan.,複雑さが計画を打ち砕いた。,名詞でも「敗北」。
E02829,1,7,delegate,動詞,委任する,to give a task to someone,Delegate the routine checks.,決まった確認は任せる。,名詞では「代表者」。
E02830,1,7,depict,動詞,描く、表す,to show in a picture or words,The diagram depicts the flow.,その図は流れを表している。,名詞は depiction。
E02831,1,7,descend,動詞,下る,to go down,The numbers descend by month.,その数字は月ごとに下がる。,反対は ascend。
E02832,1,7,despise,動詞,軽蔑する,to hate strongly,He despises manual work.,彼は手作業をひどく嫌う。,hate よりかたい語。
E02833,1,7,detach,動詞,取り外す,to separate,Detach the cable before moving.,動かす前に線を外す。,反対は attach。
E02834,1,7,devise,動詞,考案する,to invent a plan,We devised a simpler check.,もっと単純な確認を考え出した。,名詞 device と発音が違う。
E02835,1,7,dictate,動詞,指示する、書き取らせる,to say what must happen,The policy dictates the format.,その方針が書式を決める。,名詞は dictation。
E02836,1,7,digest,動詞,消化する、要約する,to break down or summarize,Digest the report before the call.,通話の前に報告を頭に入れる。,名詞では「要約」で発音が変わる。
E02837,1,7,dilute,動詞,薄める,to make weaker,Do not dilute the message.,伝えたいことをぼやけさせないこと。,名詞は dilution。
E02838,1,7,discard,動詞,捨てる,to throw away,Discard the draft and start over.,下書きを捨ててやり直す。,IT では「破棄する」。
E02839,1,7,discourage,動詞,思いとどまらせる,to make less willing,We discourage direct edits.,直接の書き換えは勧めていない。,反対は encourage。
E02840,1,7,distract,動詞,気を散らす,to take attention away,Notifications distract the team.,通知が班の気を散らす。,名詞は distraction。
E02841,1,7,distort,動詞,ゆがめる,to change the true shape,Scaling distorts the image.,拡大縮小で画像がゆがむ。,名詞は distortion。
E02842,1,7,dominate,動詞,支配する,to have control over,One vendor dominates the market.,1社がその市場を占めている。,形容詞は dominant。
E02843,1,7,drain,動詞,排出する、消耗させる,to empty or use up,The job drains the battery.,その処理は電池を消耗させる。,名詞では「排水口」。
E02844,1,7,embrace,動詞,受け入れる、抱きしめる,to accept willingly,Embrace small releases.,小刻みな公開を受け入れる。,「抱擁する」の意味もある。
E02845,1,7,endure,動詞,耐える,to suffer patiently,The design endured the load.,その設計は負荷に耐えた。,形容詞は enduring（長続きする）。
E02846,1,7,engrave,動詞,刻む,to cut into a surface,The date is engraved on the plate.,日付が板に刻まれている。,名詞は engraving。
E02847,1,7,erase,動詞,消す,to remove writing,Erase the temporary marks.,仮の印を消す。,名詞は eraser（消しゴム）。
E02848,1,7,evacuate,動詞,避難させる,to leave a dangerous place,Evacuate the floor at the alarm.,警報が鳴ったら階から避難する。,名詞は evacuation。
E02849,1,7,exaggerate,動詞,誇張する,to make seem larger,Do not exaggerate the gain.,改善を大げさに言わないこと。,名詞は exaggeration。
E02850,1,7,excel,動詞,秀でる,to be very good at,She excels at debugging.,彼女は不具合探しに秀でている。,excel at / in の形。
E02851,1,7,exhibit,動詞,示す、展示する,to show publicly,The log exhibits a clear pattern.,その記録ははっきりした型を示している。,名詞では「展示品」。
E02852,1,7,expend,動詞,費やす,to use up,We expended two weeks on it.,それに2週間を費やした。,名詞は expenditure。
E02853,1,7,explode,動詞,爆発する、急増する,to burst or grow fast,The row count exploded.,行数が一気に増えた。,名詞は explosion。
E02854,1,7,fascinate,動詞,魅了する,to interest greatly,The problem fascinated him.,その問題は彼を引き込んだ。,形容詞は fascinating。
E02855,1,7,flourish,動詞,栄える,to grow well,The team flourished after the move.,移ってから班は伸びた。,「繁栄する」の意味。
E02856,1,7,foster,動詞,育む,to help develop,Foster a habit of testing.,試験する習慣を育てる。,「里親になる」の意味もある。
E02857,1,7,frustrate,動詞,いらだたせる、挫折させる,to prevent or annoy,Slow tools frustrate everyone.,遅い道具は皆をいらだたせる。,名詞は frustration。
E02858,1,7,govern,動詞,統治する、支配する,to control,This rule governs all files.,この規則が全ファイルを律する。,名詞は government。
