登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E08501,1,3,demon,名詞,悪魔、鬼,an evil spirit in stories and religion,The old novel describes a demon living in the forest.,その古い小説は森に住む悪魔を描いている。,比喩で「悩みの種」。fight one's demons は過去の苦しみと闘うこと。
E08502,1,3,detection,名詞,発見、検出,the act of finding something that is hidden,Early detection of the disease saves many lives.,その病気の早期発見は多くの命を救う。,動詞は detect。detective（探偵）と同じ語源で「見つけ出す」が核。
E08503,1,3,doll,名詞,人形,a small model of a person used as a toy,Her daughter carries the same doll everywhere.,彼女の娘はどこにでも同じ人形を持って行く。,puppet は糸や手で動かす操り人形で別物。
E08504,1,3,elder,形容詞,年上の、年長の,"older, especially between family members",My elder brother works at a law firm.,私の兄は法律事務所で働いている。,比較級 older と違い家族に使う。名詞で the elderly は高齢者。
E08505,1,3,fiber,名詞,繊維、食物繊維,"a thin thread of material, or a part of food",Beans are a good source of fiber.,豆は食物繊維のよい供給源だ。,英国つづりは fibre。optical fiber（光ファイバー）にも使う。
E08506,1,3,grocery,名詞,食料雑貨、食料品店,food and other goods sold in a shop,I stopped at the grocery store on my way home.,帰り道で食料品店に寄った。,買った品は複数形の groceries。米国では supermarket の意味でも使う。
E08507,1,3,halfway,副詞,中間で、途中まで,at or near the middle of a distance or period,We were halfway through the meeting when he arrived.,彼が来たとき会議は半分ほど進んでいた。,meet halfway は「歩み寄る」。形容詞でも使える。
E08508,1,3,intensive,形容詞,集中的な、徹底的な,involving a lot of effort in a short time,She took an intensive English course last summer.,彼女は昨年の夏に英語の集中講座を受けた。,intense（強烈な）と混同しやすい。intensive care unit は集中治療室。
E08509,1,3,interactive,形容詞,双方向の、対話型の,allowing people and a system to act on each other,The museum has an interactive map for visitors.,その博物館には来館者向けの対話型の地図がある。,動詞 interact（やり取りする）から。IT や教育の話題で頻出。
E08510,1,3,northeast,名詞,北東、北東部,the direction or area between north and east,Heavy snow hit the northeast of the country.,大雪がその国の北東部を襲った。,形容詞・副詞にもなる。southwest（南西）が正反対。
E08511,1,3,prosecution,名詞,起訴、検察側,the act of charging someone with a crime in court,The prosecution presented new evidence today.,検察側は本日新たな証拠を提示した。,被告側は defense。動詞は prosecute。
E08512,1,3,smartphone,名詞,スマートフォン,a mobile phone that works like a small computer,He checks the news on his smartphone every morning.,彼は毎朝スマートフォンでニュースを見る。,smart（賢い）＋ phone。cell phone は通話中心の携帯電話。
E08513,1,3,spectacular,形容詞,見事な、壮観な,very impressive to look at,The view from the top was spectacular.,頂上からの眺めは見事だった。,名詞 spectacle（光景）から。ほめ言葉として会話でよく使う。
E08514,1,3,streak,名詞,連続、筋,"a series of similar events, or a long thin line",The team is on a five-game winning streak.,そのチームは5連勝中だ。,winning streak（連勝）と losing streak（連敗）で覚えるとよい。
E08515,1,3,subscription,名詞,定期購読、加入,a payment made regularly to receive a service,I canceled my magazine subscription last month.,先月、雑誌の定期購読を解約した。,動詞は subscribe。動画配信サービスの話題で頻出。
E08516,1,3,technological,形容詞,技術の、科学技術の,relating to new machines and methods,Technological change is reshaping the job market.,技術の変化が労働市場を作り変えている。,名詞は technology。technical（専門的な）とは使い方が違う。
E08517,1,3,unhappy,形容詞,不幸な、不満な,"sad, or not satisfied with something",Customers were unhappy about the price increase.,客たちは値上げに不満だった。,un + happy。be unhappy with で「～に不満だ」。
E08518,1,3,blessing,名詞,恵み、祝福、承認,"something good, or approval from someone",Good health is a blessing we often forget.,健康は私たちがよく忘れてしまう恵みだ。,a blessing in disguise は「災い転じて福となす」。
E08519,1,3,keep one's word,慣用句,約束を守る,to do what you promised to do,He always keeps his word about deadlines.,彼は締め切りの約束を必ず守る。,破るときは break one's word。word は「約束」の意味。
E08520,1,3,beg,動詞,頼み込む、懇願する,to ask for something in a very strong way,She begged her boss for one more chance.,彼女は上司にもう一度機会をくださいと頼み込んだ。,I beg your pardon は聞き返しや謝罪の丁寧表現。
E08521,1,3,buzz,名詞,ざわめき、うわさ、ブンブンいう音,"an excited feeling or talk, or a low humming sound",There is a lot of buzz about the new phone.,その新しい電話について大きな話題が起きている。,動詞で「ブンブン鳴る」。話題性を表す使い方が現代的。
E08522,1,3,comeback,名詞,返り咲き、復活,a return to success after a period of failure,The singer made a surprising comeback last year.,その歌手は昨年、驚きの返り咲きを果たした。,make a comeback の形で覚える。come back（動詞）とはつづりが別。
E08523,1,3,diesel,名詞,軽油、ディーゼル,a heavy fuel used in some engines,Diesel is still common in trucks and buses.,軽油はトラックやバスでまだ一般的だ。,考案者ディーゼル氏の名から。gasoline との違いに注意。
E08524,1,3,dip,動詞,浸す、少し下がる,"to put something briefly into a liquid, or to fall slightly",He dipped the bread into the soup.,彼はパンをスープに浸した。,名詞で「(数値の)下落」や「ディップソース」も表す。
E08525,1,3,dot,名詞,点、ドット,a small round mark,Put a dot at the end of each line.,それぞれの行の終わりに点を打ちなさい。,on the dot は「時間ちょうどに」。URL の「.」も dot と読む。
E08526,1,3,effectiveness,名詞,効果、有効性,how well something produces the result you want,They tested the effectiveness of the new drug.,彼らはその新薬の有効性を検証した。,efficiency（効率）は「むだの少なさ」で意味が違う。
E08527,1,3,graph,名詞,グラフ、図表,a drawing that shows how numbers are related,The graph shows sales over the past ten years.,そのグラフは過去10年の売上を示している。,棒グラフは bar graph、折れ線は line graph。
E08528,1,3,hack,動詞,不正侵入する、たたき切る,to break into a computer system without permission,Someone tried to hack our company server.,何者かが当社のサーバーに侵入しようとした。,名詞で「うまいやり方」。life hack（生活の知恵）でも使う。
E08529,1,3,hatred,名詞,憎しみ、憎悪,a very strong feeling of dislike,The film explores the roots of hatred between the groups.,その映画は集団間の憎しみの根源を探る。,動詞 hate の名詞形。hate より硬く重い語。
E08530,1,3,ignorant,形容詞,無知の、知らない,not knowing about something,I was completely ignorant of the new rule.,私はその新しい規則をまったく知らなかった。,be ignorant of の形で使う。相手に言うと失礼になる強い語。
E08531,1,3,majesty,名詞,威厳、陛下,"great dignity, or a title used for a king or queen",We admired the majesty of the mountains.,私たちはその山々の威厳に見とれた。,Your Majesty は国王・女王への呼びかけ。
E08532,1,3,median,名詞,中央値、中間の,the middle value in a set of numbers,The median income rose slightly this year.,今年、所得の中央値はわずかに上がった。,average（平均）と違い、並べた真ん中の値を指す。
E08533,1,3,medieval,形容詞,中世の,relating to the period from about 500 to 1500 in Europe,The town still has a medieval stone bridge.,その町には今も中世の石橋がある。,ラテン語の medium aevum（中間の時代）から。
E08534,1,3,mobility,名詞,移動性、流動性,the ability to move or to change position in society,The injury limited her mobility for months.,そのけがで彼女の移動は数か月制限された。,social mobility は「社会的流動性」。形容詞は mobile。
