登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E24510,1,9,smoke,名詞,煙、たばこの煙,the gray or white gas that rises from something burning,Thick smoke from the forest fire spread over the whole valley by evening.,森林火災の濃い煙が夕方までに谷全体に広がった。,動詞では「たばこを吸う」の意味になり、no smoking の掲示でよく見る。
E24511,1,9,think through,句動詞,じっくり考え抜く,to consider all the details of something carefully before deciding,You should think through the risks before you agree to join the research project.,その研究計画に参加すると決める前に、危険をよく考え抜くべきだ。,think over より「最後まで筋道立てて考える」感じが強く、think it through と目的語を間に置く形が多い。
E24512,1,9,work through,句動詞,乗り越える、順に処理する,to deal with a problem or a pile of tasks step by step,It took her a month to work through all the letters from readers.,読者からの手紙をすべて処理するのに彼女は一か月かかった。,つらい感情を「乗り越える」意味でも使い、work through grief のように言う。
E24513,1,9,candidate,名詞,候補者、志願者,a person who is trying to get a job or win an election,Each candidate was given three minutes to explain her plan for the city.,各候補者は市の計画を説明するのに三分ずつ与えられた。,run for office と一緒に使われ、a strong candidate for ~ で「有力候補」を表す。
E24514,1,9,discuss,動詞,話し合う、論じる,to talk about something with other people in order to decide or understand it,The class discussed how social media changes the way young people read news.,そのクラスはソーシャルメディアが若者の新聞の読み方をどう変えるかを話し合った。,他動詞なので discuss about とは言わない点が試験で狙われる。
E24515,1,9,emotional,形容詞,感情的な、感動的な,"relating to feelings, or showing strong feelings",His speech about the flood victims was so emotional that many listeners cried.,洪水の被災者についての彼の演説はとても感動的で、多くの聴衆が泣いた。,emotion の形容詞形で、冷静さを表す rational や calm と対比されることが多い。
E24516,1,9,liberal,形容詞,自由主義の、寛大な,willing to accept new ideas and different ways of living,The professor holds fairly liberal views on how schools should teach history.,その教授は学校が歴史をどう教えるべきかについてかなり自由主義的な考えを持っている。,政治では conservative の反対語として使われ、liberal arts は「教養科目」を指す。
E24517,1,9,perform,動詞,行う、演じる,"to do a task or an action, or to act or play music for an audience",The doctors performed the operation in less than two hours without any trouble.,医師たちは何の問題もなく二時間足らずでその手術を行った。,perform well は「良い成績を収める」で、名詞形 performance も頻出。
E24518,1,9,sector,名詞,部門、分野,"one part of an economy, a society, or an area",The service sector now employs more workers than farming and factories combined.,サービス部門は今や農業と工場を合わせたよりも多くの労働者を雇っている。,the public sector（公共部門）と the private sector（民間部門）の対で覚えるとよい。
E24519,1,9,strike,名詞,ストライキ、打撃,a period when workers stop working to demand better pay or conditions,"Train drivers went on strike for a week, and commuters had to walk.",電車の運転士が一週間ストライキを行い、通勤客は歩かなければならなかった。,動詞では「打つ、突然襲う」の意味で、go on strike の形が定番。
E24520,1,9,confidence,名詞,自信、信頼,"the feeling that you can do things well, or trust in someone",Practice in front of a mirror gave the shy student confidence in her speech.,鏡の前での練習は、内気なその生徒に自分の演説への自信を与えた。,形容詞は confident で、lose confidence in ~「~への信頼を失う」もよく使う。
E24521,1,9,finance,名詞,財政、資金,"the management of money, or money used to pay for something",The city could not find enough finance to repair the old stone bridge.,市はその古い石橋を修理するのに十分な資金を見つけられなかった。,動詞で「資金を出す」の意味もあり、financial（財政上の）が形容詞形。
E24522,1,9,identity,名詞,身元、独自性,who or what a person or a group is,Many immigrants struggle to keep their cultural identity while learning a new language.,多くの移民は新しい言語を学びながら自分の文化的独自性を保とうと苦労する。,identity theft は「なりすまし犯罪」で、identify（特定する）と語源が同じ。
E24523,1,9,maintain,動詞,維持する、主張する,"to keep something in the same condition, or to say firmly that something is true",The park staff maintain the walking paths so that visitors can enjoy them safely.,公園の職員は来園者が安全に楽しめるように遊歩道を維持している。,「主張する」の意味では maintain that ... の形をとり、claim に近い。
E24524,1,9,measure,動詞,測る,"to find the size, amount, or level of something",Scientists measure the thickness of the ice sheet every spring from the air.,科学者たちは毎年春に上空から氷床の厚さを測っている。,名詞では「対策」の意味があり、take measures to ~ の形で新聞に頻出。
E24525,1,9,split,動詞,分裂する、分ける,"to divide into parts, or to separate into groups",The committee split into two groups to review the reports more quickly.,委員会は報告書をより早く検討するために二つの班に分かれた。,split the bill は「割り勘にする」で、過去形も過去分詞も split と変わらない。
E24526,1,9,urban,形容詞,都市の,relating to a town or city,Urban air quality has improved since the city limited traffic in the center.,市が中心部の交通を制限して以来、都市の大気の質は改善している。,反対語は rural（田舎の）で、urban area や urban development の形で出る。
E24527,1,9,as such,熟語,それ自体は、したがって,"in the exact meaning of the word, or for that reason","He is not a teacher as such, but he explains things very clearly.",彼は厳密には教師ではないが、とても分かりやすく説明する。,前に出た名詞を受けて「そういうものとして」の意味にもなり、文脈で判断する。
E24528,1,9,at best,熟語,よくても、せいぜい,even when you judge it in the most positive way,"The old bus service is at best unreliable, and often it does not come.",その古いバスの運行はよくても当てにならず、しばしば来ない。,反対は at worst（最悪でも）で、数量の前に置くと「せいぜい~」の意味になる。
E24529,1,9,conflict,名詞,対立、紛争,a serious disagreement or a long fight between groups,The article explains how a conflict over water rights began in that region.,その記事はその地域で水利権をめぐる対立がどう始まったかを説明している。,come into conflict with ~ は「~と衝突する」、conflict of interest は「利益相反」。
E24530,1,9,corporate,形容詞,企業の、法人の,relating to a large company or to companies in general,Corporate donations paid for most of the new equipment at the public library.,企業からの寄付が公立図書館の新しい設備の大半を賄った。,corporate culture や corporate social responsibility の形でよく使われる。
E24531,1,9,debate,名詞,討論、議論,a formal discussion in which people give different opinions,The debate about lowering the voting age continued in the newspapers for months.,選挙権年齢の引き下げをめぐる議論は何か月も新聞で続いた。,動詞としても使い、under debate は「議論中で」の意味。
E24532,1,9,distribution,名詞,分配、流通、分布,the way something is shared out or delivered to different places,The map shows the distribution of rainfall across the island during the summer.,その地図は夏の間の島全体の降雨の分布を示している。,動詞は distribute で、distribution channel は「流通経路」。
E24533,1,9,escape,動詞,逃げる、免れる,to get away from a place or a dangerous situation,Two of the horses escaped from the field after the storm broke the fence.,嵐が柵を壊した後、馬のうち二頭が牧場から逃げ出した。,escape from ~ が基本だが、「~を免れる」では escape punishment のように他動詞でも使う。
E24534,1,9,phase,名詞,段階、時期,one stage in a process of change or development,The first phase of the subway project will be finished by next March.,地下鉄計画の第一段階は来年の三月までに終わる予定だ。,phase in（段階的に導入する）と phase out（段階的に廃止する）も覚えたい。
E24535,1,9,revenue,名詞,収入、歳入,the money that a company or a government receives,Tax revenue fell sharply because fewer tourists visited the coast last year.,昨年は海岸を訪れる観光客が減ったため、税収が急激に落ち込んだ。,profit（利益）と違い費用を引く前の「収入」を指し、決算の話で頻出。
E24536,1,9,secure,形容詞,安全な、確実な,"safe and not likely to be lost, damaged, or attacked",Keep your passport in a secure place while you are traveling abroad alone.,一人で海外を旅行している間は、パスポートを安全な場所に保管しなさい。,動詞では「確保する」の意味で、secure a job のように使う。
E24537,1,9,such as,熟語,例えば~のような,used to give an example of the kind of thing you mean,Green vegetables such as spinach and broccoli contain a lot of useful vitamins.,ホウレンソウやブロッコリーのような緑の野菜には有用なビタミンが多く含まれる。,like とほぼ同じだが、書き言葉では such as の方が好まれる。
E24538,1,9,temperature,名詞,温度、体温,how hot or cold something is,The average temperature in this town has risen by one degree since 1980.,この町の平均気温は1980年以来1度上昇している。,run a temperature は「熱がある」で、have a fever と同じ意味。
E24539,1,9,bird,名詞,鳥,an animal with feathers and wings that can usually fly,Every autumn thousands of birds stop at this lake on their way south.,毎年秋には何千羽もの鳥が南へ向かう途中でこの湖に立ち寄る。,a bird's-eye view は「鳥瞰図、全体像」という比喩表現。
E24540,1,9,blame,動詞,せいにする、非難する,to say that someone or something is responsible for a bad result,Do not blame the weather for the poor harvest; the soil was already dry.,不作を天気のせいにしてはいけない。土はすでに乾いていたのだ。,blame A for B と A is to blame for B の形で覚えると使い分けやすい。
E24541,1,9,context,名詞,文脈、状況,the situation or the words around something that help explain it,"Without the historical context, the poem is very hard for students to understand.",歴史的な背景がなければ、その詩は学生にとって理解するのがとても難しい。,in the context of ~「~の文脈で」と out of context「文脈を無視して」も重要。
E24542,1,9,coverage,名詞,報道、適用範囲,"the reporting of news, or how much something includes or protects",Television coverage of the election lasted from early evening until the next morning.,選挙のテレビ報道は夕方早くから翌朝まで続いた。,保険では「補償範囲」を指し、insurance coverage の形で使われる。
E24543,1,9,determine,動詞,決定する、突き止める,"to decide something officially, or to find out a fact",Researchers are trying to determine why the fish disappeared from the river suddenly.,研究者たちはなぜその魚が突然川から消えたのかを突き止めようとしている。,be determined to ~ は「~しようと固く決意している」という別の重要表現。
E24544,1,9,display,動詞,展示する、示す,"to put something where people can see it, or to show a feeling",The museum will display letters written by soldiers during the war next month.,その博物館は来月、戦時中に兵士が書いた手紙を展示する。,名詞としても使い、on display は「展示中で」。
E24545,1,9,funding,名詞,資金、資金提供,money provided for a particular purpose,"The lab lost its funding, so several young researchers had to find other work.",その研究室は資金を失い、数人の若い研究者は別の仕事を探さねばならなかった。,不可算名詞で、government funding や cut funding の形が多い。
E24546,1,9,ministry,名詞,省、庁,a government department led by a minister,The ministry of education announced new rules about class sizes in public schools.,教育省は公立学校の学級規模に関する新しい規則を発表した。,アメリカでは department を使うことが多く、minister は「大臣」。
