登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E25710,1,9,intensive,形容詞,集中的な、徹底的な,involving a lot of effort or activity in a short period,The students took an intensive language course for six weeks before studying abroad.,学生たちは留学前に六週間の集中的な語学講座を受けた。,intensive care(集中治療)やan intensive courseの形でよく使う。extensive(広範囲の)と混同しやすいので注意。
E25711,1,9,intimate,形容詞,親密な、私的な,"very close and friendly, or private and personal",She shared her intimate thoughts about the loss with only a few trusted friends.,彼女はその喪失についての私的な思いをごく少数の信頼できる友人にだけ打ち明けた。,an intimate friendは「親友」。名詞形intimacyは「親密さ」で心理学の文章によく出る。
E25712,1,9,martial,形容詞,軍事の、戦争の,"relating to war, soldiers, or fighting",The government declared martial law after the violent protests spread across the capital.,政府は暴力的な抗議が首都全体に広がった後、戒厳令を布告した。,martial law(戒厳令)とmartial arts(武術)が二大コロケーション。marital(結婚の)と綴りが似ているので注意。
E25713,1,9,presumably,副詞,おそらく、推測するに,"probably, based on what you know or can guess","The letter has no date, so it was presumably written before the war began.",その手紙には日付がないので、おそらく戦争が始まる前に書かれたものだ。,probablyより硬く、根拠のある推測を示す。エッセイや報道文でよく使われる。
E25714,1,9,rational,形容詞,理性的な、合理的な,based on clear thinking and good reasons rather than emotion,It is hard to make a rational decision when you are angry or afraid.,怒っていたり怯えていたりするときに合理的な判断を下すのは難しい。,反意語はirrational。名詞はrationality、動詞rationalizeは「正当化する」の意味になる。
E25715,1,9,spectacular,形容詞,壮観な、目覚ましい,extremely impressive or beautiful to look at,The view of the canyon at sunrise was absolutely spectacular from the northern ridge.,日の出時の峡谷の眺めは北の尾根から見ると実に壮観だった。,spectacle(光景)と同語源。success、view、growthなどを強調する形容詞としても使われる。
E25716,1,9,technological,形容詞,技術の、科学技術の,"relating to machines, tools, and scientific knowledge",Rapid technological change has altered how young people read and share information today.,急速な技術の変化は、若者が今日どのように情報を読み共有するかを変えた。,technological advanceやtechnological innovationの形が頻出。名詞technologyとの品詞の違いに注意。
E25717,1,9,temporarily,副詞,一時的に,"for a limited time only, not permanently",The library will be temporarily closed while workers replace the old heating system.,作業員が古い暖房設備を交換する間、図書館は一時的に閉鎖される。,permanently(恒久的に)の反意語。掲示やアナウンスでtemporarily unavailableの形をよく見る。
E25718,1,9,adequate,形容詞,十分な、適切な,enough in amount or good enough for a purpose,Many families in the region still lack adequate access to clean drinking water.,その地域の多くの家庭は今も清潔な飲料水への十分な手段を欠いている。,「必要最低限を満たす」というニュアンスでexcellentほどの称賛ではない。反意語はinadequate。
E25719,1,9,foul,形容詞,不快な、ひどい,"very unpleasant, especially in smell or taste","A foul smell came from the drain, so we called the building manager immediately.",排水口からひどい臭いがしたので、私たちはすぐに建物の管理人を呼んだ。,スポーツの「反則」という名詞用法もある。foul weather(荒天)やfoul languageも覚えたい。
E25720,1,9,frankly,副詞,率直に言って,in an honest and direct way,"Frankly, I do not think the committee will approve such an expensive plan.",率直に言って、委員会がそんなに高額な計画を承認するとは思えない。,文頭で「率直に言って」と意見を述べる合図になる。to be frankもほぼ同義。
E25721,1,9,hatred,名詞,憎しみ、憎悪,a very strong feeling of dislike for someone or something,The novel explores how hatred between two families slowly destroys an entire village.,その小説は二つの家族間の憎悪がいかに村全体をゆっくり破壊するかを描いている。,hateの名詞形で感情の強さを表す不可算名詞。racial hatredのように社会問題の文脈で出る。
E25722,1,9,majesty,名詞,荘厳さ、威厳,great beauty and dignity that makes people feel respect,Visitors were silent before the majesty of the ancient mountains rising above the lake.,訪問者たちは湖の上にそびえる古い山々の荘厳さを前に黙り込んだ。,Your Majestyは国王や女王への敬称。形容詞majesticも紀行文でよく使われる。
E25723,1,9,measurement,名詞,測定、寸法,the act of finding the size or amount of something,Accurate measurement of rainfall helps scientists predict floods in small mountain villages.,降雨量の正確な測定は、科学者が山あいの小さな村の洪水を予測するのに役立つ。,複数形measurementsは「寸法」の意味になる。動詞measureと合わせて理科系の文章に頻出。
E25724,1,9,median,名詞,中央値,the middle value in a set of numbers arranged in order,"The median income in the city rose slightly, though average wages stayed flat.",平均賃金は横ばいだったが、その市の所得の中央値はわずかに上昇した。,average(平均)と区別して統計記事で使われる。形容詞としてmedian ageのようにも使う。
E25725,1,9,medieval,形容詞,中世の,relating to the period in Europe from about 500 to 1500,The museum displays medieval manuscripts that monks copied by hand over many years.,その博物館は修道士が何年もかけて手で写した中世の写本を展示している。,medieval castleやmedieval timesの形で歴史の文章に頻出。発音の強勢の位置に注意。
E25726,1,9,savage,形容詞,獰猛な、痛烈な,"very cruel and violent, or fiercely critical",The film received savage reviews from critics who called the plot deeply confusing.,その映画は筋が非常に分かりにくいと評した批評家から痛烈な批評を受けた。,a savage attackやsavage criticismの形が多い。人を指す古い名詞用法は差別的なので避ける。
E25727,1,9,sophisticated,形容詞,洗練された、高度な,"advanced and complex, or having refined taste",Modern telescopes use sophisticated software to remove noise from images of distant stars.,現代の望遠鏡は遠い星の画像からノイズを取り除く高度なソフトウェアを使う。,機械なら「高性能な」、人なら「洗練された」。科学記事ではa sophisticated techniqueがよく出る。
E25728,1,9,stance,名詞,立場、姿勢,a public attitude or opinion about an issue,The mayor softened her stance on the new tax after meeting local shop owners.,市長は地元の店主たちと会った後、新税に関する自らの立場を和らげた。,take a stance on ...の形で「～について立場を取る」となる。positionの言い換えに使える。
E25729,1,9,static,形容詞,静的な、変化のない,not moving or changing over a period of time,Wages have remained static for a decade while housing costs climbed steadily.,住宅費が着実に上がる一方で、賃金は十年間変化がないままだ。,dynamic(動的な)の反意語。名詞では「ラジオなどの雑音」を指す用法もある。
E25730,1,9,surgical,形容詞,外科の、手術の,relating to medical operations performed by cutting the body,The hospital bought new surgical equipment with money donated by former patients.,その病院はかつての患者から寄付された資金で新しい手術用の器具を購入した。,surgery(手術)やsurgeon(外科医)とセットで覚える。surgical precisionは「精密さ」の比喩。
E25731,1,9,tablet,名詞,錠剤、タブレット端末,"a small solid piece of medicine, or a flat portable computer",Take one tablet with water twice a day until the fever completely disappears.,熱が完全に下がるまで、一日二回、水と一緒に錠剤を一錠飲んでください。,薬なら「錠剤」、機器なら「タブレット端末」、石なら「銘板」。文脈で意味が決まる。
E25732,1,9,warming,名詞,温暖化、暖めること,"the process of becoming warmer, especially of the earth",Global warming has already shortened the skiing season in many northern mountain regions.,地球温暖化は北方の多くの山岳地域ですでにスキーの季節を短くしている。,global warmingは環境問題の定番表現。climate changeと言い換えられることが多い。
E25733,1,9,aging,名詞,高齢化、老化,"the process of growing old, or a population becoming older",Japan's aging population has increased the demand for nurses in small rural towns.,日本の人口の高齢化は、小さな農村地域での看護師の需要を高めている。,形容詞的にan aging societyとも使う。イギリス英語ではageingと綴る。
E25734,1,9,authentic,形容詞,本物の、真正の,"real and genuine, not a copy or an imitation",The restaurant serves authentic regional dishes prepared exactly as villagers cook them.,そのレストランは村人が作るのとまったく同じに調理された本物の郷土料理を出す。,genuineの類義語で、料理や文化や文書の「本物らしさ」に使う。名詞はauthenticity。
E25735,1,9,finale,名詞,最終楽章、フィナーレ,"the last part of a piece of music, a show, or a series",The orchestra ended the concert with a powerful finale that drew loud applause.,楽団は大きな拍手を誘う力強いフィナーレでコンサートを締めくくった。,grand finaleで「大団円」。テレビ番組についてはseason finaleの形もよく使う。
E25736,1,9,invention,名詞,発明、発明品,a new thing that someone has designed or created,The invention of the printing press changed how ordinary people learned about the world.,印刷機の発明は、普通の人々が世界について学ぶ方法を変えた。,discovery(発見)は既にあるものを見つけること、inventionは新たに作り出すこと。
E25737,1,9,likewise,副詞,同様に,"in the same way, or also","She donated half her prize money, and her brother did likewise the following week.",彼女は賞金の半分を寄付し、兄も翌週に同様のことをした。,similarlyの硬い言い換えで、文頭でも文末でも使える。do likewiseの形が便利。
E25738,1,9,magnificent,形容詞,壮大な、見事な,"extremely beautiful, large, or impressive",The magnificent hall was decorated with paintings that took thirty years to finish.,その壮大な広間は完成に三十年かかった絵画で飾られていた。,splendidやgrandに近い強い賞賛語。建築や景色や演奏の描写に向く。
E25739,1,9,nonetheless,副詞,それにもかかわらず,in spite of what has just been said,"The experiment failed, but the team nonetheless learned a great deal from the data.",実験は失敗したが、それにもかかわらずチームはデータから多くを学んだ。,neverthelessとほぼ同義で、論説文の逆接によく使う。副詞なので接続詞のようには使えない。
E25740,1,9,resigned,形容詞,あきらめた、観念した,accepting an unpleasant situation that cannot be changed,He gave a resigned smile when he heard the flight had been cancelled again.,彼は便がまた欠航になったと聞いて、あきらめた笑みを浮かべた。,be resigned to ...ingで「～を甘受している」。動詞resign(辞任する)の過去形と区別する。
E25741,1,9,shallow,形容詞,浅い、浅薄な,"not deep, or not showing serious thought",Children can play safely in the shallow water near the eastern end of the beach.,子どもたちは浜の東端近くの浅い水の中で安全に遊べる。,物理的な「浅い」だけでなくa shallow argumentのように「浅薄な」も表す。反意語はdeep。
E25742,1,9,thermal,形容詞,熱の、保温性の,relating to heat or to keeping heat in,The plant converts thermal energy from underground steam into electricity for nearby towns.,その発電所は地下の蒸気からの熱エネルギーを近隣の町向けの電気に変える。,thermal energyやthermal imagingなど理科の文脈で頻出。thermal underwearは「保温下着」。
E25743,1,9,arctic,形容詞,北極の、極寒の,"relating to the North Pole, or extremely cold",Arctic ice has been melting far faster than most earlier models predicted.,北極の氷は以前のたいていのモデルが予測したよりもはるかに速く溶けている。,大文字Arcticで固有の「北極地方」を指す。反対はantarctic(南極の)。
E25744,1,9,chapel,名詞,礼拝堂,a small building or room used for Christian prayer,The college chapel is open to visitors on weekday afternoons throughout the year.,その大学の礼拝堂は一年を通じて平日の午後に訪問者へ開放されている。,church(教会)より小規模で、学校や病院に付属することが多い建物を指す。
E25745,1,9,kidney,名詞,腎臓,one of the two organs that remove waste from your blood,Doctors warned that too much salt can slowly damage the kidneys over time.,医師たちは塩分の取りすぎが時間をかけて腎臓を傷つけうると警告した。,kidney failure(腎不全)やkidney transplant(腎移植)の形で医療記事に出る。
E25746,1,9,mineral,名詞,鉱物、ミネラル,"a natural substance in the earth, or a nutrient in food",Green vegetables provide iron and other minerals that growing children clearly need.,緑の野菜は成長期の子どもが明らかに必要とする鉄分やその他のミネラルを供給する。,mineral water(ミネラルウォーター)やmineral resources(鉱物資源)の形で使う。
