登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E01901,1,4,visible,形容詞,見える,able to be seen,The button is not visible here.,ここではボタンが見えない。,反対は invisible。
E01902,1,4,absorb,動詞,吸収する,to take in,The foam absorbs the shock.,その泡材が衝撃を吸収する。,名詞は absorption。
E01903,1,4,accompany,動詞,同行する、伴う,to go with,A guide accompanies the file.,そのファイルには手引きが付く。,名詞は company（仲間、会社）と同語源。
E01904,1,4,accumulate,動詞,蓄積する,to collect over time,Logs accumulate quickly here.,ここでは記録がすぐたまる。,名詞は accumulation。
E01905,1,4,acquire,動詞,獲得する、買収する,to get or buy,They acquired the smaller firm.,彼らは小さい会社を買収した。,名詞は acquisition。
E01906,1,4,activate,動詞,有効にする,to make active,Activate the license by mail.,使用権はメールで有効にする。,反対は deactivate。
E01907,1,4,advise,動詞,助言する,to give advice,I advise a smaller change.,もっと小さな変更をお勧めします。,名詞は advice（発音も違う）。
E01908,1,4,aid,動詞,助ける,to help,The chart aids understanding.,その図は理解を助ける。,名詞でも「援助」。first aid は「応急手当」。
E01909,1,4,alter,動詞,変更する,to change,Do not alter the original file.,元のファイルは変えないこと。,SQL の ALTER TABLE のこと。
E01910,1,4,arise,動詞,生じる,to happen,Problems arise when data is missing.,資料が欠けると問題が生じる。,過去形は arose。他動詞ではない。
E01911,1,4,assess,動詞,評価する、査定する,to judge the value,Assess the risk before starting.,始める前に危険度を見積もる。,名詞は assessment。
E01912,1,4,attract,動詞,引きつける,to make interested,The demo attracted many users.,その実演は多くの利用者を引きつけた。,名詞は attraction。
E01913,1,4,bend,動詞,曲げる,to make curved,Do not bend the card.,その札を曲げないこと。,過去形は bent。
E01914,1,4,bind,動詞,縛る、結び付ける,to tie together,The contract binds both sides.,その契約は双方を縛る。,過去形は bound。
E01915,1,4,boost,動詞,押し上げる,to increase,Caching boosts the speed.,一時保存が速さを押し上げる。,名詞でも「後押し」。
E01916,1,4,burn,動詞,燃やす、焼く,to destroy with fire,Burn the data to a disc.,資料を円盤に焼く。,過去形は burned / burnt。
E01917,1,4,bury,動詞,埋める,to put under ground,The setting is buried in a submenu.,その設定は下の階層に埋もれている。,発音は「ベリー」。
E01918,1,4,capture,動詞,捕らえる、取り込む,to catch or record,Capture the screen and attach it.,画面を写して添えてください。,名詞でも「取り込み」。
E01919,1,4,cease,動詞,やめる、止む,to stop,The service ceased last March.,そのサービスは昨年3月に終わった。,stop よりかたい言い方。
E01920,1,4,cite,動詞,引用する,to quote as a source,"Cite the manual, not a blog.",手引きを引用する。日記ではなく。,名詞は citation。site / sight と同音。
E01921,1,4,clarify,動詞,はっきりさせる,to make clear,Clarify the meaning of this field.,この欄の意味をはっきりさせる。,名詞は clarification。
E01922,1,4,classify,動詞,分類する,to put into groups,Classify the errors by cause.,異常を原因で分類する。,classified は「機密の」。
E01923,1,4,collapse,動詞,崩れる、折りたたむ,to fall down or fold,Collapse the tree to see less.,枝を畳んで表示を減らす。,名詞でも「崩壊」。
E01924,1,4,compete,動詞,競争する,to try to win,Two tools compete for the same job.,同じ仕事で2つの道具が競っている。,名詞は competition。
E01925,1,4,compose,動詞,構成する、作曲する,to make up or write music,The team is composed of five people.,その班は5人で構成されている。,be composed of の形。
E01926,1,4,conduct,動詞,行う、指揮する,to carry out,We conducted a survey last week.,先週、調査を行った。,名詞では「行い」で発音が変わる。
E01927,1,4,consult,動詞,相談する、参照する,to ask for advice,Consult the manual first.,まず手引きを参照する。,名詞は consultant。
E01928,1,4,consume,動詞,消費する,to use up,The job consumes a lot of memory.,その処理は記憶領域を多く使う。,名詞は consumption。
E01929,1,4,convince,動詞,納得させる,to make someone believe,The numbers convinced the manager.,その数字が課長を納得させた。,be convinced は「確信している」。
E01930,1,4,cope,動詞,うまく対処する,to deal with difficulty,We cope with two systems at once.,2つの仕組みを同時に扱っている。,cope with の形。
E01931,1,4,crash,動詞,衝突する、（機械が）落ちる,to hit hard or stop working,The app crashed on startup.,起動時にアプリが落ちた。,名詞でも「衝突、異常終了」。
E01932,1,4,cure,動詞,治す,to make well,Restarting does not cure the cause.,再起動しても原因は治らない。,名詞でも「治療法」。
E01933,1,4,dare,動詞,あえて～する,to be brave enough,No one dared to touch it.,誰も手を出そうとしなかった。,How dare you は強い非難。
E01934,1,4,deal,動詞,扱う、取引する,to handle,Who deals with the invoices?,請求書は誰が扱いますか。,deal with の形。名詞では「取引」。
E01935,1,4,decline,動詞,断る、減少する,to refuse or go down,Sales declined for two quarters.,売上が2期続けて減った。,名詞でも「減少」。
E01936,1,4,dedicate,動詞,捧げる、専用にする,to give fully to,A dedicated server runs the job.,専用のサーバがその処理を回す。,dedicated は「専用の、献身的な」。
E01937,1,4,derive,動詞,導き出す,to get from a source,The value derives from the total.,その値は合計から導かれる。,derive from の形。
E01938,1,4,detect,動詞,検出する,to discover,The tool detects broken links.,その道具は切れた参照先を見つける。,名詞は detection。
E01939,1,4,devote,動詞,捧げる,to give time to,He devoted a week to testing.,彼は一週間を試験に充てた。,devote 時間 to 事 の形。
E01940,1,4,differ,動詞,異なる,to be unlike,The two files differ in one line.,その2つのファイルは1行だけ違う。,名詞は difference。
