登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E10901,1,4,push through,句動詞,押し通す、成立させる,to make something be accepted or completed despite difficulty,The mayor pushed the new law through in three weeks.,市長は新しい法律を3週間で成立させた。,議案や計画を反対を押し切って通す場面で使う。through は「最後まで」。
E10902,1,4,take a back seat,慣用句,一歩引く、脇に回る,to take a less important role than before,He took a back seat and let his students lead.,彼は一歩引いて学生たちに主導させた。,車の後部座席のイメージ。主役をやめて控えに回ること。
E10903,1,4,draw in,句動詞,引き込む、日が短くなる,to attract someone or something into a place or situation,The film draws in viewers with its opening scene.,その映画は冒頭の場面で観客を引き込む。,The days are drawing in は「日が短くなる」の決まった言い方。
E10904,1,4,draw on,句動詞,利用する、頼る,to use knowledge or experience that you already have,She drew on her years abroad to write the book.,彼女は海外での年月を生かしてその本を書いた。,draw on experience の形が定番。「近づく」の意味もある。
E10905,1,4,draw out,句動詞,引き出す、長引かせる,"to make someone talk more, or to make something last longer",A good teacher can draw out shy students.,よい教師は内気な生徒の言葉を引き出せる。,会議を長引かせる意味でも使う。draw in の反対のイメージ。
E10906,1,4,draw the line,慣用句,一線を引く、限度を決める,to set a limit on what you will accept or do,"I help with chores, but I draw the line at ironing.",家事は手伝うが、アイロンがけだけは断る。,後ろに at をつけて「～は許さない」と限度を示す。
E10907,1,4,gain ground,慣用句,勢いを増す、地歩を得る,to become more popular or successful,Electric cars are gaining ground in the city.,電気自動車が市内で勢いを増している。,戦いで陣地を得る比喩。反対は lose ground（後退する）。
E10908,1,4,ring up,句動詞,電話する、レジで打つ,"to telephone someone, or to record a sale on a register",Ring me up when your train arrives.,電車が着いたら電話してください。,英国では「電話する」。米国では店員がレジを打つ意味が多い。
E10909,1,4,rise above,句動詞,超越する、負けずにいる,to not let a bad situation or feeling defeat you,She rose above the criticism and kept working.,彼女は批判に負けずに仕事を続けた。,困難や中傷より高い所に立つイメージ。前向きな評価の語。
E10910,1,4,waste away,句動詞,やせ衰える,to become thin and weak over a period of time,The old dog wasted away after the illness.,その老犬は病気の後にやせ衰えた。,病気などで少しずつ衰える様子。away は「消えていく」感じ。
E10911,1,4,make the grade,慣用句,水準に達する、合格する,to reach the necessary standard,Only ten of the fifty players made the grade.,50人の選手のうち10人だけが水準に達した。,grade は「等級」。試験や選考で基準を満たす場面で使う。
E10912,1,4,cast doubt on,熟語,疑いを投げかける,to make people uncertain about something,The new data casts doubt on the earlier study.,新しいデータは以前の研究に疑問を投げかける。,cast は「投げる」。ニュースや論文でよく見る堅い言い方。
E10913,1,4,handle with care,熟語,取り扱い注意,to treat something or someone very gently,"This box is fragile, so handle with care.",この箱は壊れやすいので取り扱いに注意してください。,荷物の表示でおなじみ。人の気持ちに対しても使える。
E10914,1,4,come apart,句動詞,ばらばらになる、崩れる,to break into pieces or stop working well,The cheap chair came apart after a month.,その安い椅子は1か月でばらばらになった。,計画が破綻する意味にも使う。fall apart とほぼ同じ。
E10915,1,4,decide on,句動詞,～に決める,to choose one thing after thinking about it,We finally decided on a beach wedding.,私たちはついに海辺での結婚式に決めた。,選択肢から1つ選ぶときは decide to ではなく decide on。
E10916,1,4,pick apart,句動詞,細かく批判する、分解する,to criticize something in great detail,The critics picked apart his first novel.,批評家たちは彼の最初の小説を細かく批判した。,「一つずつつまんで離す」から粗探しの意味に。
E10917,1,4,shut out,句動詞,締め出す、遮断する,to keep someone or something outside or away,Thick curtains shut out the morning light.,厚いカーテンが朝の光を遮った。,スポーツでは「完封する」。感情を締め出す意味もある。
E10918,1,4,shut up,句動詞,黙る、閉じ込める,to stop talking,He told the noisy crowd to shut up.,彼はうるさい群衆に黙るように言った。,命令形はかなり失礼。丁寧には Please be quiet を使う。
E10919,1,4,get carried away,慣用句,調子に乗る、夢中になりすぎる,to become too excited and lose control,I got carried away and bought three coats.,私は調子に乗ってコートを3着買ってしまった。,感情に運び去られる比喩。買い物や話しすぎの反省でよく使う。
E10920,1,4,tough it out,句動詞,耐え抜く,to endure a difficult situation without giving up,"We had no heater, so we toughed it out.",暖房がなかったので、私たちは耐え抜いた。,it は形だけの目的語。口語的で力強い言い方。
E10921,1,4,dress down,句動詞,普段着で行く、叱る,"to wear casual clothes, or to scold someone",Employees may dress down on Fridays.,社員は金曜日には普段着で来てよい。,「厳しく叱る」の意味もあるので文脈で判断する。
E10922,1,4,dress up,句動詞,着飾る、仮装する,to put on formal or special clothes,The children dressed up as animals for the party.,子どもたちはパーティーで動物の格好をした。,dress down の反対。「よく見せる」の意味でも使う。
E10923,1,4,on the cards,慣用句,起こりそうな,likely to happen,A change of manager is on the cards this year.,今年は監督交代がありそうだ。,占いのカードが由来。米国では in the cards と言う。
E10924,1,4,stick around,句動詞,その場に残る、待つ,to stay in a place for a while longer,Stick around after the show to meet the band.,公演の後も残ってバンドに会ってください。,口語で「もう少しいて」と誘うときの定番表現。
E10925,1,4,stick together,句動詞,団結する、離れずにいる,to stay loyal to each other and give support,Our family sticks together in hard times.,うちの家族は苦しいときに団結する。,物が「くっつく」からの比喩。仲間意識を表す。
E10926,1,4,tequila,名詞,テキーラ,a strong alcoholic drink made in Mexico,He ordered a glass of tequila with lime.,彼はライム付きのテキーラを一杯注文した。,メキシコの町の名前が語源。発音は「テキーラ」で q は k の音。
E10927,1,4,terrestrial,形容詞,地上の、陸生の,relating to the earth or to land rather than water or air,Frogs begin in water but become terrestrial adults.,カエルは水中で生まれるが陸生の成体になる。,ラテン語の terra（大地）から。extraterrestrial は「地球外の」。
E10928,1,4,upfront,形容詞,率直な、前払いの,"honest and direct, or paid before the work starts",She was upfront about the risks of the plan.,彼女は計画の危険性について率直だった。,お金の話では「前払いの」。pay upfront の形で覚える。
E10929,1,4,virginity,名詞,純潔、手つかずの状態,the state of never having been used or touched,The forest has kept its virginity for centuries.,その森は何世紀も手つかずのままだ。,土地や自然について「未開のまま」を表す使い方がある。
E10930,1,4,cleanse,動詞,洗い清める、浄化する,to clean something thoroughly,Cleanse the wound before you put on a bandage.,包帯を巻く前に傷口をよく洗いなさい。,clean より強く、宗教的な「清める」にも使う。発音は「クレンズ」。
E10931,1,4,alto,名詞,アルト、中音域,the lowest singing voice of a woman or boy,She sings alto in the church choir.,彼女は教会の聖歌隊でアルトを歌う。,イタリア語で「高い」。楽器名にも alto saxophone のように付く。
E10932,1,4,aperture,名詞,開口部、絞り,a small opening that lets light through,Widen the aperture to take photos at night.,夜に写真を撮るには絞りを開きなさい。,カメラ用語として頻出。ラテン語の aperire（開く）から。
E10933,1,4,biodiversity,名詞,生物多様性,the variety of plants and animals in a place,Cutting the forest reduced local biodiversity.,森林の伐採は地域の生物多様性を減らした。,bio（生命）＋diversity（多様性）。環境ニュースの必須語。
E10934,1,4,biomedical,形容詞,生物医学の,relating to biology and medicine together,She works in a biomedical research lab.,彼女は生物医学の研究室で働いている。,医学と生物学をつなぐ分野。biomedical engineering は医工学。
E10935,1,4,breadth,名詞,幅、広さ、幅広さ,"the distance from side to side, or a wide range",The breadth of his knowledge surprised us.,彼の知識の広さは私たちを驚かせた。,broad の名詞形。length（長さ）と対で覚える。発音は「ブレッドス」。
E10936,1,4,char,動詞,黒焦げにする,to burn something so that it turns black,The fire charred the walls of the kitchen.,火事で台所の壁が黒焦げになった。,料理で charred vegetables（こんがり焼いた野菜）とも言う。
E10937,1,4,concord,名詞,一致、調和,agreement and peace between people or countries,The two nations lived in concord for decades.,その二国は何十年も友好のうちに暮らした。,con（共に）＋cord（心）。反対は discord（不和）。
E10938,1,4,connector,名詞,接続具、つなぐもの,a device or thing that joins two parts together,This cable needs a different connector.,このケーブルには別の接続端子が必要だ。,機器の端子を指すことが多い。人や町をつなぐ意味でも使う。
E10939,1,4,containment,名詞,封じ込め、抑制,the act of keeping something under control,Containment of the fire took two long days.,火災の封じ込めには丸2日かかった。,冷戦の政策名としても有名。動詞は contain。
E10940,1,4,eddy,名詞,渦、渦巻き,a circular movement of water or air,Leaves spun in an eddy near the bank.,岸辺の渦で葉が回っていた。,川の岸近くにできる小さな渦。動詞でも「渦を巻く」。
E10941,1,4,espionage,名詞,スパイ活動、諜報,the activity of secretly getting information,He was arrested on charges of industrial espionage.,彼は産業スパイの容疑で逮捕された。,フランス語由来で発音は「エスピオナージ」。spy の名詞形の堅い語。
E10942,1,4,existential,形容詞,存在に関わる、実存の,"relating to existence, especially whether life has meaning",Climate change is an existential threat to islands.,気候変動は島々にとって存亡に関わる脅威だ。,existential threat（存亡の危機）の形が近年よく使われる。
E10943,1,4,experimentation,名詞,実験、試み,the process of trying new methods or ideas,The chef allows free experimentation in his kitchen.,そのシェフは厨房で自由な試みを認めている。,experiment の名詞形で「実験すること」という行為を指す。
E10944,1,4,flashback,名詞,回想場面、フラッシュバック,"a sudden clear memory, or a scene showing the past",The movie opens with a flashback to his childhood.,その映画は彼の子ども時代の回想場面で始まる。,映画や小説の技法。つらい記憶が突然よみがえる意味もある。
E10945,1,4,gloss,名詞,つや、光沢、注釈,"a shiny surface, or a short explanation of a word",The paint dries with a soft gloss.,その塗料は柔らかいつやを残して乾く。,glossy（つやのある）の名詞。本の脚注の「語釈」の意味もある。
E10946,1,4,grumpy,形容詞,不機嫌な、気難しい,easily annoyed and often complaining,He gets grumpy when he skips breakfast.,彼は朝食を抜くと不機嫌になる。,口語的でかわいらしい響き。angry より軽い苛立ちを表す。
E10947,1,4,guise,名詞,見せかけ、装い,a false appearance used to hide the truth,He entered the building in the guise of a repairman.,彼は修理工を装って建物に入った。,in the guise of（～を装って）の形で使うのが普通。
E10948,1,4,hush,動詞,静かにさせる、黙らせる,to make someone or something quiet,She hushed the baby with a soft song.,彼女は優しい歌で赤ちゃんを静かにさせた。,間投詞で Hush!（しっ）とも使う。hush up は「もみ消す」。
E10949,1,4,imitation,名詞,模倣、まね、模造品,"a copy of something, or the act of copying",This bag is a cheap imitation of a famous brand.,このかばんは有名ブランドの安い模造品だ。,Imitation is the sincerest form of flattery ということわざが有名。
E10950,1,4,immersion,名詞,没入、浸すこと,the state of being completely involved in something,Language immersion is the fastest way to learn.,言語への没入が学習の最も速い方法だ。,水に沈める意味から。immersion program は「集中体験学習」。
E10951,1,4,irresistible,形容詞,抗しがたい、たまらない,so attractive or strong that you cannot refuse it,The smell of fresh bread was irresistible.,焼きたてのパンの香りはたまらなかった。,ir（否定）＋resist（抵抗する）。s が2つ続くつづりに注意。
E10952,1,4,landslide,名詞,地滑り、圧勝,"a mass of earth falling down a slope, or a huge win",Heavy rain caused a landslide on the mountain road.,大雨で山道に地滑りが起きた。,選挙では a landslide victory（地滑り的勝利）で圧勝を表す。
E10953,1,4,mermaid,名詞,人魚,"an imaginary sea creature, half woman and half fish",The children drew a mermaid on the sand.,子どもたちは砂に人魚を描いた。,mer（海）＋maid（乙女）。男性は merman と言う。
E10954,1,4,moderation,名詞,節度、適度、緩和,the quality of avoiding extremes,Sugar is fine in moderation.,砂糖も適度になら問題ない。,in moderation（ほどほどに）の形で覚えると使いやすい。
E10955,1,4,nobility,名詞,貴族、高潔さ,the group of people of high social rank; noble character,The nobility once owned most of the land.,かつては貴族が土地の大半を所有していた。,noble の名詞形。「気高さ」という性質の意味もある。
E10956,1,4,paranormal,形容詞,超常的な,impossible to explain by science,The show investigates paranormal events.,その番組は超常現象を調査している。,para（越えた）＋normal。幽霊や超能力の話題で使う。
E10957,1,4,pear,名詞,洋なし,a sweet fruit that is round at the bottom and narrow at the top,She sliced a ripe pear for the salad.,彼女はサラダ用に熟した洋なしを切った。,発音は pair と同じ。go pear-shaped は「うまくいかなくなる」。
E10958,1,4,piston,名詞,ピストン,a part inside an engine that moves up and down,A broken piston stopped the old engine.,ピストンが壊れて古いエンジンが止まった。,エンジンの中で往復する部品。機械の話でよく出る。
E10959,1,4,puberty,名詞,思春期,the time when a child's body becomes adult,Boys' voices change during puberty.,少年の声は思春期に変わる。,体の変化を指す語。心の面を含む時期は adolescence と言う。
E10960,1,4,reggae,名詞,レゲエ,a style of popular music from Jamaica,The bar plays reggae every Sunday night.,その店は毎週日曜の夜にレゲエをかける。,ジャマイカ発祥の音楽。発音は「レゲイ」に近い。
E10961,1,4,rethink,動詞,考え直す,to think about a plan again in order to change it,The city had to rethink its traffic plan.,市は交通計画を考え直さねばならなかった。,re（再び）＋think。名詞でも a rethink（再考）と使う。
E10962,1,4,rewrite,動詞,書き直す,to write something again in a different way,He rewrote the ending three times.,彼は結末を3回書き直した。,過去形は rewrote、過去分詞は rewritten と不規則変化。
E10963,1,4,rodeo,名詞,ロデオ,a show where riders stay on wild horses or bulls,We watched a rodeo in a small Texas town.,私たちはテキサスの小さな町でロデオを見た。,スペイン語由来。アメリカ西部の伝統的な催し。
E10964,1,4,shire,名詞,州、シャー,an old word for a county in Britain,The story is set in a quiet English shire.,その物語は静かな英国の州が舞台だ。,Yorkshire のように地名の語尾に残っている古い語。
E10965,1,4,slit,名詞,細長い切れ目,a long narrow cut or opening,Post the letter through the slit in the door.,ドアの細い口から手紙を入れてください。,動詞でも「切り開く」。過去形も slit で変化しない。
E10966,1,4,taboo,名詞,タブー、禁忌,something that people avoid doing or talking about,Money is still a taboo at the dinner table.,お金の話は今も食卓ではタブーだ。,ポリネシア語由来。形容詞でも a taboo subject と使う。
E10967,1,4,teaser,名詞,予告、じらすもの,a short advertisement that gives only a hint,The studio released a teaser for the new film.,スタジオは新作映画の予告編を公開した。,tease（じらす）から。teaser trailer は短い先行予告。
E10968,1,4,throttle,名詞,スロットル、絞り弁,the part that controls how much fuel goes to an engine,He eased off the throttle before the curve.,彼はカーブの手前でアクセルを緩めた。,動詞で「首を絞める」「制限する」。at full throttle は全速力で。
E10969,1,4,trendy,形容詞,流行の、今風の,following the newest fashion,They opened a trendy cafe near the station.,彼らは駅の近くに今風のカフェを開いた。,口語的な語。ややからかいの響きを持つこともある。
E10970,1,4,trivia,名詞,雑学、ささいなこと,unimportant facts or details,He knows a lot of movie trivia.,彼は映画の雑学をたくさん知っている。,複数扱いの語。trivia quiz は「雑学クイズ」。
E10971,1,4,underage,形容詞,未成年の,younger than the legal age for something,The bar was fined for serving underage customers.,その店は未成年客に酒を出して罰金を科された。,法律で決まった年齢に達していないこと。飲酒や運転の話で使う。
E10972,1,4,unmarried,形容詞,未婚の,not married,The form asks if you are married or unmarried.,その書式は既婚か未婚かを尋ねている。,single とほぼ同じだが、書類など堅い場面で使う。
E10973,1,4,vortex,名詞,渦、渦巻き,a mass of air or water that spins very fast,The storm formed a huge vortex over the sea.,嵐は海上に巨大な渦を作った。,複数形は vortexes か vortices。eddy より大きく激しい渦。
E10974,1,4,onward,副詞,前方へ、先へ,moving forward in space or time,The team marched onward despite the rain.,チームは雨にもかかわらず前進し続けた。,from now onward（今後は）の形が便利。英国では onwards とも。
E10975,1,4,enthusiast,名詞,熱心な愛好家,a person who is very interested in a hobby,The museum is popular with railway enthusiasts.,その博物館は鉄道愛好家に人気だ。,enthusiasm（熱意）の人を表す形。fan より少し堅い。
E10976,1,4,roam,動詞,歩き回る、放浪する,to walk or travel around with no clear purpose,Wild horses roam freely on these hills.,野生の馬がこの丘を自由に歩き回っている。,携帯電話の「ローミング」も同じ語源。wander に近い。
E10977,1,4,apostle,名詞,使徒、伝道者,one of the twelve men chosen by Jesus; a strong supporter,He became an apostle of clean energy.,彼はクリーンエネルギーの熱心な唱道者になった。,宗教の意味が元。比喩で「主義の熱心な広め手」を指す。
E10978,1,4,extremist,名詞,過激派、極端主義者,someone with very strong political or religious views,The party expelled its extremist members.,その党は過激な党員を除名した。,extreme（極端な）から。形容詞でも extremist views と使う。
E10979,1,4,advert,名詞,広告,an advertisement,I saw their advert on the back of the bus.,私はバスの後ろで彼らの広告を見た。,英国の口語で advertisement の短縮形。米国では ad が普通。
E10980,1,4,alias,名詞,偽名、別名,a false name that someone uses,The writer published under an alias.,その作家は別名で本を出した。,ラテン語で「別のときは」。副詞で alias Smith とも使う。
E10981,1,4,applaud,動詞,拍手する、称賛する,to clap your hands to show you like something,The audience applauded for a full minute.,観客は丸1分間拍手した。,名詞は applause。比喩で「行いをほめる」意味でも使う。
E10982,1,4,bondage,名詞,束縛、隷属,the state of being a slave or of not being free,The novel describes escape from bondage.,その小説は束縛からの脱出を描いている。,bond（縛るもの）から。歴史や比喩の文脈で使う堅い語。
E10983,1,4,boredom,名詞,退屈,the feeling of being tired and impatient with nothing to do,He started painting out of pure boredom.,彼はまったくの退屈から絵を描き始めた。,bore（退屈させる）＋dom（状態）。数えられない名詞。
E10984,1,4,brunch,名詞,ブランチ、遅い朝食,a meal eaten late in the morning instead of breakfast and lunch,We meet for brunch every Sunday.,私たちは毎週日曜にブランチで集まる。,breakfast と lunch を合わせた混成語。週末の話題で頻出。
E10985,1,4,cleanup,名詞,片づけ、清掃,the act of making a place clean and tidy,The beach cleanup attracted two hundred people.,その海岸清掃には200人が集まった。,動詞は clean up と2語に分ける。名詞は1語で書く。
E10986,1,4,confinement,名詞,監禁、閉じ込め,the state of being kept in a closed space,He spent a week in solitary confinement.,彼は1週間の独房監禁を過ごした。,confine（閉じ込める）の名詞形。病室や刑務所の話で使う。
E10987,1,4,consultancy,名詞,コンサルタント業、相談業務,a company that gives expert advice,She left the bank to start a small consultancy.,彼女は銀行を辞めて小さなコンサル会社を始めた。,英国式の語。米国では consulting firm と言うことが多い。
E10988,1,4,contraction,名詞,収縮、短縮形,the process of becoming smaller; a shortened word form,Cold causes the metal to undergo contraction.,冷えると金属は収縮を起こす。,文法では don't のような短縮形も contraction と呼ぶ。
E10989,1,4,convergence,名詞,収束、集中,the process of coming together at one point,We are seeing a convergence of phones and cameras.,電話とカメラの融合が進んでいる。,converge（一点に集まる）の名詞。反対は divergence。
E10990,1,4,deduction,名詞,控除、推論,an amount taken away; a conclusion from facts,Your pay slip shows the tax deduction.,給与明細に税の控除額が出ています。,お金の「差し引き」と論理の「演繹」の2つの意味を持つ。
E10991,1,4,detachment,名詞,無関心、超然、分離,the state of not being emotionally involved,She described the accident with cool detachment.,彼女は事故を冷静に距離を置いて語った。,detach（切り離す）から。軍では「分遣隊」の意味もある。
E10992,1,4,dialog,名詞,対話、会話,a conversation between two people or groups,The two sides opened a direct dialog.,両者は直接の対話を始めた。,米国つづり。英国では dialogue。IT では「ダイアログ」も指す。
E10993,1,4,digestive,形容詞,消化の,relating to the process of digesting food,Fiber is good for the digestive system.,食物繊維は消化器系によい。,digest（消化する）の形容詞。digestive system の形で頻出。
E10994,1,4,discriminatory,形容詞,差別的な,treating some people unfairly compared with others,The court found the rule discriminatory.,裁判所はその規則を差別的だと判断した。,discriminate（差別する）から。法律や職場の話で使う。
E10995,1,4,disruptive,形容詞,混乱させる、破壊的な,causing trouble or big change to a system,Streaming was disruptive to the music industry.,配信は音楽業界に大きな変革をもたらした。,教室では「授業を乱す」、経済では「革新的な」の意味に。
E10996,1,4,epilepsy,名詞,てんかん,a brain condition that causes sudden seizures,Medicine helps him control his epilepsy.,薬のおかげで彼はてんかんを抑えられている。,ギリシャ語由来。形容詞は epileptic。医療の場面で使う。
E10997,1,4,estimation,名詞,見積もり、評価,a judgment about the value or size of something,"In my estimation, the repair will take a week.",私の見立てでは修理に1週間かかる。,in my estimation は「私の考えでは」の丁寧な言い方。
E10998,1,4,excavation,名詞,発掘、掘削,the act of digging in the ground,The excavation uncovered a Roman road.,その発掘でローマ時代の道路が見つかった。,考古学と工事現場の両方で使う。動詞は excavate。
E10999,1,4,flashlight,名詞,懐中電灯,a small electric light you can carry,Keep a flashlight in the car for emergencies.,非常用に懐中電灯を車に置いておきなさい。,米国語。英国では torch と言う。
E11000,1,4,forcibly,副詞,強制的に、力ずくで,using physical force or power,The protesters were forcibly removed.,抗議者たちは力ずくで排除された。,force の副詞形。ニュースの受け身文でよく見る。
E11001,1,4,globalization,名詞,グローバル化、国際化,the process of businesses spreading around the world,Globalization has changed how we buy food.,グローバル化は食料の買い方を変えた。,英国つづりは globalisation。経済の記事で頻出する語。
E11002,1,4,grail,名詞,聖杯、究極の目標,something you want very much and search for a long time,A cheap battery is the grail of car makers.,安価な電池は自動車メーカーの究極の目標だ。,the Holy Grail（聖杯）の伝説から。比喩で使うことが多い。
E11003,1,4,graphical,形容詞,図式の、図形の,"using pictures, diagrams, or drawings",The report includes a graphical summary.,その報告書には図によるまとめが付いている。,graphical user interface（GUI）の形でよく見る。
E11004,1,4,groundbreaking,形容詞,画期的な,new and very different from anything before,Her groundbreaking study changed the field.,彼女の画期的な研究はその分野を変えた。,工事の起工式（地面を破る）から生まれた比喩の語。
E11005,1,4,holiness,名詞,神聖さ、聖性,the quality of being holy or sacred,Pilgrims come to feel the holiness of the site.,巡礼者はその場所の神聖さを感じに来る。,holy の名詞形。His Holiness はローマ教皇への敬称。
E11006,1,4,illustrator,名詞,挿絵画家、イラストレーター,a person who draws pictures for books or magazines,The illustrator drew forty pictures for the story.,その挿絵画家は物語に40枚の絵を描いた。,illustrate（説明する・挿絵を描く）の人を表す形。
E11007,1,4,imbalance,名詞,不均衡、偏り,a situation where things are not equal or fair,There is a gender imbalance in the department.,その学科には男女の偏りがある。,im（否定）＋balance。trade imbalance は貿易不均衡。
E11008,1,4,immoral,形容詞,不道徳な,not following accepted rules of right behavior,Many people found the ad immoral.,多くの人がその広告を不道徳だと感じた。,amoral（道徳と無関係な）との違いに注意。
E11009,1,4,instrumentation,名詞,計器類、楽器編成,the set of instruments used in a machine or in music,The cockpit instrumentation was updated last year.,操縦席の計器類は昨年更新された。,音楽では「楽器の組み合わせ」を指す。文脈で意味が変わる。
E11010,1,4,ketchup,名詞,ケチャップ,a thick red sauce made from tomatoes,He puts ketchup on almost everything.,彼はほとんど何にでもケチャップをかける。,中国語由来という説がある。catsup というつづりも見かける。
E11011,1,4,leukemia,名詞,白血病,a serious disease of the blood and bone marrow,The child recovered fully from leukemia.,その子どもは白血病から完全に回復した。,英国つづりは leukaemia。ギリシャ語の「白い血」から。
E11012,1,4,lineage,名詞,血統、家系,the line of family members a person comes from,He traced his lineage back four hundred years.,彼は自分の家系を400年前までさかのぼった。,line（線）から。発音は「リニイジ」で3音節。
E11013,1,4,manpower,名詞,人員、労働力,the number of workers needed for a job,We lack the manpower to finish by Friday.,金曜までに終える人手が足りない。,近年は中立な workforce や staffing が好まれる傾向。
E11014,1,4,martyr,名詞,殉教者、犠牲者,a person who dies for their beliefs,She is remembered as a martyr for free speech.,彼女は言論の自由の殉教者として記憶されている。,発音は「マーター」で t の後は弱い。play the martyr は悲劇ぶること。
