登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E16901,1,6,hand back,句動詞,返す、返却する,to give something back to its owner,The officer checked my passport and handed it back.,係官は私のパスポートを調べて返してくれた。,手渡しで返す感じ。give back とほぼ同じだが、その場で直接返す場面に合う。
E16902,1,6,hand off,句動詞,引き渡す、任せる,to give a job or thing to another person,She handed off the project to her deputy.,彼女はその案件を副責任者に引き継いだ。,仕事の引き継ぎで多用。名詞形 handoff は「引き継ぎ」の意味で使う。
E16903,1,6,show one's hand,慣用句,手の内を明かす,to let others see your real plans,The company showed its hand too early in the talks.,その会社は交渉で早く手の内を明かしすぎた。,トランプで持ち札を見せることから。反対は keep one's cards close。
E16904,1,6,at hand,熟語,手元に、間近に,"close by, or about to happen soon",Keep the manual at hand while you set up the printer.,プリンターを設置する間は説明書を手元に置いておいて。,「すぐ近く」と「時期が迫って」の両方。The deadline is at hand。
E16905,1,6,by hand,熟語,手で、手作業で,"using your hands, not a machine",These envelopes were addressed by hand.,これらの封筒は手書きで宛名が書かれた。,機械に対する「手作業」。手渡しで届ける deliver by hand の使い方もある。
E16906,1,6,in hand,熟語,手中に、掌握して,"under control, or available to use now",The manager assured us the situation was in hand.,部長は事態は掌握できていると請け合った。,have the matter in hand で「うまく処理している」。cash in hand は手持ち現金。
E16907,1,6,on hand,熟語,手持ちで、居合わせて,available or present when needed,We keep spare batteries on hand for emergencies.,非常時に備えて予備の電池を用意している。,物なら「在庫がある」、人なら「その場にいる」。at hand と意味が近い。
E16908,1,6,on the level,慣用句,正直で、誠実に,honest and not trying to trick anyone,"I checked his references, and the offer seems on the level.",彼の推薦状を確認したが、その申し出は本物のようだ。,口語で「うそがない」。Is he on the level? と疑いを晴らす形でよく使う。
E16909,1,6,under control,熟語,制御下に、収まって,being managed so that no harm happens,Firefighters finally brought the blaze under control.,消防士がついに火災を鎮圧した。,"bring [get, keep] ~ under control の形が定番。out of control が反対。"
E16910,1,6,food for thought,慣用句,考える材料、示唆,an idea that is worth thinking about carefully,Her closing remarks gave us plenty of food for thought.,彼女の締めの言葉は考える材料をたくさん与えてくれた。,give [provide] food for thought の形で使う。数えない名詞扱い。
E16911,1,6,read the room,慣用句,場の空気を読む,to sense the mood of the people present,He kept joking and clearly could not read the room.,彼は冗談を続け、明らかに場の空気が読めていなかった。,近年よく使う口語。日本語の「空気を読む」にほぼ重なる。
E16912,1,6,win out,句動詞,最後に勝つ、勝ち抜く,to succeed in the end after difficulty,Common sense won out over panic that night.,その夜は常識がパニックに打ち勝った。,苦労の末に勝つ含み。win out over ~ で「～に打ち勝つ」。
