登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E06401,1,2,wanton,形容詞,身勝手な、理由のない,done deliberately without good reason,It was wanton destruction.,それは理由のない破壊だった。,wanton disregard は「甚だしい軽視」。
E06402,1,2,hydraulics,名詞,水力学、油圧装置,the study or use of liquids under pressure,The hydraulics failed suddenly.,油圧装置が突然故障した。,hydraulic は形容詞。
E06403,1,2,petitioner,名詞,請願者、申立人,a person who makes a formal request,The petitioner appeared in court.,申立人が法廷に出頭した。,petition から。
E06404,1,2,blemish,名詞,傷、汚点,a small mark that spoils appearance,The record has one blemish.,その経歴には汚点が1つある。,動詞で「傷つける」。
E06405,1,2,brevity,名詞,簡潔さ、短さ,the quality of being short,Brevity is valued in reports.,報告書では簡潔さが重んじられる。,brief から。
E06406,1,2,immutable,形容詞,不変の、変えられない,never changing,The record is immutable.,その記録は変更できない。,IT の「不変オブジェクト」でも使う。
E06407,1,2,indict,動詞,起訴する、告発する,to formally accuse someone of a crime,He was indicted on two counts.,彼は2つの訴因で起訴された。,c は発音しない（インダイト）。
E06408,1,2,meddle,動詞,おせっかいをする、干渉する,to interfere in something that is not your business,Do not meddle with the settings.,設定に手を出さないでください。,meddle in / with の形で使う。
E06409,1,2,nullify,動詞,無効にする、帳消しにする,to make something legally invalid,The clause nullifies the warranty.,その条項は保証を無効にする。,null（無効）から。
E06410,1,2,omnipotent,形容詞,全能の、絶大な力を持つ,having unlimited power,No administrator is omnipotent.,全能の管理者などいない。,omni（すべて）＋ potent（力）。
E06411,1,2,plummet,動詞,急落する、真っ逆さまに落ちる,to fall very quickly,Sales plummeted in March.,3月に売上が急落した。,plumb（鉛)から。
E06412,1,2,ramble,動詞,とりとめなく話す、ぶらつく,to talk for a long time without a clear point,He rambled through the report.,彼は報告をとりとめなく話した。,名詞で「散策」。
E06413,1,2,smother,動詞,覆いつくす、窒息させる,to cover thickly; to stop from breathing,Rules can smother initiative.,規則は自発性を押さえつけうる。,発音はスマザー。
E06414,1,2,tarnish,動詞,変色させる、傷つける,to make metal dull; to damage a reputation,The scandal tarnished the brand.,その不祥事は商標の評判を傷つけた。,銀のくすみが原義。
E06415,1,2,vex,動詞,悩ませる、いらだたせる,to annoy or worry someone,The bug vexed the team for weeks.,その不具合は数週間チームを悩ませた。,形容詞は vexing。
E06416,1,2,eaves,名詞,軒、ひさし,the edges of a roof that stick out,Birds nest under the eaves.,鳥が軒下に巣を作る。,常に複数形。
