登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E23910,1,8,cater,動詞,仕出しをする、要望に応える,"to provide food and drinks for an event, or to meet needs",Our company will cater the annual shareholders meeting with a light lunch buffet.,当社は年次株主総会に軽めのランチビュッフェの仕出しをします。,「cater to ～」の形で「～の要望に応える」の意味になる。TOEIC ではパーティーや会議の食事手配の場面で出る。
E23911,1,8,chimney,名詞,煙突,a pipe that takes smoke from a fire out of a building,The factory chimney will be inspected next Tuesday before the new safety rules take effect.,工場の煙突は新しい安全規則が施行される前の来週火曜日に点検されます。,工場や建物の設備を説明する場面で使われる。smokestack はより大きな工業用の煙突を指す。
E23912,1,8,entitlement,名詞,権利、資格,the right to have or receive something,Please check your vacation entitlement before you submit the leave request to your manager.,休暇申請を上司に提出する前に、自分の休暇取得権利を確認してください。,動詞 entitle の名詞形で、be entitled to ～（～する権利がある）と合わせて覚える。
E23913,1,8,first aid,熟語,応急手当,simple medical help given to someone before a doctor arrives,Every floor manager must complete the first aid course offered by the safety department.,各フロア責任者は安全部門が提供する応急手当講習を修了しなければなりません。,first-aid kit（救急箱）の形でも出る。工場や職場の安全案内でよく登場する。
E23914,1,8,giveaway,名詞,景品、無料進呈品,a free item given to customers to promote a product,The marketing team ordered five hundred branded pens as a giveaway for the trade show.,マーケティング部は展示会用の景品としてロゴ入りペンを五百本注文しました。,販促の場面で novelty や freebie と近い意味で使う。句動詞 give away（無料で配る）と区別する。
E23915,1,8,impairment,名詞,障害、機能低下,a condition in which something works less well than normal,The report noted a hearing impairment risk for workers near the packaging machines.,報告書は包装機の近くで働く作業員の聴覚障害のリスクを指摘しました。,動詞 impair（損なう）の名詞形。会計では資産の減損を指すこともある。
E23916,1,8,leasing,名詞,賃貸借、リース,the business of renting equipment or property for a period,Our leasing agreement for the office copiers expires at the end of March.,事務所のコピー機のリース契約は三月末に満了します。,不動産や機器の契約の話で頻出。動詞 lease、貸主 lessor、借主 lessee も一緒に覚える。
E23917,1,8,longevity,名詞,長寿、耐久性,"a long life, or the ability to last a long time",The new battery design improves product longevity and reduces replacement costs for our clients.,新しい電池設計は製品の耐久性を高め、顧客の交換費用を減らします。,人の長寿だけでなく製品の寿命にも使う。TOEIC では製品説明や勤続年数の話で出る。
E23918,1,8,luxurious,形容詞,豪華な、ぜいたくな,very comfortable and expensive,The hotel offers luxurious suites with a private lounge for business travelers.,そのホテルは出張者向けに専用ラウンジ付きの豪華なスイートを提供しています。,名詞は luxury。ホテルや車の広告文でよく使われる形容詞。
E23919,1,8,onboard,形容詞,機内の、車載の,"located or provided on a vehicle, plane, or ship",Passengers can use the onboard wireless network after the plane reaches cruising altitude.,乗客は飛行機が巡航高度に達した後、機内の無線ネットワークを利用できます。,on board（乗って）と分けて書く副詞句もある。新人研修を指す onboarding と混同しない。
