登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E11501,1,4,pack up,句動詞,荷物をまとめる、店じまいする,to put things into bags or boxes before leaving,We packed up the tools and went home.,私たちは道具をまとめて家に帰った。,仕事や作業を「切り上げる」意味でも使う。pack away は「しまい込む」。
E11502,1,4,storm out,句動詞,怒って飛び出す,to leave a room angrily and noisily,He stormed out of the meeting without a word.,彼は一言も言わずに怒って会議室を出て行った。,storm は「嵐」。感情が嵐のように激しい様子を表す。of と使うことが多い。
E11503,1,4,strike a balance,慣用句,釣り合いを取る、両立させる,to find a fair point between two different needs,We must strike a balance between speed and safety.,私たちは速さと安全の釣り合いを取らなければならない。,between A and B の形が定番。strike は「打つ」ではなく「達する」の意。
E11504,1,4,strike out,句動詞,三振する、失敗する、消す,"to fail completely, or to be out in baseball",His first business struck out within a year.,彼の最初の事業は1年で失敗した。,野球の「三振」が語源。strike out on one's own は「独立する」。
E11505,1,4,strike while the iron is hot,慣用句,好機を逃さない,to act quickly while you have a good chance,"The market is rising, so strike while the iron is hot.",相場が上がっているのだから、好機を逃してはいけない。,鍛冶屋が熱いうちに鉄を打つことから。命令形で使うことが多い。
E11506,1,4,weather the storm,慣用句,難局を乗り切る,to survive a difficult period without serious harm,The small shop weathered the storm and stayed open.,その小さな店は難局を乗り切って営業を続けた。,weather は動詞で「切り抜ける」。不況や批判の話でよく出る。
E11507,1,4,measure up,句動詞,基準に達する、期待に応える,to be good enough for a standard someone expects,The new model did not measure up to our hopes.,その新型は私たちの期待に達しなかった。,to とセットで measure up to ~ の形が多い。否定文でよく使われる。
E11508,1,4,quiet down,句動詞,静かになる、落ち着かせる,"to become quiet, or to make someone calm",The children finally quieted down after dinner.,子どもたちは夕食の後でようやく静かになった。,英国では quieten down とも言う。calm down は感情面に使う。
E11509,1,4,split up,句動詞,別れる、分割する,"to end a relationship, or to divide into parts",They split up after ten years of marriage.,彼らは結婚10年で別れた。,夫婦や仲間が「別れる」用法が中心。split the bill は「割り勘」。
E11510,1,4,take to task,慣用句,厳しく叱る、責める,to criticize someone strongly for a mistake,The judge took the company to task over safety.,裁判官はその会社を安全面で厳しく責めた。,for や over が続く。かたい書き言葉で新聞記事によく出る。
E11511,1,4,fill up,句動詞,満たす、いっぱいにする,to make something completely full,Please fill up the tank before you return the car.,車を返す前に燃料を満タンにしてください。,満腹の意味もあり、I am filled up. は「おなかいっぱい」。
E11512,1,4,lay down the law,慣用句,厳しく言い渡す、規則を押しつける,to tell people firmly what they must do,The new coach laid down the law on the first day.,新しいコーチは初日に厳しく規則を言い渡した。,上の立場の人が有無を言わせず命じる場面で使う。少し否定的な響き。
E11513,1,4,lay out,句動詞,並べる、配置する、詳しく説明する,"to arrange things, or to explain a plan clearly",She laid out the plan in three simple steps.,彼女は計画を3つの簡単な段階で説明した。,名詞の layout は「配置、間取り」。書類や部屋の話で頻出。
E11514,1,4,call the shots,慣用句,決定権を握る,to be the person who makes the decisions,"In this office, the director calls the shots.",この職場では所長が決定権を握っている。,射撃の合図を出す人から。だれが実権を持つかを言うときに使う。
E11515,1,4,stick one's neck out,慣用句,危険を冒して意見を言う,to take a risk by saying or doing something bold,He stuck his neck out to defend a new idea.,彼は危険を冒して新しい案を擁護した。,首を差し出すイメージ。one's は主語に合わせて my / his に変える。
E11516,1,4,zero out,句動詞,ゼロにする、削除する,to reduce an amount or budget to zero,The city zeroed out funding for the old program.,市はその古い事業への予算をゼロにした。,会計やプログラミングでよく使う。zero in on は「狙いを絞る」で別物。
E11517,1,4,struggle through,句動詞,苦労してやり遂げる,to finish something with great difficulty,She struggled through the long report all night.,彼女は一晩かけて長い報告書を苦労して仕上げた。,get through より「もがきながら」の感じが強い。試験や病気の話にも使う。
E11518,1,4,wave off,句動詞,手を振って断る、退ける,to refuse or dismiss something with a hand gesture,He waved off my offer of help with a smile.,彼は笑って私の手助けの申し出を断った。,文字通り手を振る動作から。批判や心配を「軽く流す」意味でも使う。
E11519,1,4,seek out,句動詞,探し出す、求める,to look hard for someone or something and find them,Young artists often seek out honest advice.,若い芸術家はしばしば率直な助言を求める。,seek より「見つけ出すまで探す」意識が強い。かたい語調。
E11520,1,4,wing it,慣用句,ぶっつけ本番でやる,to do something without preparing for it,"I forgot my notes, so I had to wing it.",メモを忘れたので、ぶっつけ本番でやるしかなかった。,舞台の袖 wing でせりふを覚えたことから。話し言葉でよく使う。
E11521,1,4,hang back,句動詞,尻込みする、後ろに残る,to stay behind because you are shy or unsure,She hung back while the others went inside.,他の人が中に入る間、彼女は後ろで尻込みしていた。,hold back（差し控える）と似るが、こちらは物理的にも後ろに残る。
E11522,1,4,hang in there,慣用句,あきらめずに頑張る,to keep trying in a hard situation,"Hang in there, the worst part is almost over.",頑張って、いちばん苦しいところはもうすぐ終わるよ。,励ましの決まり文句。命令形でしか使わないと考えてよい。
