登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E19317,1,7,simian,形容詞,猿の、類人猿の,relating to or looking like monkeys or apes,The mask had oddly simian features around the eyes.,その仮面は目の周りが妙に猿めいていた。,学術的な語。名詞で「霊長類の動物」を指すこともある。
E19318,1,7,slither,動詞,するすると進む、滑るように動く,to move smoothly by sliding like a snake,A small snake slithered across the warm path.,小さなヘビが暖かい小道をするすると横切った。,ヘビの動きが典型。slide より不気味でくねくねした感じを伴う。
E19319,1,7,firm up,句動詞,固める、確定する,to make plans or details more definite,Let's firm up the schedule before the client calls.,顧客から連絡が来る前に日程を確定させよう。,計画や合意を「詰める」意。筋肉を引き締める意味でも使う。
E19320,1,7,get a handle on,慣用句,把握する、コツをつかむ,to begin to understand or control something,We need to get a handle on the rising costs.,増え続ける費用を把握する必要がある。,handle は「取っ手」。つかんで扱えるようになるイメージ。
E19321,1,7,hold firm,熟語,態度を変えない、譲らない,to refuse to change a decision or position,The union held firm during the long negotiations.,組合は長い交渉の間、姿勢を変えなかった。,firm は形容詞のまま。stand firm もほぼ同じ意味で使える。
E19322,1,7,a safe bet,慣用句,確実なこと、間違いのない選択,something very likely to happen or succeed,It is a safe bet that prices will rise again.,価格がまた上がるのはほぼ間違いない。,賭け事の比喩。It's a safe bet that ... の形が定番。
E19323,1,7,pull apart,句動詞,ばらばらにする、引き離す,to separate something into pieces or parts,The mechanic pulled the old engine apart carefully.,整備士は古いエンジンを慎重に分解した。,議論を「徹底的に批判する」意味でも使う。目的語は間にも置ける。
E19324,1,7,set apart,句動詞,際立たせる、区別する,to make someone or something clearly different,Her calm voice sets her apart from other hosts.,落ち着いた声が彼女を他の司会者から際立たせている。,what sets X apart is ... の形で強みを説明するときによく使う。
E19325,1,7,shut off,句動詞,止める、遮断する,to stop a machine or supply from working,Please shut off the water before you leave.,出かける前に水を止めてください。,turn off とほぼ同じだが、供給や流れを断つ響きが強い。
E19326,1,7,shut the door on,慣用句,拒む、可能性を閉ざす,to refuse to consider a chance or idea,The mayor shut the door on any new taxes.,市長は新税の可能性を一切否定した。,close the door on とも言う。逆は leave the door open。
E19327,1,7,in progress,熟語,進行中で、実施中で,happening now and not yet finished,Please stay quiet; an examination is in progress.,静かにしてください、試験が実施中です。,掲示でよく見る形。work in progress は「作業中・未完成品」。
E19328,1,7,cross that bridge when one comes to it,慣用句,その時になったら考える,to deal with a problem only when it happens,We will cross that bridge when we come to it.,その問題はその時になったら考えよう。,起きてもいない心配をしない態度を表す。one には we や I が入る。
E19329,1,7,at length,熟語,詳しく、長々と,for a long time and in great detail,The witness described the accident at length.,証人は事故について詳しく述べた。,「ついに、ようやく」の古風な意味もある。文脈で見分ける。
E19330,1,7,a labor of love,慣用句,好きでやる仕事、労を惜しまぬ労作,work done for pleasure rather than for money,Restoring the old piano was a labor of love.,その古いピアノの修復は好きでこその仕事だった。,報酬でなく愛情が動機。英国式つづりは a labour of love。
E19331,1,7,water under the bridge,慣用句,過ぎたこと、もう済んだ話,a past problem that no longer matters,That argument is water under the bridge now.,あの口論はもう過ぎたことだ。,川を流れ去った水の比喩。許して忘れる場面で使う。
E19332,1,7,get the short end of the stick,慣用句,貧乏くじを引く、損な役回りになる,to be treated worse than other people,Part time staff got the short end of the stick.,パート社員が損な役回りを押しつけられた。,棒の短い方をつかまされる比喩。draw を使う言い方もある。
E19333,1,7,put one's cards on the table,慣用句,手の内を明かす、包み隠さず話す,to say honestly what one thinks or plans,Let me put my cards on the table about salary.,給与について包み隠さず話させてください。,トランプの比喩。lay one's cards on the table とも言う。
E19334,1,7,stick it out,慣用句,最後まで耐える、辛抱する,to continue with something difficult to the end,"The training was brutal, but she stuck it out.",訓練は過酷だったが、彼女は最後まで耐えた。,it は状況を指し、他の目的語には替えられない。過去形は stuck。
E19335,1,7,stick with,句動詞,続ける、そばを離れない,to continue with something or stay close to someone,Stick with the original plan for another month.,もう一か月は当初の計画を続けよう。,stick to とほぼ同じ。人が主語だと「記憶に残る」意味にもなる。
