登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E26010,1,9,primitive,形容詞,原始的な、初期の,belonging to a very early stage of development,Early humans used primitive stone tools to cut meat and prepare animal skins.,初期の人類は肉を切り動物の皮を整えるために原始的な石器を使った。,「未発達な」という否定的な含みもあり、primitive society のような形で使われる。
E26011,1,9,providence,名詞,神の摂理、天の導き,the care and protection that God or nature is believed to provide,Many survivors of the earthquake said that providence had saved their small mountain village.,その地震の生存者の多くは、天の導きが自分たちの小さな山村を救ったのだと語った。,宗教的で文語的な語であり、divine providence の形でよく使われる。
E26012,1,9,psychologist,名詞,心理学者,a person who studies the human mind and how people behave,The school invited a psychologist to talk with students about stress before the entrance exams.,学校は入試前のストレスについて生徒と話すために心理学者を招いた。,医師である psychiatrist（精神科医）との違いを問われることがある。
E26013,1,9,righteous,形容詞,正義の、高潔な,"morally right and fair, or feeling that you are morally right",The old teacher was a righteous man who never accepted gifts from wealthy parents.,その年老いた教師は裕福な親からの贈り物を決して受け取らない高潔な人だった。,righteous anger（義憤）のように、正当な怒りを表すときにも使う。
E26014,1,9,royalty,名詞,王族、印税,"members of a royal family, or money paid to a writer for each copy sold",The novelist earns a small royalty every time one of her old books is sold.,その小説家は自分の古い本が一冊売れるたびにわずかな印税を得る。,「王族」と「印税」という二つの意味があり、文脈で判断する必要がある。
E26015,1,9,skeleton,名詞,骨格、骸骨、骨組み,"the frame of bones inside a body, or the basic frame of something",The museum displays the skeleton of a whale that washed up on the northern shore.,その博物館は北の海岸に打ち上げられたクジラの骨格を展示している。,skeleton staff（最小限の人員）のように比喩的にも使われる。
E26016,1,9,sufficiently,副詞,十分に,enough for a particular purpose,The old bridge was not sufficiently strong to carry heavy trucks during the rainy season.,その古い橋は雨季に大型トラックを通せるほど十分に丈夫ではなかった。,enough より硬い語で、sufficiently に形容詞が続く形が多い。
E26017,1,9,vacant,形容詞,空いている、空席の,empty and not being used by anyone,Several shops on the main street have been vacant since the factory closed last year.,昨年工場が閉鎖されて以来、本通りのいくつかの店は空き店舗のままだ。,vacant seat や vacant position のように、席や職の空きにも使う。
E26018,1,9,vent,名詞,通気口、換気口,"an opening that lets air, gas, or smoke pass out of a room",Warm air escapes through a small vent near the ceiling of the old classroom.,古い教室の天井近くの小さな通気口から暖かい空気が抜けていく。,動詞で vent one's anger（怒りをぶちまける）という使い方もある。
E26019,1,9,wan,形容詞,青白い、弱々しい,"looking pale and weak, often because of illness or tiredness",Her wan face after the long illness worried everyone who came to visit her.,長い闘病の後の彼女の青白い顔は、見舞いに来た誰もを心配させた。,文学的な語で、a wan smile（力ない笑み）の形でもよく見かける。
