登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E10001,1,4,build up,句動詞,築き上げる、増やす、蓄積する,to increase or develop something over time,She built up a large customer base in three years.,彼女は3年で大きな顧客基盤を築き上げた。,名詞の buildup は「増強、蓄積」。pressure builds up のように自動詞でも使う。
E10002,1,4,speak out,句動詞,はっきり意見を言う、声を上げる,to say publicly what you think about something wrong,Many workers spoke out against the new policy.,多くの労働者が新しい方針に反対の声を上げた。,不正や不当なことに対して公に言うときに使う。against と相性がよい。
E10003,1,4,speak up,句動詞,大きな声で話す、意見を述べる,"to talk more loudly, or to state your opinion",Could you speak up? I cannot hear you well.,もう少し大きな声で話してもらえますか。よく聞こえません。,「声を大きく」が基本。speak up for（～を擁護する）の形もある。
E10004,1,4,write down,句動詞,書き留める,to write something on paper so you do not forget it,Let me write down your phone number.,あなたの電話番号を書き留めさせてください。,目的語が代名詞なら write it down の語順になる点に注意。
E10005,1,4,write up,句動詞,清書する、詳しくまとめる,to write a full report from notes,I will write up the meeting notes tonight.,今夜、会議のメモをきちんとまとめます。,名詞の write-up は「記事、報告」。write down とは違い「仕上げる」感じ。
E10006,1,4,charge with,句動詞,～の罪で告発する、～を任せる,to formally accuse someone of a crime,Police charged him with dangerous driving.,警察は彼を危険運転の罪で告発した。,受け身の be charged with が多い。be in charge of（担当する）と混同しない。
E10007,1,4,have an eye for,慣用句,～を見る目がある,to be good at noticing or judging something,She has an eye for good design.,彼女は良いデザインを見る目がある。,才能や審美眼を表す。an eye for detail（細部への目配り）が定番。
E10008,1,4,take charge of,熟語,～を引き受ける、～の責任を持つ,to take control of something and become responsible for it,He took charge of the project after the manager left.,部長が去った後、彼がその企画を引き受けた。,be in charge of は「状態」、take charge of は「引き受ける動作」。
E10009,1,4,allow of,熟語,～の余地がある、～を許す,to make something possible or leave room for it,The rules allow of no exceptions.,その規則に例外の余地はない。,かたい書き言葉。allow for（～を考慮に入れる）とは意味が違う。
E10010,1,4,beat down,句動詞,打ちのめす、値切る、照りつける,"to hit hard, or to make someone lower a price",The sun beat down on the empty street.,太陽が人けのない通りに照りつけた。,太陽が「照りつける」用法と、値段を「値切る」用法の両方が頻出。
E10011,1,4,double down on,句動詞,～をさらに強化する、いっそう賭ける,to increase your effort or commitment to something,The company doubled down on its safety training.,その会社は安全研修をいっそう強化した。,元はカードゲームの用語。近年ニュースでよく使われる言い方。
E10012,1,4,get ahead,句動詞,出世する、先んじる,to make progress or become more successful than others,You need new skills to get ahead in this field.,この分野で先んじるには新しい技能が必要だ。,get ahead of（～を追い越す）の形もある。仕事や競争の話でよく出る。
E10013,1,4,think ahead,句動詞,先を見越して考える,to plan carefully for what will happen later,Good managers think ahead about possible risks.,よい管理職は起こりうる危険を先読みして考える。,look ahead（先を見る）とほぼ同じ場面で使える。ahead は「前方に」。
E10014,1,4,cross one's mind,慣用句,ふと頭に浮かぶ,to come into your thoughts for a short moment,It never crossed my mind that he would quit.,彼が辞めるなんて考えもしなかった。,否定文の never crossed my mind（思いもよらなかった）が特に多い。
E10015,1,4,drop by,句動詞,ちょっと立ち寄る,to visit a place or person for a short time,Feel free to drop by my office this afternoon.,今日の午後、気軽に私のオフィスに寄ってください。,drop in とほぼ同じ。約束なしの短い訪問を表すくだけた言い方。
E10016,1,4,drop out,句動詞,中退する、脱落する,to leave a school or an activity before finishing,He dropped out of college to start a business.,彼は事業を始めるために大学を中退した。,名詞の dropout は「中退者」。of と一緒に使うことが多い。
E10017,1,4,find one's feet,慣用句,慣れる、自信をつける,to become confident in a new situation,It took her a month to find her feet at the new job.,彼女が新しい仕事に慣れるのに1か月かかった。,one's は主語に合わせて my / his / her に変える。新環境の話で使う。
E10018,1,4,land on one's feet,慣用句,うまく切り抜ける、無事に収まる,to end up in a good position after trouble,He lost his job but landed on his feet quickly.,彼は職を失ったがすぐにうまく立ち直った。,猫が必ず足から着地することから。困難の後の幸運を表す。
E10019,1,4,join forces,熟語,力を合わせる、提携する,to work together to achieve a common aim,The two hospitals joined forces to fight the outbreak.,2つの病院が感染拡大と闘うために力を合わせた。,join forces with ～ の形で相手を示す。force は「勢力」の意味。
E10020,1,4,sell short,句動詞,過小評価する、空売りする,to think or say that someone is less good than they are,Do not sell yourself short in the interview.,面接で自分を過小評価してはいけない。,金融では「空売りする」。日常では「安く見る」の意味が多い。
E10021,1,4,clean out,句動詞,きれいに片づける、空にする,to empty a place and remove everything unwanted,We cleaned out the garage last weekend.,先週末、私たちは車庫をすっかり片づけた。,「中身を全部出す」感じ。clean up（散らかりを直す）とは少し違う。
