登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E05501,1,2,overt,形容詞,公然の、あからさまな,done openly and not hidden,There was no overt opposition.,公然たる反対はなかった。,反対は covert。
E05502,1,2,perjury,名詞,偽証、偽証罪,the crime of lying after promising to tell the truth,He was charged with perjury.,彼は偽証罪で起訴された。,法廷での虚偽の証言。
E05503,1,2,pious,形容詞,信心深い、敬虔な,having strong religious belief,She came from a pious family.,彼女は信心深い家庭の出だ。,名詞は piety。
E05504,1,2,resurgence,名詞,復活、再燃,a return of something after a period of decline,There was a resurgence of interest.,関心が再び高まった。,surge（うねる）から。
E05505,1,2,stagnant,形容詞,停滞した、よどんだ,not moving or developing,Sales have been stagnant.,売上は停滞している。,stagnant water はよどんだ水。
E05506,1,2,valiant,形容詞,勇敢な、果敢な,showing courage and determination,They made a valiant effort.,彼らは果敢に努力した。,brave の文語的な言い方。
E05507,1,2,woe,名詞,苦悩、悩みごと,great sadness; troubles,The company's woes continued.,その会社の苦難は続いた。,通例は複数形 woes。
E05508,1,2,hamster,名詞,ハムスター,a small animal with pouches in its cheeks,The children keep a hamster.,子どもたちはハムスターを飼っている。,ペットとして人気がある。
E05509,1,2,muzzle,名詞,口輪、（銃の）銃口,a cover for an animal's mouth; the end of a gun barrel,Put a muzzle on the dog.,犬に口輪をつけてください。,動詞で「発言を封じる」。
E05510,1,2,rooster,名詞,おんどり,an adult male chicken,The rooster crows at dawn.,おんどりは夜明けに鳴く。,イギリスでは cock。
E05511,1,2,slug,名詞,なめくじ,a small soft creature like a snail without a shell,Slugs damaged the lettuce.,なめくじがレタスを傷めた。,動詞で「強く殴る」（口語）。
E05512,1,2,tendon,名詞,腱、けん,strong tissue joining muscle to bone,He injured a tendon in his ankle.,彼は足首の腱を痛めた。,Achilles tendon はアキレス腱。
E05513,1,2,embargo,名詞,禁輸、通商停止,an official ban on trade with a country,An embargo was placed on exports.,輸出に禁輸措置が取られた。,報道の「発表解禁」にも使う。
E05514,1,2,latency,名詞,遅延、潜伏,the delay before something responds,Network latency is under 20 ms.,通信の遅延は20ミリ秒未満だ。,latent（潜在的な）の名詞形。
E05515,1,2,rebate,名詞,割戻し、払い戻し,an amount of money returned to you,Customers receive a rebate.,顧客には割戻しがある。,refund は全額返金。
E05516,1,2,spreadsheet,名詞,表計算ソフト、表計算表,a computer program for working with tables of numbers,Export the data to a spreadsheet.,データを表計算表に出力してください。,Excel が代表例。
E05517,1,2,biopsy,名詞,生検、組織検査,the removal of tissue for medical examination,The biopsy showed no problem.,生検の結果、異常はなかった。,発音はバイオプシー。
E05518,1,2,dehydration,名詞,脱水、脱水症状,the loss of too much water from the body,Drink water to avoid dehydration.,脱水を防ぐため水を飲んでください。,hydrate は水分を与える。
E05519,1,2,denomination,名詞,額面、宗派,the value of a note or coin; a religious group,Notes come in several denominations.,紙幣にはいくつかの額面がある。,2つの意味を持つ。
E05520,1,2,engraving,名詞,彫刻、版画,a picture printed from a cut metal plate,The engraving dates from 1750.,その版画は1750年のものだ。,engrave（彫る）から。
E05521,1,2,silhouette,名詞,シルエット、輪郭,a dark outline seen against a light background,The tower's silhouette stood out.,塔の輪郭が浮かび上がった。,フランス語由来。
E05522,1,2,ice cap,名詞,氷冠、氷床,a thick layer of ice covering a polar region,The ice cap is shrinking.,氷床は縮小している。,polar ice cap が定型。
E05523,1,2,lock in,熟語,固定する、閉じ込める,to fix something so it cannot be changed,We locked in the price for a year.,1年間の価格を固定した。,名詞の lock-in は「囲い込み」。
E05524,1,2,broaden,動詞,広げる、広がる,to make or become wider,Travel broadens your view.,旅は視野を広げる。,broad（広い）の動詞形。
E05525,1,2,disperse,動詞,散らす、解散する,to spread over a wide area; to break up,The crowd dispersed quickly.,群衆はすぐに散った。,名詞は dispersion。
E05526,1,2,incur,動詞,（損失などを）招く、被る,to experience something bad as a result of your actions,We incurred extra costs.,追加費用が発生した。,incur a penalty（罰則を受ける）。
E05527,1,2,carnage,名詞,大虐殺、惨状,the killing of many people,The report described the carnage.,報告書は惨状を伝えた。,強い語なので使う場面に注意。
E05528,1,2,omission,名詞,省略、抜け落ち,something that has been left out,The omission was noticed late.,その抜けは遅れて気づかれた。,omit（省く）の名詞形。
E05529,1,2,remnant,名詞,名残、残り,a small part left after the rest is gone,Only remnants of the old wall stand.,古い壁の名残だけが残っている。,布の「端切れ」の意味もある。
E05530,1,2,beak,名詞,くちばし,the hard pointed mouth of a bird,The bird cleaned its beak.,鳥はくちばしを手入れした。,bill とも言う。
E05531,1,2,bran,名詞,ふすま、ぬか,the outer covering of grain,Bran is high in fibre.,ふすまは食物繊維が多い。,bran flakes は朝食用の食品。
E05532,1,2,jug,名詞,水差し、ジャグ,a container with a handle for pouring liquid,Fill the jug with water.,水差しに水を入れてください。,アメリカでは pitcher。
E05533,1,2,orchid,名詞,ラン、蘭,a plant with beautiful unusual flowers,The orchid blooms twice a year.,そのランは年に2回咲く。,発音はオーキッド。
E05534,1,2,zipper,名詞,ファスナー、ジッパー,a fastener with two rows of teeth,The zipper is stuck.,ファスナーが引っかかっている。,イギリスでは zip。
E05535,1,2,epidemiology,名詞,疫学,the study of how diseases spread,She works in epidemiology.,彼女は疫学の分野で働いている。,epidemic（流行）から。
E05536,1,2,writ,名詞,令状、書状,a legal document ordering someone to act,The court issued a writ.,裁判所は令状を出した。,write の古い過去分詞形が語源。
E05537,1,2,gastric,形容詞,胃の,relating to the stomach,He has gastric problems.,彼は胃の不調がある。,gastric acid は胃酸。
E05538,1,2,toxin,名詞,毒素,a poisonous substance produced by living things,The bacteria release a toxin.,その細菌は毒素を出す。,toxic は形容詞。
E05539,1,2,hastily,副詞,急いで、あわてて,quickly and without enough care,The note was written hastily.,そのメモは急いで書かれた。,haste（急ぎ）から。
E05540,1,2,subtly,副詞,微妙に、巧妙に,in a delicate way that is hard to notice,The colours differ subtly.,色は微妙に異なる。,b は発音しない（サトリー）。
E05541,1,2,conservatory,名詞,温室、音楽学校,a glass room for plants; a school of music,Plants fill the conservatory.,温室は植物でいっぱいだ。,2つの意味を持つ。
E05542,1,2,prelude,名詞,前奏曲、前触れ,something that comes before a more important event,The talks were a prelude to the deal.,その協議は契約の前触れだった。,音楽では前奏曲。
E05543,1,2,denote,動詞,示す、意味する,to be a sign of something,A red light denotes danger.,赤い光は危険を示す。,connote は「暗に示す」。
E05544,1,2,ascertain,動詞,確かめる、突き止める,to find out something for certain,We must ascertain the cause.,原因を突き止めなければならない。,find out の硬い言い方。
E05545,1,2,crumble,動詞,崩れる、砕ける,to break into small pieces,The old wall is crumbling.,古い壁が崩れかけている。,比喩で「崩壊する」。
E05546,1,2,eradicate,動詞,根絶する、撲滅する,to destroy something completely,The disease was eradicated.,その病気は根絶された。,radix（根）から。
E05547,1,2,malfunction,名詞,故障、誤作動,a failure to work correctly,A sensor malfunction stopped the line.,センサーの誤作動でラインが止まった。,動詞でも同じ形。
E05548,1,2,proficient,形容詞,熟達した、堪能な,able to do something well,She is proficient in Python.,彼女はPythonに堪能だ。,be proficient in / at の形。
E05549,1,2,purported,形容詞,～とされる、うわさの,claimed to be true but not proved,The purported cause was a bug.,不具合が原因とされていた。,purport（主張する）から。
E05550,1,2,retrospect,名詞,回顧、振り返り,thinking about the past,"In retrospect, the risk was clear.",振り返れば、危険は明らかだった。,in retrospect が定型。
E05551,1,2,sporadic,形容詞,散発的な、時々の,happening occasionally and irregularly,There were sporadic failures.,散発的な障害があった。,副詞は sporadically。
E05552,1,2,chariot,名詞,戦車、二輪馬車,a two-wheeled vehicle pulled by horses in ancient times,The chariot race drew crowds.,戦車競走は観衆を集めた。,古代ローマの競技で有名。
E05553,1,2,hangar,名詞,格納庫,a large building where aircraft are kept,The plane is in the hangar.,飛行機は格納庫にある。,hanger（ハンガー）とは別語。
E05554,1,2,mahogany,名詞,マホガニー,a hard reddish-brown wood,The desk is made of mahogany.,その机はマホガニー製だ。,高級家具に使われる。
E05555,1,2,perch,動詞,止まる、腰かける,to sit on the edge of something,A bird perched on the wire.,鳥が電線に止まった。,名詞で「止まり木」。
E05556,1,2,tone down,熟語,（表現を）和らげる、控えめにする,to make something less strong or extreme,Tone down the wording a little.,言い回しを少し和らげてください。,反対は play up。
E05557,1,2,beat around the bush,慣用句,遠回しに言う,to avoid saying something directly,Don't beat around the bush.,遠回しに言わないでください。,イギリスでは beat about the bush。
E05558,1,2,dossier,名詞,一件書類、調査書,a set of papers about a person or subject,They compiled a dossier on the case.,彼らはその件の一件書類をまとめた。,フランス語由来。
E05559,1,2,congenital,形容詞,先天性の、生まれつきの,present from birth,It is a congenital condition.,それは先天性の疾患だ。,acquired（後天性の）の反対。
E05560,1,2,markedly,副詞,著しく、目立って,in a way that is very noticeable,Costs fell markedly.,費用は著しく下がった。,marked（顕著な）の副詞形。
E05561,1,2,compel,動詞,強制する、余儀なくさせる,to force someone to do something,The rule compels us to record it.,その規則は記録を義務づけている。,形容詞は compelling。
E05562,1,2,degrade,動詞,低下させる、劣化する,to make something worse in quality,Heat degrades the material.,熱がその材料を劣化させる。,名詞は degradation。
