登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E01301,1,2,notice,動詞,気づく,to see or become aware of,Did you notice the warning?,その警告に気づきましたか。,名詞では「通知、掲示」。
E01302,1,2,mention,動詞,言及する、話に出す,to speak about briefly,He mentioned it in the meeting.,彼は会議でそれに触れた。,not to mention は「～は言うまでもなく」。
E01303,1,2,depend,動詞,頼る、次第である,to be decided by something,It depends on the file size.,ファイルの大きさによる。,depend on が決まった形。
E01304,1,2,cause,動詞,引き起こす、～の原因になる,to make something happen,The update caused an error on old machines.,その更新は古い機械で不具合を引き起こした。,名詞では「原因、大義」。反対は effect（結果）。
E01305,1,2,affect,動詞,影響を与える,to have an effect on,The change will affect all users.,その変更はすべての利用者に影響する。,動詞は affect、名詞は effect。混同しやすい。
E01306,1,2,cover,動詞,覆う、扱う、まかなう,to place over or deal with,This chapter covers the basics.,この章では基本を扱う。,名詞では「覆い、表紙」。cover for 人 は「代役をする」。
E01307,1,2,draw,動詞,描く、引く,to make a picture or pull,She drew a diagram on the board.,彼女は板に図を描いた。,過去形は drew、過去分詞は drawn。
E01308,1,2,push,動詞,押す、推し進める,to press or move forward,Push the button to start.,始めるにはボタンを押す。,反対は pull（引く）。
E01309,1,2,pull,動詞,引く、引き寄せる,to move something toward you,Pull the handle down firmly.,取っ手をしっかり下へ引く。,pull off は「やってのける」。
E01310,1,2,throw,動詞,投げる,to send through the air,Don't throw the box; it is fragile.,箱を投げないで。壊れ物です。,throw away は「捨てる」。過去形は threw。
E01311,1,2,catch,動詞,捕まえる、間に合う,to take hold of,I barely caught the last train.,終電にぎりぎり間に合った。,catch a cold は「風邪をひく」。
E01312,1,2,drop,動詞,落とす、下がる,to let fall,Sales dropped by ten percent.,売上が一割下がった。,drop by は「立ち寄る」。
E01313,1,2,hit,動詞,打つ、当たる,to strike,The storm hit the coast at night.,嵐は夜に沿岸を襲った。,過去形も hit。形は変わらない。
E01314,1,2,wear,動詞,身につけている,to have clothes on your body,You must wear a badge inside.,中では名札を着けなければならない。,着る動作は put on。wear は状態。
E01315,1,2,drive,動詞,運転する、駆り立てる,to operate a vehicle,He drives to the factory every day.,彼は毎日工場まで車で行く。,名詞では「意欲」「（車で）行くこと」。
E01316,1,2,teach,動詞,教える,to give lessons,She teaches English at a night school.,彼女は夜間学校で英語を教えている。,過去形は taught。
E01317,1,2,eat,動詞,食べる,to take food,We ate lunch at the desk again.,また机で昼を食べた。,過去形は ate、過去分詞は eaten。
E01318,1,2,drink,動詞,飲む,to take liquid,Drink plenty of water in summer.,夏は水をたくさん飲むこと。,名詞では「飲み物」。
E01319,1,2,sleep,動詞,眠る,to rest with eyes closed,I could not sleep before the release.,公開の前は眠れなかった。,過去形は slept。
E01320,1,2,wake,動詞,目を覚ます,to stop sleeping,I wake up at six every morning.,毎朝6時に目を覚ます。,ふつう wake up の形で使う。
E01321,1,2,smile,動詞,微笑む,to make a happy face,She smiled and shook my hand.,彼女は微笑んで握手した。,名詞でも「笑顔」。
E01322,1,2,laugh,動詞,笑う,to make sounds of amusement,Everyone laughed at his joke.,みんな彼の冗談に笑った。,laugh at 人 は「人を笑い者にする」意味にもなる。
E01323,1,2,cry,動詞,泣く、叫ぶ,to shed tears,The child cried for an hour.,子どもは一時間泣いた。,名詞では「叫び声」。
E01324,1,2,worry,動詞,心配する,to feel anxious,Don't worry about the deadline.,締切のことは心配しないで。,名詞では「心配ごと」。
E01325,1,2,hope,動詞,望む,to want something to happen,I hope the test passes today.,今日は試験が通るといいのですが。,名詞では「希望」。wish より現実味がある。
E01326,1,2,wish,動詞,願う,to want something,I wish I had more time.,もっと時間があればいいのに。,wish のあとは実現しにくい願い。時制が一つ下がる。
E01327,1,2,plan,動詞,計画する,to decide how to do something,We plan to release it in May.,5月に出す予定です。,名詞では「計画、図面」。
E01328,1,2,prefer,動詞,～のほうを好む,to like one thing better,I prefer email to phone calls.,電話よりメールのほうがいい。,prefer A to B の形。than ではない。
E01329,1,2,enjoy,動詞,楽しむ,to get pleasure from,I enjoy reading technical books.,技術書を読むのが楽しい。,あとは動名詞（-ing）。to 不定詞は取らない。
E01330,1,2,thank,動詞,感謝する,to say you are grateful,I thanked him for the help.,手伝ってくれたことに礼を言った。,thank 人 for 事 の形。
E01331,1,2,welcome,動詞,歓迎する,to greet in a friendly way,We welcome new members every April.,毎年4月に新しい仲間を迎える。,You're welcome. は「どういたしまして」。
E01332,1,2,invite,動詞,招く,to ask someone to come,They invited us to the workshop.,彼らは私たちを講習会に招いた。,名詞は invitation（招待）。
E01333,1,2,join,動詞,加わる、つなぐ,to become part of,Please join the call at three.,3時の通話に入ってください。,join in は「（活動に）参加する」。
E01334,1,2,attend,動詞,出席する,to be present at,Forty people attended the briefing.,説明会には40人が出席した。,attend は他動詞。to は付けない。
E01335,1,2,visit,動詞,訪ねる,to go to see,I visit the client site twice a month.,月に2回、客先へ行く。,名詞でも「訪問」。
E01336,1,2,travel,動詞,旅する、移動する,to go from one place to another,Data travels through this cable.,データはこの線を通って流れる。,不可算名詞。1回の旅は trip。
E01337,1,2,arrive,動詞,着く,to reach a place,The parts arrived a day late.,部品は一日遅れて届いた。,arrive at（狭い場所）／arrive in（都市・国）。
E01338,1,2,enter,動詞,入る、入力する,to go in or type in,Enter your ID and press Enter.,IDを入力してエンターを押す。,enter は他動詞。into は要らない。
E01339,1,2,exit,動詞,出る,to go out,Exit the program before updating.,更新の前に終了すること。,名詞では「出口」。
E01340,1,2,close,動詞,閉じる,to shut,Close all windows before the backup.,控えを取る前に窓を全部閉じる。,形容詞では「近い」で発音が変わる。
E01341,1,2,fill,動詞,満たす、記入する,to make full,Fill in the form and submit it.,用紙に記入して出してください。,fill in（記入）／fill out（米で同じ意味）。
E01342,1,2,cook,動詞,料理する,to prepare food with heat,He cooks dinner on weekends.,彼は週末に夕食を作る。,名詞では「料理人」。
E01343,1,2,clean,動詞,掃除する,to remove dirt,Clean the sensor once a month.,月に一度、感知器を掃除する。,形容詞では「きれいな」。
E01344,1,2,wash,動詞,洗う,to clean with water,Wash your hands before eating.,食べる前に手を洗う。,washing machine は「洗濯機」。
E01345,1,2,repair,動詞,修理する,to fix something broken,They repaired the line in two hours.,彼らは2時間で回線を直した。,名詞でも「修理」。fix よりかたい言い方。
E01346,1,2,replace,動詞,取り替える,to put something new in place of,Replace the battery every two years.,電池は2年ごとに取り替える。,replace A with B の形。
E01347,1,2,remove,動詞,取り除く,to take away,Remove the old file before copying.,写す前に古いファイルを消す。,名詞は removal。
E01348,1,2,attach,動詞,添える、取り付ける,to fasten or include,I attached the log to the mail.,記録をメールに添えた。,名詞は attachment（添付、愛着）。
E01349,1,2,insert,動詞,差し込む,to put inside,Insert the card until it clicks.,音がするまで札を差し込む。,名詞は insertion。
E01350,1,2,print,動詞,印刷する,to produce on paper,Print two copies for the meeting.,会議用に2部刷ってください。,printer は「印刷機」。
E01351,1,2,copy,動詞,写す、複製する,to make the same thing,Copy the folder to the shared drive.,そのフォルダを共有領域へ写す。,名詞では「複製、1部」。
E01352,1,2,search,動詞,探す,to look for,Search the log for the word error.,記録から error という語を探す。,search for 物 の形。search 場所 は「場所を捜索する」。
E01353,1,2,upload,動詞,アップロードする,to send data to a server,Upload the report by five.,5時までに報告を上げてください。,反対は download。
E01354,1,2,download,動詞,ダウンロードする,to receive data from a server,Download the installer from the site.,その場所から導入用の道具を落とす。,名詞でも使う。
E01355,1,2,access,動詞,接続する、利用する,to reach or use,You cannot access this folder.,このフォルダは開けません。,名詞では「利用権、接続」。
E01356,1,2,edit,動詞,編集する,to change a text or file,Edit the file and save it again.,ファイルを直してもう一度保存する。,名詞は editor（編集者、編集ソフト）。
E01357,1,2,submit,動詞,提出する,to give for consideration,Submit the form before Friday.,金曜までに用紙を出してください。,名詞は submission。
E01358,1,2,approve,動詞,承認する,to agree officially,The manager approved the plan.,課長が計画を承認した。,名詞は approval。反対は reject。
E01359,1,2,reject,動詞,却下する,to refuse to accept,The system rejected the password.,その仕組みは合言葉を受け付けなかった。,名詞は rejection。
E01360,1,2,accept,動詞,受け入れる,to agree to take,We accept payment by card.,カードでのお支払いを承ります。,反対は refuse / reject。
E01361,1,2,refuse,動詞,断る,to say no,He refused to sign the paper.,彼は書類への署名を断った。,refuse to do の形。
E01362,1,2,permit,動詞,許可する,to allow officially,The policy does not permit new tools.,その方針は新しい道具を許していない。,名詞では「許可証」で発音の位置が変わる。
E01363,1,2,prevent,動詞,防ぐ,to stop from happening,This check prevents wrong input.,この確認が誤入力を防ぐ。,prevent 人 from -ing の形。
E01364,1,2,protect,動詞,守る,to keep safe,A password protects the file.,合言葉がファイルを守る。,名詞は protection。
E01365,1,2,attack,動詞,攻撃する,to try to hurt,The site was attacked last night.,その場所は昨夜攻撃を受けた。,名詞でも「攻撃、発作」。
E01366,1,2,defend,動詞,守る、弁護する,to protect from attack,He defended his design well.,彼は自分の設計をよく弁護した。,名詞は defense（英式は defence）。
E01367,1,2,fight,動詞,戦う,to use force against,They fought for better conditions.,彼らはより良い条件を求めて戦った。,過去形は fought。
E01368,1,2,waste,動詞,無駄にする,to use badly,Don't waste time on manual work.,手作業に時間を使うな。,名詞では「廃棄物、無駄」。
E01369,1,2,cost,動詞,（費用が）かかる,to have a price,The license costs ten thousand yen.,その使用権は一万円かかる。,過去形も cost。名詞では「費用」。
E01370,1,2,charge,動詞,請求する、充電する,to ask for money or fill with power,They charge extra for support.,支援には別料金がかかる。,名詞では「料金、責任」。in charge of は「担当の」。
E01371,1,2,earn,動詞,稼ぐ、得る,to get by working,She earns respect from the team.,彼女は皆の信頼を得ている。,お金以外にも使える。
E01372,1,2,borrow,動詞,借りる,to take and return later,May I borrow your cable?,線を借りてもいいですか。,貸すのは lend。
E01373,1,2,lend,動詞,貸す,to give for a time,I lent him the manual last week.,先週、手引きを貸した。,過去形は lent。
E01374,1,2,owe,動詞,借りがある,to have to pay back,I owe you an explanation.,説明しなければなりませんね。,owe 人 物 の形。
E01375,1,2,count,動詞,数える、重要である,to find the number,Every second counts here.,ここでは一秒一秒が大事だ。,count on 人 は「頼りにする」。
E01376,1,2,measure,動詞,測る,to find the size,Measure the response time first.,まず応答の速さを測る。,名詞では「対策、寸法」。
E01377,1,2,weigh,動詞,重さがある、比べる,to have weight,The device weighs two kilograms.,その機器は2キロある。,名詞は weight（重さ）。
E01378,1,2,divide,動詞,分ける,to separate into parts,Divide the work into three steps.,作業を三段階に分ける。,名詞は division（部門、割り算）。
E01379,1,2,collect,動詞,集める,to bring together,We collect logs every night.,毎晩、記録を集めている。,名詞は collection。
E01380,1,2,gather,動詞,集まる、集める,to come together,The team gathered in the hall.,皆が広間に集まった。,collect より自然に集まる感じ。
E01381,1,2,separate,動詞,分ける、離す,to keep apart,Separate the test data from the real data.,試験用の資料と本番の資料を分ける。,形容詞では「別々の」で発音が変わる。
E01382,1,2,match,動詞,合う、一致する,to be the same as,The totals do not match.,合計が一致しない。,名詞では「試合、組み合わせ」。
E01383,1,2,fit,動詞,合う、収まる,to be the right size,The text does not fit in the box.,文字が枠に収まらない。,形容詞では「健康な」。
E01384,1,2,suit,動詞,似合う、都合が合う,to be right for,Does Monday suit you?,月曜のご都合はいかがですか。,名詞では「背広、訴訟」。
E01385,1,2,belong,動詞,属する,to be part of,This file belongs in the archive.,このファイルは書庫に置くべきものだ。,belong to 人 は「人のものである」。
E01386,1,2,contain,動詞,含む,to have inside,The box contains ten parts.,箱には部品が10個入っている。,include は一部を含む、contain は中身全体。
E01387,1,2,consist,動詞,成り立つ,to be made of,The team consists of five people.,その班は5人で成り立っている。,consist of の形。受け身にしない。
E01388,1,2,involve,動詞,含む、巻き込む,to include as a part,The job involves a lot of travel.,その仕事は出張が多い。,be involved in は「関わっている」。
E01389,1,2,represent,動詞,表す、代表する,to stand for,This line represents last year.,この線が昨年を表している。,名詞は representative（代表者）。
E01390,1,2,indicate,動詞,示す,to show,The red light indicates an error.,赤い灯りは異常を示す。,show よりかたい言い方。
E01391,1,2,reflect,動詞,映す、反映する,to show or throw back,The numbers reflect the new rule.,その数字は新しい規則を反映している。,reflect on は「よく考える」。
E01392,1,2,express,動詞,表す、述べる,to say what you think,He expressed his concern clearly.,彼は懸念をはっきり述べた。,形容詞では「急行の」。
E01393,1,2,describe,動詞,描写する、説明する,to say what something is like,Describe the problem in one line.,問題を一行で書いてください。,名詞は description。
E01394,1,2,define,動詞,定義する,to say the exact meaning,Define the word before using it.,使う前にその語を定義する。,名詞は definition。
E01395,1,2,discuss,動詞,話し合う,to talk about,We discussed the schedule today.,今日は日程について話し合った。,discuss は他動詞。about は付けない。
E01396,1,2,argue,動詞,主張する、言い争う,to give reasons or quarrel,She argued that the cost was too high.,彼女は費用が高すぎると主張した。,名詞は argument。
E01397,1,2,claim,動詞,主張する、請求する,to say something is true,He claims the data is wrong.,彼は資料が誤りだと言っている。,日本語の「クレーム（苦情）」とは意味が違う。
E01398,1,2,admit,動詞,認める,to agree that something is true,I admit the mistake was mine.,誤りは私のものだと認めます。,admit -ing の形。to 不定詞は取らない。
E01399,1,2,deny,動詞,否定する,to say something is not true,He denied sending the mail.,彼はそのメールを送っていないと言った。,deny -ing の形。名詞は denial。
E01400,1,2,price,名詞,値段,the amount of money for something,The price went up again this month.,今月また値段が上がった。,cost は「かかる費用」、price は「付いている値段」。
E01401,1,2,market,名詞,市場,a place where things are sold,The market for this tool is small.,この道具の市場は小さい。,marketing は「販売活動」。
E01402,1,2,customer,名詞,顧客,a person who buys,Our customers ask for faster support.,お客様はより早い対応を求めている。,client は専門的な仕事の依頼主。
E01403,1,2,client,名詞,取引先、依頼主,a person who uses a service,The client wants a demo next week.,先方は来週の実演を望んでいる。,IT では「利用者側の機械」も指す。
E01404,1,2,product,名詞,製品,something that is made or sold,This product ships in two colors.,この製品は2色で出る。,produce（生産する）の名詞形。
E01405,1,2,project,名詞,計画、事業,a planned piece of work,The project runs until March.,その事業は3月まで続く。,動詞では「投影する、見込む」で発音が変わる。
E01406,1,2,task,名詞,作業、課題,a piece of work,Split the task into small steps.,作業を小さな段階に分ける。,task force は「対策班」。
E01407,1,2,goal,名詞,目標,something you want to achieve,Our goal is zero manual entry.,手入力をなくすのが目標だ。,球技では「得点」。
E01408,1,2,method,名詞,方法,a way of doing something,There is a faster method.,もっと速いやり方がある。,way より体系立った言い方。
E01409,1,2,process,名詞,工程、処理,a series of actions,The approval process takes three days.,承認の手続きに3日かかる。,動詞では「処理する」。
E01410,1,2,rule,名詞,規則,a statement of what is allowed,The rule applies to everyone.,その規則は全員に当てはまる。,as a rule は「概して」。
E01411,1,2,policy,名詞,方針,a plan of action,Company policy blocks new software.,会社の方針で新しいソフトは入れられない。,保険では「保険証券」。
E01412,1,2,standard,名詞,基準,a level used for comparison,This meets the industry standard.,これは業界の基準を満たしている。,形容詞では「標準の」。
E01413,1,2,quality,名詞,品質,how good something is,Quality matters more than speed here.,ここでは速さより品質が大事だ。,quantity（量）と間違えやすい。
E01414,1,2,condition,名詞,状態、条件,the state of something,The machine is in good condition.,その機械は状態が良い。,複数形 conditions で「環境、条件」。
E01415,1,2,situation,名詞,状況,the way things are,Explain the situation in three lines.,状況を三行で説明してください。,「事態」の意味でも使う。
E01416,1,2,position,名詞,位置、役職,a place or a job,She moved to a new position.,彼女は新しい役職に就いた。,動詞では「配置する」。
E01417,1,2,role,名詞,役割,the part someone plays,Each member has a clear role.,各自の役割がはっきりしている。,劇では「配役」。
E01418,1,2,skill,名詞,技能,the ability to do something well,This job needs writing skills.,この仕事には文章力が要る。,skilled は「熟練した」。
E01419,1,2,effort,名詞,努力,hard work,It took a lot of effort to fix it.,直すのにずいぶん骨が折れた。,make an effort で「努力する」。
E01420,1,2,chance,名詞,機会、可能性,an opportunity or possibility,There is a good chance it works.,うまくいく見込みは十分ある。,by chance は「偶然に」。
E01421,1,2,choice,名詞,選択,the act of choosing,We had no other choice.,他に道はなかった。,動詞は choose。
E01422,1,2,decision,名詞,決定,a choice you make,The decision came from above.,その決定は上から来た。,make a decision で「決める」。
E01423,1,2,purpose,名詞,目的,the reason for doing,What is the purpose of this field?,この欄は何のためのものですか。,on purpose は「わざと」。
E01424,1,2,meaning,名詞,意味,what something means,The meaning is not clear here.,ここは意味がはっきりしない。,meaningful は「意味のある」。
E01425,1,2,example,名詞,例,a thing that shows a pattern,"Give one example, please.",例をひとつ挙げてください。,for example は「たとえば」。
E01426,1,2,detail,名詞,詳細,a small piece of information,The details are in the appendix.,詳しくは付録にあります。,in detail は「詳しく」。
E01427,1,2,subject,名詞,主題、科目,the topic or a school course,Change the subject of the mail.,メールの件名を変えてください。,文法では「主語」。
