登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E22710,1,8,due to,熟語,～が原因で、～のために,because of something,The flight to Osaka was delayed due to heavy snow at the airport.,大阪行きの便は空港の大雪のために遅れた。,because of の硬い言い換えで、TOEIC では遅延や休業の理由を述べる文でよく出る。
E22711,1,8,move on to,句動詞,～に移る、次に進む,to start dealing with a new topic or task,Let us move on to the next item on the meeting agenda now.,では会議の議題の次の項目に移りましょう。,会議で話題を変えるときの定番表現で、move on to the next slide の形でも出る。
E22712,1,8,wait for,句動詞,～を待つ,to stay somewhere until someone or something arrives,We are still waiting for the supplier to confirm the delivery date.,私たちはまだ納入業者が配送日を確定するのを待っている。,wait for A to do の形が頻出。目的語なしの wait とは違い待つ対象を示す。
E22713,1,8,wait on,句動詞,給仕する、応対する,to serve customers in a restaurant or shop,Two new servers will wait on guests in the hotel dining room tonight.,今夜は二人の新人係員がホテルの食堂で客に応対する。,「待つ」の wait for と混同しやすい。接客の場面で使われる点に注意。
E22714,1,8,ask for,句動詞,～を求める、要求する,to say that you want someone to give you something,Several clients asked for a detailed breakdown of the consulting fees.,数名の顧客がコンサルティング料金の詳しい内訳を求めた。,ask for a refund や ask for a raise の形が頻出。ask A for B の語順も押さえたい。
E22715,1,8,beam,名詞,梁、光線,a long piece of wood or metal that supports a roof,Inspectors checked every steel beam in the new warehouse before approving it.,検査官は承認前に新しい倉庫の鉄骨の梁をすべて調べた。,建設や工場の話題では「梁」、光に関する文では「光線」。動詞で「にっこり笑う」の意味もある。
E22716,1,8,binding,形容詞,拘束力のある,legally forcing you to do what you have agreed,The signed agreement is binding on both parties for three full years.,署名された契約は三年間、両当事者を拘束する。,a legally binding contract の形で契約文書に頻出。名詞では製本や表紙を指す。
E22717,1,8,duration,名詞,期間、継続時間,the length of time that something continues,The warranty covers all parts for the duration of the lease agreement.,保証は賃貸契約の期間中すべての部品を対象とする。,for the duration of で「～の間ずっと」。period との言い換えを問われる。
E22718,1,8,immune,形容詞,免疫のある、影響を受けない,not affected by something harmful,No company is immune to sudden changes in the global supply chain.,どの会社も世界的な供給網の急な変化と無縁ではいられない。,be immune to の形で使う。TOEIC では「影響を受けない」の比喩的な用法が多い。
E22719,1,8,inflation,名詞,インフレ、物価上昇,a general rise in prices over a period of time,Rising inflation forced the retailer to raise prices on imported goods.,物価上昇のため小売店は輸入品の値上げを迫られた。,経済記事型の読解で出る。動詞 inflate や形容詞 inflationary も合わせて覚える。
E22720,1,8,inspection,名詞,検査、点検,an official visit to check that something is correct or safe,The factory passed its annual safety inspection without a single violation.,工場は年次の安全検査を違反ひとつなく通過した。,動詞 inspect の名詞形。TOEIC では設備点検の通知文でよく登場する。
E22721,1,8,install,動詞,設置する、取り付ける,to put equipment somewhere so it is ready to use,Technicians will install the new server in the basement this weekend.,技術者が今週末に地下に新しいサーバーを設置する。,install software や install equipment の形で使う。名詞 installation も同じ場面で出る。
E22722,1,8,instruction,名詞,指示、説明,information about how to do or use something,Please follow the assembly instructions printed on the back of the box.,箱の裏に印刷された組み立て説明に従ってください。,説明書の意味では複数形 instructions になる。follow the instructions が定番。
E22723,1,8,inventory,名詞,在庫、棚卸し,the goods that a shop or company has in stock,The store closes early on Friday so that staff can count inventory.,従業員が在庫を数えられるよう店は金曜は早く閉まる。,take inventory で「棚卸しをする」。stock の言い換えとして問われる。
E22724,1,8,justify,動詞,正当化する、根拠を示す,to give a good reason for something,The manager could not justify the sharp increase in travel expenses.,部長は出張費の急増の妥当性を示すことができなかった。,justify the cost の形が頻出。名詞形は justification。
E22725,1,8,leave out,句動詞,省く、抜かす,to fail to include someone or something,You left out the shipping charges when you prepared this quotation.,この見積もりを作る際に配送料を入れ忘れましたね。,omit の口語的な言い換え。書類の記入漏れの話題で出る。
E22726,1,8,lecture,名詞,講義、講演,a formal talk given to teach a group of people,The visiting professor gave a lecture on export law to our staff.,客員教授が当社の社員に輸出法の講演を行った。,give a lecture on の形で使う。セミナー案内の文書でよく現れる。
E22727,1,8,migration,名詞,移行、移住,the movement of people or data from one place to another,The data migration to the cloud server will take about two nights.,クラウドサーバーへのデータ移行には二晩ほどかかる。,情報技術の「移行」の意味で出題が増えている。動詞は migrate。
E22728,1,8,motivated,形容詞,やる気のある、動機づけられた,eager and willing to work hard,We are seeking a highly motivated sales assistant for our downtown branch.,当社は繁華街の支店で意欲の高い販売補助員を募集している。,求人広告の定番語。highly motivated の形でよく現れる。
E22729,1,8,on leave,熟語,休暇中で,away from work with permission for a period of time,Our chief accountant is on leave until the end of the month.,当社の主任会計士は月末まで休暇中だ。,on maternity leave など応用が広い。不在を伝えるメールで頻出。
E22730,1,8,peer,名詞,同僚、同等の人,a person who has the same job or status as you,New designers receive feedback from their peers every other Friday.,新人デザイナーは隔週金曜に同僚から意見をもらう。,peer review が定番の組み合わせ。動詞で「じっと見る」の意味もある。
