登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説
E10601,1,4,serve a purpose,熟語,役に立つ、目的にかなう,to be useful for a particular reason,This old chair still serves a purpose in my office.,この古い椅子はまだ私の仕事場で役に立っている。,否定形の serve no purpose（何の役にも立たない）もよく使う。
E10602,1,4,slow off the mark,慣用句,反応が遅い、出遅れた,slow to understand or to start doing something,Our team was slow off the mark in the new market.,うちのチームは新しい市場で出遅れた。,陸上のスタート（mark）が語源。反対は quick off the mark。
E10603,1,4,get to the bottom of,熟語,真相を突き止める,to find the real cause or truth of a problem,The manager wants to get to the bottom of the delay.,部長はその遅れの原因を突き止めたがっている。,bottom は「底」。問題の底まで掘り下げる感じで覚える。
E10604,1,4,get wind of,慣用句,うわさを聞きつける,to hear about something secret by chance,Reporters got wind of the merger before it was announced.,記者たちは発表前に合併のうわさを聞きつけた。,動物が風でにおいを察知するイメージ。秘密の情報に使う。
E10605,1,4,lie low,句動詞,身を潜める、目立たないでいる,to stay hidden or avoid attention for a while,He decided to lie low until the scandal passed.,彼はその騒動が収まるまで身を潜めることにした。,lie は「横たわる」。過去形は lay low になる点に注意。
E10606,1,4,square away,句動詞,きちんと片づける、整える,to finish or arrange something properly,Let me square away the paperwork before I leave.,帰る前に書類をきちんと片づけさせてください。,主に米国で使う。square は「きちんとした」の意味を持つ。
E10607,1,4,think twice,熟語,よく考え直す、ためらう,to consider something carefully before deciding,You should think twice before quitting your job.,仕事を辞める前によく考え直したほうがいい。,think twice about doing の形が多い。「2度考える」が直訳。
E10608,1,4,wind back,句動詞,巻き戻す、時をさかのぼる,to move something back to an earlier point,Let me wind back the tape to the key moment.,テープを肝心な場面まで巻き戻させてください。,wind はここでは「ワインド」と読む。時間の話にも使える。
E10609,1,4,count in,句動詞,仲間に入れる、数に入れる,to include someone in an activity or plan,"If you are going hiking, count me in.",ハイキングに行くなら私も入れてください。,Count me in! は「参加します」の決まり文句。反対は count me out。
E10610,1,4,count out,句動詞,除外する、数から外す,to not include someone or something,Count me out of the trip; I have to work.,その旅行は私を外してください。仕事があるので。,お金を1枚ずつ数える意味もある。count in と対で覚える。
E10611,1,4,even the score,慣用句,仕返しをする、五分に戻す,to get revenge or make things equal again,He wanted to even the score after losing last year.,彼は昨年負けた後、雪辱を果たしたがっていた。,score は「得点」。試合で同点にする意味からきた表現。
E10612,1,4,throw cold water on,慣用句,水を差す、けちをつける,to discourage a plan or idea,The boss threw cold water on our travel plan.,上司は私たちの出張計画に水を差した。,日本語の「水を差す」とほぼ同じ発想の言い回し。
E10613,1,4,throw light on,慣用句,解明する、明らかにする,to make something easier to understand,The new data throws light on the cause of the fire.,その新しいデータは火事の原因を明らかにする。,shed light on もほぼ同じ意味でよく使われる。
E10614,1,4,throw off,句動詞,脱ぎ捨てる、調子を狂わせる,to remove quickly; to confuse someone,The noise threw me off during the presentation.,その物音は発表中の私の調子を狂わせた。,上着を脱ぎ捨てる意味と、集中を乱す意味の両方がある。
E10615,1,4,throw together,句動詞,急ごしらえで作る,to make something quickly without much care,She threw together a salad for the guests.,彼女は客のためにさっとサラダを作った。,料理や資料をぱっと用意するときに使う口語表現。
E10616,1,4,throw up,句動詞,吐く、もどす,to bring food up from the stomach through the mouth,The child felt sick and threw up in the car.,その子は気分が悪くなり車の中で吐いた。,vomit のくだけた言い方。手を上げる意味では使わない。
E10617,1,4,budget for,句動詞,～の予算を組む,to plan to spend a certain amount of money on something,We need to budget for new computers this year.,今年は新しいパソコンの予算を組む必要がある。,budget は名詞で「予算」。動詞で使うと計上する意味になる。
E10618,1,4,jack up,句動詞,値上げする、押し上げる,to raise a price or level by a large amount,The stores jacked up prices before the holiday.,店は休暇前に値段を大きく上げた。,車のジャッキが語源。値上げを非難する調子で使う。
E10619,1,4,keep a low profile,慣用句,目立たないようにする,to avoid being noticed by other people,The actor kept a low profile after the trial.,その俳優は裁判の後、目立たないようにしていた。,profile は「輪郭」。低く構える様子から。lie low と近い。
